,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Title
0,0,3,0.8185,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['mutohar', 'tua', 'korban', 'kecelakaan', 'jembatan', 'goyang', 'pademangan', 'jakarta', 'berharap', 'celah', 'flyover', 'dibenahi', 'mutohar', 'celah', 'kerap', 'memakan', 'korban', 'kejadian', 'situ', 'jatuh', 'situ', 'kali', 'mutohar', 'ditemui', 'kediamannya', 'tanjung', 'priok', 'jakarta', 'jatuh', 'kenal', 'jatuh', 'imbuhnya', 'mutohar', 'celah', 'pembatas', 'sisi', 'flyover', 'ditutup', 'beton', 'kejadian', 'nahas', 'menimpa', 'anaknya', 'dialami', 'harapan', 'besarnya', 'pemerintah', 'tanggap', 'kondisi', 'menutup', 'celah', 'kecelakaan', 'menghindari', 'kecelakaan', 'tolong', 'ditutup', 'celah', 'harap', 'pakai', 'seandainya', 'pakai', 'corcoran', 'mahal', 'pakai', 'papan', 'triplek', 'kecelakaan', 'jatuh', 'informasi', 'kecelakaan', 'menimpa', 'pria', 'kakak', 'adik', 'berinisial', 'luka', 'muka', 'kepala', 'mutohar', 'pulang', 'kediamannya', 'tanjung', 'priok', 'anaknya', 'kabar', 'kecelakaan', 'rumah', 'pademangan', 'kejadiannya', 'rumah', 'flyover', 'menit', 'menelepon', 'kondisinya', 'pademangan', 'suruh', 'pulang', 'hati', 'hati', 'jalan', 'komunikasi', 'anaknya', 'mutohar', 'mematikan', 'data', 'seluler', 'handphone', 'miliknya', 'diaktifkan', 'mengaku', 'panggilan', 'keluarga', 'aktifkan', 'panggilan', 'keluarga', 'nggak', 'beres', 'bener', 'kecelakaan', 'mutohar', 'dihubungi', 'warga', 'menelepon', 'anaknya', 'menghubungi', 'ambulans', 'langsung', 'flyover', 'jembatan', 'goyang', 'menelepon', 'situ', 'menyaksikan', 'jatuh', 'pas', 'kejadian', 'melompat', 'spontan', 'tututnya', 'hubungi', 'ambulans', 'mengevakuasi', 'unit', 'ambulans', 'pemkot', 'jakarta', 'bertugas', 'diletakkan', 'tandu', 'posisi', 'selang', 'oksigen', 'infus', 'badan', 'dibawa', 'koja', 'nahas', 'perjalanan', 'nyawa', 'tertolong', 'luka', 'muka', 'kepala', 'langsung', 'kondisi', 'langsung', 'telepon', 'keluarga', 'doakan', 'menit', 'kritis', 'mata', 'mutohar', 'supel', 'terdekatnya', 'mutohar', 'kehilangan', 'meninggal', 'dunia', 'penilaian', 'bertakziah', 'almarhum', 'supel', 'gampang', 'gaul', 'bertegur', 'sapa', 'gampang', 'senyum', 'kemarin', 'tetangga', 'rumah', 'menangis', 'temennya', 'pribadinya', 'pribadinya', 'introver', 'suka', 'iseng', 'mutohar', 'kecelakaan_maut', 'pembatas_flyover', 'korban_jiwa', 'meninggal_dunia', 'mengalami_luka', 'mengalami_luka', 'dinyatakan_meninggal']","['ortu', 'korban', 'kecelakaan', 'maut', 'harap', 'pembatas', 'flyover', 'jembatan', 'goyang', 'dibenahi']"
1,1,3,0.9929,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['overpopulasi', 'mempengaruhi', 'kesehatan', 'keselamatan', 'jarang', 'ditemukan', 'mengenaskan', 'jalan', 'kelaparan', 'luka', 'luka', 'kecelakaan', 'dianiaya', 'permasalahan', 'mendorong', 'dita', 'agusta', 'mendirikan', 'shelter', 'bernama', 'rumah', 'parung', 'penampungan', 'dihuni', 'ditemukan', 'sang', 'pendiri', 'kecintaan', 'dita', 'kucing', 'dita', 'melahirkan', 'memutuskan', 'memelihara', 'kucing', 'suami', 'hatinya', 'terketuk', 'kucing', 'kucing', 'jalanan', 'hidup', 'layak', 'kucing', 'peliharaannya', 'sulit', 'mencari', 'makan', 'kucing', 'seringkali', 'obyek', 'penyiksaan', 'manusia', 'pengamatan', 'kucing', 'jalanan', 'malnutrisi', 'merambat', 'luka', 'luka', 'akibat', 'penganiayaan', 'udah', 'nggak', 'suka', 'siram', 'air', 'panas', 'tembak', 'diracun', 'kayaknya', 'hidupnya', 'jomplang', 'banget', 'gitu', 'kucing', 'pelihara', 'terang', 'dita', 'program', 'sosok', 'dita', 'lupa', 'membawa', 'tas', 'kucing', 'makanan', 'kucing', 'bepergian', 'menemukan', 'kucing', 'kelaparan', 'butuh', 'bantuan', 'berhenti', 'situ', 'dita', 'membawa', 'pulang', 'kucing', 'kucing', 'kondisi', 'memperihatinkan', 'halaman', 'kucing_liar', 'kucing_liar', 'luka_luka', 'kucing_liar', 'kucing_liar', 'kucing_liar', 'luka_luka', 'kucing_liar', 'kucing_liar']","['kisah', 'dita', 'hidup', 'serumah', 'kucing']"
2,2,3,0.8217,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['ditumpangi', 'rombongan', 'bule', 'rusia', 'bali', 'polisi', 'bule', 'mengikuti', 'petunjuk', 'arah', 'aplikasi', 'peta', 'digital', 'google', 'maps', 'dilansir', 'peristiwa', 'nahas', 'jalan', 'tigawasa', 'kaliasem', 'dangin', 'pura', 'tigawasa', 'banjar', 'buleleng', 'siang', 'bule', 'rusia', 'menyewa', 'mobil', 'denpasar', 'liburan', 'buleleng', 'mobil', 'pereverzin', 'denis', 'arah', 'buleleng', 'pakai', 'google', 'maps', 'penunjuk', 'arah', 'polres', 'buleleng', 'akp', 'gede', 'sumarjaya', 'google', 'maps', 'mengarahkan', 'jalan', 'sempit', 'curam', 'kejadian', 'jalanan', 'menurun', 'pengemudi', 'mobil', 'mobil', 'daihatsu', 'ayla', 'nopol', 'ditumpangi', 'bule', 'rusia', 'tergelincir', 'terperosok', 'jurang', 'kecelakaan', 'pengemudi', 'lecet', 'tangan', 'kakinya', 'penumpang', 'kruchenov', 'denis', 'luka', 'robek', 'kepala', 'nyeri', 'pundak', 'irina', 'patah', 'tulang', 'pangkal', 'paha', 'evgeniya', 'mengalami', 'luka', 'kaki', 'kirinya', 'baca', 'selengkapnya', 'terjun_jurang', 'sedalam_meter', 'terjun_jurang', 'banjar_dinas', 'mobil_dikemudikan', 'kepala_seksi', 'kasi_humas', 'hilang_kendali', 'rem_blong', 'akibat_kecelakaan', 'mengalami_luka']","['ikuti', 'google', 'maps', 'mobil', 'bule', 'rusia', 'masuk', 'jurang', 'meter', 'bali']"
3,3,3,0.6856,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['beragam', 'peristiwa', 'jawa', 'jabar', 'divonis', 'purwakarta', 'tewas', 'terlindas', 'rantis', 'rangkuman', 'jabar', 'divonis', 'penjara', 'terdakwa', 'penggelapan', 'mobil', 'milik', 'rizky', 'febian', 'divonis', 'hukuman', 'penjara', 'sidang', 'agenda', 'putusan', 'digelar', 'bandung', 'menghukum', 'terdakwa', 'menetapkan', 'tahanan', 'terdakwa', 'dikurangkan', 'pidana', 'majelis', 'hakim', 'pembacaan', 'putusannya', 'hukuman', 'diterima', 'rendah', 'tuntutan', 'diusulkan', 'jpu', 'hakim', 'kabulkan', 'permintaan', 'jpu', 'dieksekusi', 'tahanan', 'memerintahkan', 'terdakwa', 'ditahan', 'rumah', 'tahanan', 'negara', 'memerintahkan', 'terdakwa', 'tahanan', 'hakim', 'teddy', 'komentar', 'terkait', 'putusan', 'diterimanya', 'suami', 'almarhumah', 'lina', 'jubaedah', 'langsung', 'berkonsultasi', 'kuasa', 'hukumnya', 'wati', 'tresnawati', 'tanggapan', 'terkait', 'putusannya', 'hakim', 'berkonsultasi', 'teddy', 'pikir', 'pikir', 'terkait', 'putusan', 'diterimanya', 'pikir', 'pikir', 'mulia', 'teddy', 'tanggapan', 'majelis', 'hakim', 'sepekan', 'menentukan', 'sikapnya', 'menerima', 'vonis', 'lakukan', 'banding', 'teddy', 'terbukti', 'penggelapan', 'sesuai', 'diatur', 'kuhpidana', 'polisi', 'tangkap', 'perempuan', 'perusak', 'majalengka', 'polisi', 'berhasil', 'mengungkap', 'pelaku', 'perusakan', 'situs', 'maja', 'maja', 'majalengka', 'pelaku', 'perempuan', 'dewasa', 'ditangkap', 'kapolres', 'majalengka', 'akbp', 'edwin', 'affandi', 'aksi', 'perusakan', 'dirusak', 'perempuan', 'pelaku', 'berhasil', 'diamankan', 'polisi', 'sehari', 'perusakan', 'inisial', 'pelaku', 'perempuan', 'berdomisili', 'maja', 'edwin', 'penyelidikan', 'polisi', 'pelaku', 'aksi', 'perusakan', 'pelaku', 'aksi', 'perusakan', 'berziarah', 'pemeriksaan', 'bersangkutan', 'mengakui', 'kesalahannya', 'edwin', 'penikmat', 'sejarah', 'ketua', 'gruop', 'madjalengka', 'baheula', 'grumala', 'nana', 'rohmana', 'akrab', 'disapa', 'kang', 'naro', 'makam', 'kuburan', 'maja', 'maja', 'memiliki', 'sejarah', 'tersendiri', 'maja', 'tokoh', 'penyebar', 'ajaran', 'agama', 'islam', 'maja', 'tokoh', 'abad', 'maja', 'putra', 'raden', 'ranngamantri', 'pucuk', 'talaga', 'ratu', 'parung', 'maja', 'susuhunan', 'kedaleman', 'maja', 'pemimpin', 'tradisional', 'kerajaan', 'talaga', 'zaman', 'kepemimpinan', 'beliau', 'agama', 'islam', 'menyebar', 'luas', 'daerah', 'maja', 'beliau', 'mendirikan', 'pesantren', 'dahu', 'pugur', 'pesantren', 'tertua', 'majalengka', 'naro', 'polisi', 'gerebek', 'pabrik', 'sabu', 'rumahan', 'bandung', 'polisi', 'menggerebek', 'rumah', 'dijadikan', 'pabrik', 'sabu', 'sabu', 'clandestine', 'lab', 'bandung', 'pemilik', 'pabrik', 'berhasil', 'diringkus', 'pabrik', 'kampung', 'ciseupan', 'panyocokan', 'ciwidey', 'bandung', 'pabrik', 'dijalankan', 'pelaku', 'berinisial', 'kapolresta', 'bandung', 'kombes', 'kusworo', 'wibowo', 'terbongkarnya', 'pabrik', 'sabu', 'rumahan', 'informasi', 'penyidik', 'satuan', 'reserse', 'narkoba', 'polresta', 'bandung', 'penyidik', 'langsung', 'penyelidikan', 'informasi', 'berhasil', 'mengungkap', 'menemukan', 'pembuatan', 'pabrik', 'home', 'industri', 'pembuatan', 'sabu', 'rumah', 'clandestine', 'lab', 'tersembunyi', 'kusworo', 'awak', 'media', 'penggerebekan', 'pabrik', 'dijalankan', 'pemilik', 'rumah', 'melakoni', 'pembuatan', 'sabu', 'delapan', 'rumah', 'tinggal', 'ciwidey', 'meninggalkan', 'bandung', 'bali', 'bali', 'proyek', 'klub', 'malam', 'ciwidey', 'bandung', 'delapan', 'meracik', 'sabu', 'sabu', 'beragam', 'alat', 'peracikan', 'membeli', 'situs', 'online', 'barang', 'barang', 'keenam', 'meracik', 'kedelapan', 'penangkapan', 'memiliki', 'hasil', 'pembuatan', 'sabu', 'bahan', 'racikan', 'rekannya', 'bali', 'diolah', 'dijadikan', 'sabu', 'kusworo', 'belajar', 'meracik', 'internet', 'bahan', 'bahan', 'rekannya', 'bali', 'dipadukan', 'belajar', 'sabu', 'internet', 'bebernya', 'aksinya', 'genap', 'sepakan', 'ons', 'sabu', 'sabu', 'pengakuan', 'sabu', 'sabu', 'dikonsumsi', 'pribadi', 'penyidik', 'percaya', 'pendalaman', 'pengembangan', 'bersangkutan', 'membeli', 'alat', 'timbangan', 'sabu', 'estimasi', 'jual', 'metode', 'penyelidikan', 'target', 'penjualan', 'bersangkutan', 'dijual', 'kemana', 'perbuatannya', 'dijerat', 'berlapis', 'pasal', 'pasal', 'pasal', 'undang', 'undang', 'narkotika', 'ancaman', 'hukumannya', 'maksimal', 'pidana', 'penjara', 'seumur', 'hidup', 'halaman', 'teddy_pardiyana', 'teddy_pardiyana', 'teddy_pardiyana', 'jaksa_penuntut', 'teddy_pardiyana', 'teddy_pardiyana', 'makam_keramat', 'makam_keramat', 'dalem_lumaju', 'makam_keramat', 'berdasarkan_hasil', 'makam_keramat', 'makam_keramat', 'mbah_dalem', 'lumaju_agung', 'mbah_dalem', 'lumaju_agung', 'mbah_dalem', 'lumaju_agung', 'mbah_dalem', 'lumaju_agung', 'mbah_dalem', 'lumaju_agung', 'pasal_pasal', 'pasal_pasal']","['jabar', 'pemotor', 'tewas', 'terlindas', 'rantis', 'militer', 'purwakarta']"
4,4,3,0.9971,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['kecelakaan', 'tangerang', 'didominasi', 'kendaraan', 'roda', 'metro', 'tangerang', 'akp', 'badruzzaman', 'memperhatikan', 'keselamatan', 'badruzzaman', 'angka', 'kecelakaan', 'tangerang', 'meningkat', 'persen', 'dibandingkan', 'metro', 'tangerang', 'mencatat', 'laporan', 'kecelakaan', 'diterima', 'total', 'kecelakaan', 'korban', 'kecelakaan', 'luka', 'berat', 'korban', 'luka', 'ringan', 'kecelakaan', 'lintas', 'kendaraan', 'roda', 'badruzzaman', 'badruzzaman', 'belajar', 'pengalaman', 'terkait', 'kecelakaan', 'linta', 'korban', 'satlantas', 'menciptakan', 'keamanan', 'keselamatan', 'ketertiban', 'kelancaran', 'lintas', 'kamseltibcarlantas', 'kasatlantas', 'imbauan', 'terobosan', 'memerintahkan', 'petugas', 'kamseltibcarlantas', 'imbauan', 'sekolah', 'sekolah', 'badruzzaman', 'satlantas', 'mengimbau', 'tertib', 'berkendara', 'badruzzaman', 'orangtua', 'membiarkan', 'anaknya', 'umur', 'kendaraan', 'bermotor', 'mengimbau', 'tertib', 'berkendara', 'usianya', 'sim', 'mengendarai', 'polisi', 'teguran', 'pengemudi', 'ketahuan', 'melanggar', 'aturan', 'lintas', 'kecelakaan_lintas', 'kanit_laka', 'lantas_polres', 'pengguna_jalan', 'kecelakaan_lintas', 'satlantas_polres', 'meninggal_dunia', 'mengalami_luka', 'mengalami_luka', 'kecelakaan_lintas', 'kompas_com', 'jalan_raya', 'jalan_raya', 'mengendarai_motor']","['kecelakaan', 'tangerang', 'didominasi', 'pengendara', 'motor', 'polisi', 'ingatkan', 'warga', 'tertib', 'berkendara']"
5,5,3,0.7915,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['kemah', 'religi', 'wali', 'diikuti', 'pelajar', 'mtsn', 'berubah', 'petaka', 'pelajar', 'bus', 'parkir', 'kompleks', 'makam', 'sunan', 'giri', 'pelajar', 'gresik', 'fakta', 'dihimpun', 'peristiwa', 'enam', 'pelajar', 'korban', 'mengikuti', 'kemah', 'religi', 'wali', 'acara', 'acara', 'ekstrakurikuler', 'pramuka', 'bertujuan', 'mengenalkan', 'sejarah', 'wali', 'kecelakaan', 'pelajar', 'menunggu', 'teman', 'temannya', 'bus', 'daihatsu', 'ayla', 'parkir', 'pelajar', 'korban', 'neifa', 'vizzella', 'warga', 'menceritakan', 'alami', 'temannya', 'menunggu', 'teman', 'temannya', 'berdiri', 'bus', 'ayla', 'terparkir', 'mobil', 'hitam', 'menabrak', 'mobil', 'silver', 'ayla', 'terjepit', 'cepat', 'kejadiannya', 'neifa', 'humas', 'kantor', 'kementerian', 'agama', 'kemenag', 'jose', 'paulo', 'ximenes', 'kegiatan', 'kemah', 'religi', 'wali', 'berangkat', 'sore', 'kegiatan', 'diikuti', 'guru', 'pendamping', 'rombongan', 'kemah', 'religi', 'tim', 'pramuka', 'mtsn', 'pembina', 'zamzami', 'berangkat', 'paulo', 'petaka', 'nahas', 'pagi', 'lantas', 'polres', 'gresik', 'ipda', 'wiki', 'mulyono', 'toyota', 'innova', 'bernopol', 'aih', 'parkir', 'celakanya', 'sopir', 'mobil', 'nama', 'bambang', 'suteja', 'menginjak', 'pedal', 'gas', 'akibatnya', 'mobil', 'innova', 'menyeruduk', 'ayla', 'parkir', 'depannya', 'enam', 'pelajar', 'tergencet', 'ayla', 'bus', 'kerasnya', 'benturan', 'mengakibatkan', 'meninggal', 'wiji', 'bambang', 'sang', 'sopir', 'innova', 'mengakui', 'kesalahannya', 'bambang', 'berasal', 'bandung', 'mobil', 'mesin', 'mobilnya', 'menyala', 'buka', 'pintu', 'kaki', 'mobil', 'melaju', 'injak', 'rem', 'injak', 'gas', 'bambang', 'akibat', 'peristiwa', 'pelajar', 'tergencet', 'meninggal', 'zahra', 'amira', 'syifa', 'sanjaya', 'neifa', 'vizzella', 'pelajar', 'korban', 'dirawat', 'gresik', 'menceritakan', 'terjepit', 'teman', 'temannya', 'merintih', 'kesakitan', 'sadarkan', 'siuman', 'kaki', 'terjepit', 'pas', 'kejadian', 'lihat', 'temen', 'temen', 'menangis', 'kesakitan', 'pingsan', 'neifa', 'pelajar', 'mtsn', 'kediri', 'korban', 'tergencet', 'menjalani', 'perawatan', 'gresik', 'kaeylia', 'dinda', 'prameswari', 'warga', 'darungan', 'kediri', 'elsa', 'yosephin', 'warga', 'sambirejo', 'kediri', 'mega', 'aura', 'lestari', 'warga', 'sisadani', 'kediri', 'putro', 'silvi', 'lambangsari', 'warga', 'turus', 'kediri', 'neifa', 'guru', 'pendamping', 'namanya', 'makam', 'sunang', 'giri', 'itumerupakan', 'ketiga', 'dikunjungi', 'rombongan', 'ziarah', 'ketiga', 'sunan', 'bonang', 'sunan', 'derajat', 'rencananya', 'sunan', 'ampel', 'musibah', 'pulang', 'siswa', 'guru', 'pembina', 'tergencet_mobil', 'dirawat_semen', 'pare_kediri', 'kanit_laka', 'sat_lantas', 'mobil_innova', 'meninggal_dunia', 'rumah_sakit', 'rumah_sakit', 'semen_gresik', 'pare_kediri', 'pare_kediri', 'pare_kediri', 'pare_kediri']","['fakta', 'pelajar', 'mtsn', 'kediri', 'tergencet', 'mobil', 'bus', 'gresik']"
6,6,3,0.9757,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['tulisan', 'ketiga', 'tulisan', 'dany', 'berhati', 'hati', 'menceburkan', 'pinggir', 'gilimanuk', 'jembrana', 'bali', 'tujuannya', 'ngelogam', 'mencari', 'rezeki', 'menunggu', 'penumpang', 'kapal', 'melemparkan', 'uang', 'logam', 'kertas', 'laut', 'pintar', 'mengelabui', 'lari', 'berenang', 'menjauh', 'dany', 'dany', 'logam', 'sebutan', 'lompat', 'kapal', 'berenang', 'pinggir', 'selat', 'bali', 'uang', 'penumpang', 'kapal', 'jeli', 'situasi', 'ngelogam', 'gilimanuk', 'segan', 'segan', 'mengejar', 'menunggu', 'pinggir', 'pantai', 'logam', 'lelah', 'berenang', 'memilih', 'menepi', 'pantai', 'ditangkap', 'petugas', 'tenggelam', 'selat', 'bali', 'dany', 'menerangkan', 'logam', 'memiliki', 'menghindari', 'petugas', 'memilih', 'dermaga', 'dermaga', 'ponton', 'dijaga', 'petugas', 'situ', 'aman', 'pos', 'keamanan', 'akses', 'melarikan', 'menyusuri', 'pantai', 'gampang', 'pria', 'berusia', 'dany', 'uang', 'ngelogam', 'menjanjikan', 'musim', 'libur', 'uang', 'ribu', 'ribu', 'petugas', 'gilimanuk', 'dany', 'melanjutkan', 'memburu', 'logam', 'kunjungan', 'pejabat', 'teman', 'temannya', 'menghindari', 'petugas', 'mengganggu', 'kejar', 'mantan', 'pegawai', 'hotel', 'denpasar', 'general', 'manajer', 'asdp', 'indonesia', 'ferry', 'cabang', 'ketapang', 'muhammad', 'yasin', 'berupaya', 'menertibkan', 'logam', 'petugas', 'rumah', 'logam', 'mengedukasi', 'tuanya', 'terkait', 'bahayanya', 'ngelogam', 'kebutuhan', 'ngelogam', 'yasin', 'petugas', 'pelabuhan', 'gilimanuk', 'mencegah', 'logam', 'ngelogam', 'petugas', 'keamanan', 'titik', 'lengah', 'lolos', 'yasin', 'menggencarkan', 'pengawasan', 'mencegah', 'logam', 'ngelogam', 'gencarkan', 'patroli', 'pelabuhan', 'ketapang', 'gilimanuk', 'kegiatan', 'menantang', 'bahaya', 'diminimalisasi', 'petugas_pelabuhan', 'petugas_pelabuhan', 'petugas_pelabuhan', 'petugas_pelabuhan', 'petugas_pelabuhan']","['menghindari', 'petugas', 'pelabuhan', 'meraup', 'cuan', 'laut']"
7,7,3,0.9967,"jalan, kecelakaan, jalur, kendaraan, kereta, warga, kerja, lintas, kondisi, lubang, arah, kemacetan, indonesia, titik, memiliki, kegiatan, keselamatan, jakarta, terkait, kesehatan","['pemotor', 'kecelakaan', 'maut', 'mamuju', 'sulawesi', 'sulbar', 'insiden', 'mengakibatkan', 'pemuda', 'tewas', 'kritis', 'kritis', 'dirawat', 'polresta', 'mamuju', 'iptu', 'junaid', 'wartawan', 'kecelakaan', 'jalan', 'andi', 'dai', 'binanga', 'mamuju', 'insiden', 'melibatkan', 'pemotor', 'muchlis', 'berboncengan', 'asdar', 'taufik', 'membonceng', 'rekannya', 'idris', 'faldi', 'kejadian', 'semalam', 'berboncengan', 'satunya', 'berboncengan', 'polresta', 'mamuju', 'iptu', 'junaid', 'dikonfirmasi', 'junaid', 'muhlis', 'kencang', 'pelabuhan', 'mamuju', 'simpang', 'nahas', 'taufik', 'kencang', 'bawa', 'arah', 'benturan', 'keras', 'terhindarkan', 'terangnya', 'junaid', 'taufik', 'idris', 'tewas', 'kejadian', 'luka', 'robek', 'kepala', 'muhlis', 'dunia', 'asdar', 'kritis', 'luka', 'parah', 'pelipis', 'tewas', 'kritis', 'kabur', 'bernama', 'faldi', 'junaid', 'motor', 'kecelakaan', 'diamankan', 'polresta', 'mamuju', 'faldi', 'kabur', 'kejadian', 'dijemput', 'personelnya', 'diamankan', 'motor', 'kabur', 'tempatnya', 'dijemput', 'pungkasnya', 'baca', 'kesaksian', 'warga', 'terlibat_kecelakaan', 'meninggal_dunia', 'rumah_sakit', 'kasat_lantas', 'kasat_lantas', 'mengendarai_motor', 'nomor_polisi', 'melaju_kencang', 'arah_berlawanan', 'motor_dikendarai', 'melaju_kecepatan', 'arah_berlawanan', 'dinyatakan_meninggal', 'rumah_sakit', 'rumah_sakit', 'mengalami_luka', 'sebelah_kanan', 'sepeda_motor', 'terlibat_kecelakaan', 'sepeda_motor', 'halaman_halaman']","['kecelakaan', 'maut', 'pemotor', 'mamuju', 'tewaskan', 'pemuda']"
8,8,4,0.5086,"kecelakaan, korban, hasya, keluarga, polisi, tersangka, and, mahasiswa, latif, siti, anaknya, polda_metro, nggak, mengaku, meninggal, meninggal_dunia, uang, eko, esbw, rumah_sakit","['komite', 'nasional', 'keselamatan', 'transportasi', 'knkt', 'investigasi', 'insiden', 'sayap', 'pesawat', 'menabrak', 'mopah', 'merauke', 'papua', 'pemeriksaan', 'mengungkap', 'kecelakaan', 'keamanan', 'angkutan', 'udara', 'kelaikudaraan', 'otoritas', 'otban', 'merauke', 'supriyadi', 'knkt', 'pemeriksaan', 'penyelidikan', 'insiden', 'knkt', 'kemarin', 'supriyadi', 'dihubungi', 'supriyadi', 'enggan', 'terkait', 'investigasi', 'knkt', 'beralasan', 'pemeriksaan', 'ranah', 'kantor', 'otban', 'merauke', 'ranahnya', 'ranahnya', 'otoritas', 'ranahnya', 'knkt', 'pusat', 'ambil', 'alih', 'pemeriksaan', 'knkt', 'pesawat', 'nomor', 'penerbangan', 'diperiksa', 'pascamenabrak', 'pemeriksaan', 'ranahnya', 'knkt', 'diambil', 'alih', 'pesawat', 'perbaikan', 'diperiksa', 'knkt', 'diperbaiki', 'urai', 'supriyadi', 'kondisi', 'bandara', 'mopah', 'merauke', 'perbaikan', 'pasalnya', 'knkt', 'pemeriksaan', 'perbaikan', 'bandara', 'penyelidikan', 'knkt', 'udah', 'ditutup', 'kaca', 'kaca', 'pecah', 'ditutup', 'insiden', 'pesawat', 'menabrak', 'bandara', 'mopah', 'merauke', 'pesawat', 'penerbangan', 'jayapura', 'pesawat', 'air', 'berputar', 'haluan', 'runway', 'sayap', 'kanan', 'pesawat', 'menabrak', 'bandara', 'akibatnya', 'pesawat', 'gagal', 'lepas', 'landas', 'penumpang', 'diterbangkan', 'pesawat', 'jalani', 'tes', 'narkoba', 'pesawat', 'penerbangan', 'rute', 'merauke', 'jayapura', 'menjalani', 'pemeriksaan', 'kesehatan', 'pascainsiden', 'hasilnya', 'air', 'pesawat', 'negatif', 'alkohol', 'narkoba', 'hasil', 'terkonfirmasi', 'dilaksanakan', 'kali', 'pemeriksaan', 'bertahap', 'tenaga', 'kesehatan', 'berlisensi', 'divisi', 'satuan', 'narkotika', 'obat', 'terlarang', 'polres', 'merauke', 'corporate', 'communications', 'strategic', 'air', 'danang', 'mandala', 'prihantoro', 'keterangannya', 'danang', 'operasional', 'air', 'patuh', 'melaksanakan', 'pengecekan', 'kesiapan', 'pesawat', 'pilot', 'kru', 'kabin', 'penerbangan', 'awak', 'pesawat', 'teknisi', 'wajib', 'mengikuti', 'prosedur', 'tes', 'kesehatan', 'dinyatakan', 'sehat', 'bertugas', 'hasil', 'tes', 'kesehatan', 'rekam', 'medis', 'awak', 'pesawat', 'penerbangan', 'bertugas', 'memenuhi', 'standar', 'kesehatan', 'penerbangan', 'memiliki', 'sertifikat', 'kesehatan', 'penerbangan', 'balai', 'kesehatan', 'penerbangan', 'kementerian', 'perhubungan', 'jakarta', 'pesawat_lion', 'menabrak_garbarata', 'penyebab_kecelakaan', 'kepala_seksi', 'pesawat_lion', 'garbarata_bandara', 'garbarata_bandara', 'mengalami_kerusakan', 'garbarata_bandara', 'pesawat_lion', 'menabrak_garbarata', 'pesawat_lion', 'menabrak_garbarata', 'kru_pesawat', 'kru_pesawat', 'lion_air', 'kru_pesawat', 'lion_air', 'lion_air']","['knkt', 'investigasi', 'insiden', 'lion', 'air', 'tabrak', 'garbarata', 'bandara', 'mopah', 'merauke']"
