,Title,Text,what_lda,what_qe,title_old,desc_old
0,"['indonesia', 'ungguli', 'filipina', 'sepak', 'bola', 'basket']","['indonesia', 'dibilang', 'berjaya', 'timnas', 'indonesia', 'membantai', 'filipina', 'gol', 'balas', 'dominasi', 'cabang', 'indonesia', 'kalah', 'melawan', 'filipina', 'putra', 'mengalahkan', 'filipina', 'skor', 'tipis', 'partai', 'final', 'sea', 'games', 'kemenangan', 'langka', 'membanggakan', 'filipina', 'dikenal', 'negara', 'kuat', 'pasalnya', 'negara', 'beribukota', 'manila', 'dikenal', 'surga', 'asia', 'olahraga', 'terpopuler', 'negara', 'filipina', 'menggemari', 'olahraga', 'memasukkan', 'ring', 'jordi', 'absen', 'timnas', 'indonesia', 'lawan', 'filipina', 'penggantinya', 'filipina', 'olahraga', 'gaya', 'hidup', 'indonesia', 'malaysia', 'thailand', 'tergila', 'gila', 'filipina', 'bergeming', 'menyaksikan', 'memainkan', 'peduli', 'halaman', 'sekolah', 'gereja', 'penjara', 'ditemui', 'lapangan', 'atribut', 'olahraga', 'populer', 'filipina', 'dilansir', 'theculturetrip', 'com', 'basket', 'memasuki', 'filipina', 'memperkenalkan', 'olahraga', 'perubahan', 'canangkan', 'sistem', 'pendidikan', 'filipina', 'filipina', 'memenangkkan', 'medali', 'emas', 'pertamanya', 'far', 'eastern', 'games', 'kecintaan', 'filipina', 'basket', 'dipupuk', 'dunia', 'pendidikan', 'sekolah', 'dasar', 'perguruan', 'olahraga', 'berkembang', 'asosiasi', 'atletik', 'universitas', 'filipina', 'uaap', 'dibentuk', 'tim', 'universitas', 'filipina', 'bertanding', 'musim', 'memperebutkan', 'medali', 'emas', 'filipina', 'dikenal', 'gara', 'gara', 'badan', 'postur', 'tubuh', 'dijadikan', 'alasan', 'menyukai', 'basket', 'ahli', 'merujuk', 'aksesibilitas', 'basket', 'alasan', 'filipina', 'menyukai', 'olahraga', 'basket', 'olahraga', 'murah', 'ruang', 'terlampau', 'memainkan', 'pertandingan', 'basket', 'perlengkapan', 'mahal', 'filipina', 'memusingkan', 'pemain', 'bermain', 'basket', 'alhasil', 'basket', 'efektif', 'hiburan', 'filipina', 'dilanda', 'kemiskinan', 'pemain', 'penonton', 'terhibur', 'pertandingan', 'basket', 'kepopuleran', 'bsket', 'merambah', 'kalangan', 'terduga', 'rumah', 'tangga', 'puas', 'tepi', 'lapangan', 'menyaksikan', 'pertandingan', 'basket', 'babak', 'terhingga', 'filipina', 'serius', 'menekuni', 'olahraga', 'mendirikan', 'asosiasi', 'bola', 'basket', 'filipina', 'liga', 'bola', 'profesional', 'dunia', 'kecintaan', 'filipina', 'bola', 'basket', 'mengantarkan', 'negara', 'memenangkan', 'kejuaraan', 'dunia', 'medali', 'perunggu', 'fiba', 'world', 'championship', 'shin', 'tae', 'yong', 'pemain', 'timnas', 'indonesia', 'anggap', 'laga', 'lawan', 'filipina', 'partai', 'final', 'sepak_bola', 'piala_aff', 'sepak_bola', 'bulu_tangkis', 'bola_basket', 'bola_basket', 'amerika_serikat', 'bola_basket', 'bola_basket', 'bola_basket', 'bola_basket', 'bola_basket', 'bola_basket', 'amerika_serikat', 'bola_basket', 'piala_aff']","['gol', 'lapangan', 'sepak_bola', 'basket', 'dunia', 'melawan', 'liga', 'pertandingan', 'timnas', 'babak', 'final', 'skor', 'indonesia', 'negara', 'lawan', 'bermain', 'olahraga', 'kemenangan', 'kalah']","bertanding, dunia, aksi, pemain, pendidikan, hidup, putra, olahraga, kejuaraan, pertandingan, liga, hiburan, ski, medali, mengantar, mi, s, w, arena, perunggu, tangkis, medal","Indonesia Ungguli Filipina di Sepak Bola, Bagaimana dengan Basket ?"," \- Dalam sepak bola, Indonesia bisa dibilang berjaya atas . Bahkan Timnas
Indonesia pernah membantai Filipina 12 gol tanpa balas. Namun dominasi
tersebut tidak terjadi di cabang basket. Dalam basket, Indonesia lebih sering
kalah melawan Filipina.

Namun itu tidak selamanya terjadi. Di basket putra, pernah mengalahkan
Filipina dengan skor tipis 85-81 pada partai final SEA Games 2021, 22 Mei
2022. Kemenangan yang langka ini tentu membanggakan karena Filipina dikenal
sebagai negara basket yang cukup kuat.

Pasalnya, negara beribukota Manila tersebut dikenal sebagai surga basket di
Asia Tenggara. Basket merupakan olahraga terpopuler di negara itu. Nyaris tak
ada orang Filipina yang tak menggemari olahraga memasukkan bola ke dalam ring
tersebut.

: Piala AFF 2022 : Jordi Amat Absen saat Timnas Indonesia Lawan Filipina,
Siapa Penggantinya ?

Di Filipina, basket bukan hanya olahraga, melainkan gaya hidup. Indonesia,
Malaysia, atau Thailand boleh tergila-gila dengan sepak bola atau bulu
tangkis. Filipina tetap bergeming dengan menyaksikan dan memainkan bola basket
di mana pun mereka bisa. Tak peduli di halaman sekolah, gereja, atau penjara,
hampir selalu ditemui lapangan atau atribut bola basket. Mengapa olahraga satu
ini begitu populer di Filipina?

Seperti dilansir theculturetrip.com, basket mulai memasuki Filipina ketika
Amerika Serikat memperkenalkan olahraga tersebut sebagai bagian dari perubahan
yang mereka canangkan pada sistem pendidikan Filipina sejak 1898. Tak sampai
15 tahun kemudian, Filipina segera memenangkkan medali emas pertamanya pada
Far Eastern Games 1913.

Itu sebabnya kecintaan orang Filipina terhadap bola basket umumnya dipupuk
sejak dunia pendidikan, mulai dari sekolah dasar hingga perguruan tinggi.
Olahraga ini semakin berkembang ketika Asosiasi Atletik Universitas Filipina
(UAAP) dibentuk pada 1938. Setiap tim dari berbagai universitas di Filipina
bertanding setiap musim untuk memperebutkan medali emas.

Orang Filipina tidak dikenal gara-gara tinggi badan mereka. Postur tubuh
mereka biasa-biasa saja untuk dijadikan sebagai alasan mereka menyukai bola
basket. Para ahli kemudian merujuk pada aksesibilitas bola basket untuk
menjelaskan alasan orang Filipina begitu menyukai olahraga ini. Ya, basket
adalah olahraga yang ""murah"".

Tak perlu ruang yang terlampau besar untuk memainkan sebuah pertandingan
basket. Tak perlu pula perlengkapan yang mahal. Orang Filipina tak perlu
memusingkan jumlah pemain untuk sekadar bermain basket. Alhasil, basket sangat
efektif dalam memberikan hiburan bagi orang Filipina yang banyak jumlahnya,
dan sebagian besar dari mereka dilanda kemiskinan.

Tak hanya pemain, para penonton pun merasa terhibur dengan adanya pertandingan
bola basket. Itu sebabnya kepopuleran bola bsket merambah pada kalangan yang
tak terlalu terduga, seperti ibu-ibu rumah tangga dan anak-anak. Mereka cukup
puas untuk berada di tepi lapangan, menyaksikan pertandingan bola basket dalam
babak tak terhingga.

Filipina pun secara serius menekuni olahraga ini dengan mendirikan Asosiasi
Bola Basket Filipina pada 1975, sebuah liga bola profesional pertama di dunia
di luar Amerika Serikat. Kecintaan orang Filipina pada bola basket telah
mengantarkan negara ini memenangkan berbagai kejuaraan dunia, seperti medali
perunggu pada FIBA World Championship 1960.

Piala AFF 2020 : Shin Tae-yong Minta Pemain Timnas Indonesia Anggap Laga Lawan
Filipina Partai Final

 "
1,"['sidang', 'ferdy', 'sambo', 'kemarin', 'hakim', 'cerita', 'main', 'bulutangkis', 'masuk', 'akal']","['ferdy', 'sambo', 'kemarin', 'saksi', 'terdakwa', 'pembunuhan', 'brigadir', 'yosua', 'richard', 'eliezer', 'ricky', 'rizal', 'kuat', 'ruf', 'ferdy', 'terdakwa', 'sidang', 'dipimpin', 'hakim', 'wahyu', 'iman', 'santoso', 'ferdy', 'sambo', 'menceritakan', 'kronologi', 'pembunuhan', 'brigadir', 'nofriansyah', 'yosua', 'hutabarat', 'sesuai', 'versinya', 'wahyu', 'menganggap', 'keterangan', 'ferdy', 'sambo', 'masuk', 'akal', 'wahyu', 'memperingatkan', 'ferdy', 'sambo', 'diperiksa', 'saksi', 'terdakwa', 'kesaksian', 'ferdy', 'sambo', 'rangkaian', 'tindakan', 'berkaitan', 'terdakwa', 'richard', 'eliezer', 'ricky', 'rizal', 'kuat', 'maruf', 'perhatikan', 'cerita', 'saudara', 'nggak', 'masuk', 'diakal', 'bukti', 'bukti', 'nggak', 'masuk', 'akal', 'wahyu', 'pengadilan', 'negeri', 'jakarta', 'wahyu', 'membeberkan', 'kejanggalan', 'ferdy', 'sambo', 'keterangan', 'ferdy', 'sambo', 'bermain', 'sehari', 'putri', 'candrawathi', 'yosua', 'bersikap', 'ajar', 'istrinya', 'wahyu', 'ferdy', 'sambo', 'bermain', 'khawatir', 'kondisi', 'istrinya', 'magelang', 'bertolak', 'wahyu', 'menyebut', 'ferdy', 'khawatir', 'kondisi', 'istrinya', 'memikirkan', 'langkah', 'laporan', 'putri', 'magelang', 'saudara', 'khawatir', 'main', 'bulutangkis', 'hakim', 'eks', 'kadiv', 'propam', 'polri', 'membela', 'kegiatan', 'bulutangkis', 'diberitahu', 'ajudannya', 'kesaksian', 'eks', 'ajudan', 'ferdy', 'sambo', 'daden', 'miftahul', 'haq', 'kegiatan', 'rencananya', 'depok', 'jawa', 'daden', 'mengungkap', 'badminton', 'milik', 'mantan', 'kapolri', 'idham', 'azis', 'lapangan', 'depok', 'milik', 'mantan', 'pimpinan', 'polri', 'idham', 'mulia', 'daden', 'sidang', 'ferdy', 'sambo', 'berpikir', 'maksud', 'yosua', 'ajar', 'putri', 'telepon', 'pemerkosaan', 'urung', 'depok', 'yosua', 'melintasi', 'rumah', 'dinasnya', 'komplek', 'duren', 'jakarta', 'berpikir', 'sefatal', 'kejadiannya', 'ferdy', 'sambo', 'sambo', 'istrinya', 'putri', 'candrawathi', 'menelepon', 'diperlakukan', 'ajar', 'yosua', 'tidur', 'rumah', 'magelang', 'ferdy', 'sambo', 'komunikasi', 'sambungan', 'telepon', 'malam', 'putri', 'mengaku', 'brigadir', 'yosua', 'alias', 'brigadir', 'masuk', 'kamarnya', 'lantai', 'bertindak', 'ajar', 'kaget', 'istri', 'menelpon', 'kondisi', 'menangis', 'mulia', 'istri', 'pah', 'yosua', 'berlaku', 'ajar', 'masuk', 'kamar', 'ferdy', 'sambo', 'mendengar', 'pengakuan', 'istrinya', 'ferdy', 'sambo', 'jakarta', 'menghampiri', 'putri', 'candrawathi', 'magelang', 'putri', 'melarangnya', 'jakarta', 'mantan', 'kadiv', 'propam', 'polri', 'maksud', 'ajar', 'istrinya', 'eks', 'komandan', 'satgassus', 'merah', 'putih', 'sang', 'istri', 'magelang', 'menjemputnya', 'putri', 'sambo', 'melarangnya', 'gitu', 'polres', 'amanin', 'sambo', 'menirukan', 'ucapannya', 'putri', 'menolaknya', 'pah', 'takut', 'ancaman', 'yosua', 'ferdy', 'menirukan', 'istrinya', 'bertelepon', 'ferdy', 'sambo', 'putri', 'candrawathi', 'berbicara', 'bisik', 'bisik', 'menurutnya', 'sikap', 'putri', 'menghubunginya', 'menangis', 'kali', 'ngotot', 'membantu', 'istri', 'kondisi', 'menangis', 'mulia', 'ferdy', 'sambo', 'maksudnya', 'diceritakan', 'hakim', 'wahyu', 'iman', 'santoso', 'menelepon', 'kondisi', 'menangis', 'mulia', 'sambo', 'menelepon', 'saudara', 'kondisi', 'menangis', 'wahyu', 'iya', 'pernikahan', 'ferdy', 'sambo', 'bulu_tangkis', 'bulu_tangkis', 'lapangan_badminton']","['lapangan', 'kali', 'bermain', 'jakarta']","bulutangkis, mantan, aksi, mi, s, w, arena, tangkis, kir, badminton","Sidang Ferdy Sambo Kemarin, Hakim Sebut Cerita Mau Main Bulutangkis Tak Masuk Akal"," \- Ferdy Sambo kemarin menjadi saksi untuk tiga terdakwa kasus pembunuhan
Brigadir Yosua, yaitu, Richard Eliezer, Ricky Rizal, dan Kuat Ma'ruf. Ferdy
juga merupakan terdakwa dalam kasus yang sama.

Dalam sidang yang dipimpin Hakim Wahyu Iman Santoso itu Ferdy Sambo
menceritakan kronologi kasus pembunuhan Brigadir Nofriansyah Yosua Hutabarat
itu sesuai dengan versinya.

Namun, Wahyu menganggap keterangan Ferdy Sambo tidak masuk akal.

Wahyu memperingatkan bahwa Ferdy Sambo masih diperiksa sebagai saksi, dan
belum terdakwa. Kesaksian Ferdy Sambo merupakan rangkaian tindakan yang
berkaitan dengan terdakwa Richard Eliezer, Ricky Rizal, dan Kuat Maruf.

""Dari tadi saya perhatikan cerita saudara nggak masuk diakal, dengan bukti-
bukti yang ada nggak masuk di akal,"" kata Wahyu di Pengadilan Negeri Jakarta
Selatan Rabu, 7 Desember 2022.

Wahyu membeberkan kejanggalan Ferdy Sambo. Pertama, soal keterangan Ferdy
Sambo yang sempat ingin bermain bulu tangkis pada Jumat, 8 Juli 2022. Padahal,
sehari sebelumnya Putri Candrawathi menyampaikan bahwa Yosua telah bersikap
kurang ajar terhadap istrinya itu.

Menurut Wahyu, keinginan Ferdy Sambo yang ingin bermain bulu tangkis, namun
juga khawatir dengan kondisi istrinya yang sedang berada di Magelang sangat
bertolak belakang.

Wahyu menyebut, jika Ferdy khawatir dengan kondisi istrinya, tentu dia akan
memikirkan langkah selanjutnya setelah laporan dari Putri yang ada di Magelang
itu. ""Tapi pada saat yang sama, saudara tidak khawatir juga dan bisa main
bulutangkis,"" kata hakim.

Eks Kadiv Propam Polri itu pun membela diri. Kegiatan bulutangkis menurut dia,
diberitahu ajudannya saat sedang bekerja.

Dalam kesaksian eks ajudan Ferdy Sambo, Daden Miftahul Haq, kegiatan badminton
tersebut rencananya akan dilakukan di Depok, Jawa Barat. Daden mengungkap
lapangan badminton itu merupakan milik mantan Kapolri Idham Azis. ""Itu di
lapangan di Depok milik mantan pimpinan Polri, Pak Idham yang mulia,"" ujar
Daden dalam sidang pada 8 November 2022.

Ferdy Sambo kemudian mengatakan jika saat itu dia tak berpikir bila maksud
""Yosua telah kurang ajar"", seperti yang disampaikan Putri lewat telepon,
adalah pemerkosaan.

Dia kemudian mengatakan urung ke Depok saat melihat Yosua melintasi rumah
dinasnya di Komplek Duren Tiga, Jakarta Selatan. ""Karena saya tidak berpikir
akan sefatal ini kejadiannya,"" kata Ferdy Sambo.

Sebelumnya Sambo mengatakan istrinya, Putri Candrawathi, menelepon dirinya
jika diperlakukan kurang ajar oleh Yosua saat tidur di rumah Magelang pada 7
Juli 2022.

Ferdy Sambo menjelaskan komunikasi itu terjadi melalui sambungan telepon pada
malam 7 Juli sekitar pukul 23:00 WIB. Putri mengaku Brigadir Yosua alias
Brigadir J masuk ke kamarnya di lantai dua dan bertindak kurang ajar.

""Saya kaget karena istri saya menelpon dalam kondisi menangis, Yang Mulia.
Istri saya menyampaikan, 'Pah, Yosua berlaku kurang ajar kepada saya. Dia
masuk ke kamar',"" kata Ferdy Sambo.

Mendengar pengakuan istrinya, Ferdy Sambo yang sudah berada di Jakarta
mengatakan ingin menghampiri Putri Candrawathi yang sedang di Magelang. Namun,
Putri melarangnya dan menjelaskan ia akan kembali ke Jakarta pada Jumat, 8
Juli 2022.

Mantan Kadiv Propam Polri ini mengatakan sempat menanyakan maksud ""kurang
ajar"" itu ke istrinya, namun tak dijelaskan. Menurut eks Komandan Satgassus
Merah Putih itu, dia sempat mengatakan pada sang istri akan ke Magelang
menjemputnya. Namun, Putri, kata Sambo melarangnya.

""Kalau gitu saya minta untuk Polres untuk datang untuk amanin kamu,"" kata
Sambo menirukan ucapannya saat itu. Namun, Putri menolaknya. ""sudah Pah, saya
takut, nanti terjadi apa-apa, ada ancaman dari Yosua',"" kata Ferdy menirukan
istrinya.

Saat bertelepon, Ferdy Sambo mengatakan Putri Candrawathi berbicara seperti
bisik-bisik. Menurutnya, sikap Putri yang menghubunginya sambil menangis, baru
pertama kali terjadi.

""Sehingga saya sampaikan, saya tetap ngotot untuk membantu istri saya, karena
saya tahu dalam kondisi menangis, tidak pernah seperti itu Yang Mulia,"" kata
Ferdy Sambo.

""Tidak pernah seperti itu, maksudnya, boleh diceritakan?,"" tanya Hakim Wahyu
Iman Santoso.

""Tidak pernah menelepon saya dalam kondisi menangis seperti itu, Yang Mulia,""
jawab Sambo.

""Tidak pernah menelepon saudara dalam kondisi menangis?,"" tanya kembali Wahyu.

""Iya selama pernikahan saya 22 tahun,"" kata Ferdy Sambo.

 "
2,"['deretan', 'pesepakbola', 'legendaris', 'membimbing', 'lionel', 'messi']","['perjalanan', 'pemain', 'terbaik', 'lepas', 'pemain', 'legenda', 'menginspirasinya', 'membimbingnya', 'langsung', 'dilansir', 'sumber', 'legenda', 'membimbing', 'diego', 'maradona', 'dikutip', 'laman', 'pesepak', 'bola', 'menginspirasi', 'legenda', 'argentina', 'diego', 'maradona', 'debutnya', 'barcelona', 'messi', 'mengakui', 'menginspirasinya', 'muda', 'maradona', 'tumbuh', 'dewasa', 'maradona', 'argentina', 'bermain', 'sevilla', 'newell', 'old', 'boys', 'membawa', 'argentina', 'lolos', 'babak', 'play', 'off', 'keraguan', 'menginspirasi', 'pesepakbola', 'messi', 'ronaldinho', 'jubah', 'messi', 'sebutan', 'sheikh', 'terima', 'trofi', 'maknanya', 'dikutip', 'laman', 'marca', 'barcelona', 'ronaldinho', 'memenangkan', 'liga', 'champions', 'dunia', 'copa', 'libertadores', 'ballon', 'mengakui', 'bakat', 'pemain', 'brazil', 'talenta', 'terbaik', 'simbolis', 'membantu', 'gol', 'messi', 'barcelona', 'beruntung', 'memberinya', 'umpan', 'gol', 'pertamanya', 'seiring', 'menyenangkan', 'menaklukkan', 'dunia', 'ronaldinho', 'situs', 'resmi', 'klub', 'messi', 'memuji', 'ronaldinho', 'mengubah', 'barcelona', 'juan', 'roman', 'riquelme', 'melansir', 'laman', 'mantan', 'agennya', 'juan', 'roman', 'riquelme', 'pesepakbola', 'kagumi', 'josip', 'minguella', 'riquelme', 'bergabung', 'barca', 'messi', 'riquelme', 'yesus', 'kristus', 'kadang', 'kadang', 'leo', 'pesta', 'barbekyu', 'kali', 'riquelme', 'fabio', 'rochemback', 'thiago', 'motta', 'pemain', 'messi', 'duduk', 'meja', 'menatap', 'riquelme', 'olah', 'yesus', 'kristus', 'tulis', 'minguella', 'kolom', 'sport', 'timnas', 'argentina', 'messi', 'kerap', 'berlatih', 'riquelme', 'meniru', 'riquelme', 'assis', 'pablo', 'aimar', 'mengacu', 'laman', 'messi', 'meraih', 'kesuksesan', 'fenomenal', 'menganggap', 'aimar', 'idola', 'terbesarnya', 'ikonik', 'messi', 'aimar', 'dribbling', 'visinya', 'menyulitkan', 'lawan', 'bergabung', 'river', 'plate', 'butuh', 'aimar', 'favorit', 'penonton', 'klub', 'terbesar', 'berseragam', 'valencia', 'aimar', 'bintang', 'memenangkan', 'gelar', 'liga', 'muhammad', 'syaifulloh', 'messi', 'juru', 'selamat', 'gereja', 'maradona', 'alasannya', 'lionel_messi', 'lionel_messi', 'piala_dunia', 'piala_dunia', 'tendangan_bebas']","['klub', 'gol', 'lionel_messi', 'argentina', 'dunia', 'kali', 'liga', 'timnas', 'babak', 'terbaik', 'messi', 'lawan', 'bermain', 'piala_dunia', 'umpan']","dunia, mantan, langsung, berlatih, pemain, sepakbola, pesepak, ski, klub, mi, s, w",Ini Deretan 4 Pesepakbola Legendaris yang Membimbing Lionel Messi," \- Perjalanan  menjadi pemain terbaik di dunia tak lepas dari sejumlah
pemain legenda yang menginspirasinya, bahkan membimbingnya secara langsung.
Dilansir dari berbagai sumber, berikut beberapa legenda yang membimbing Lionel
Messi.

1\. Diego Maradona

Dikutip dari laman , salah satu pesepak bola yang menginspirasi Lionel Messi
adalah legenda Argentina, Diego Maradona. Sejak melakukan debutnya untuk
Barcelona pada 2004, Messi mengakui jika ada orang yang menginspirasinya saat
masih muda, itu adalah Maradona. ""Ketika saya tumbuh dewasa, Maradona baru
saja kembali ke Argentina setelah bermain bersama Sevilla. Dia kembali ke
Newell's Old Boys pada 1993, dan dia mampu membawa Argentina ke lainnya
setelah lolos babak play off. Saya bisa katakan tanpa keraguan bahwa, jika
seseorang menginspirasi saya untuk menjadi pesepakbola, itu adalah dia, ujar
Messi.

2\. Ronaldinho

: Jubah Messi dan Sebutan Sheikh Saat Terima Trofi Piala Dunia 2022, Apa
Maknanya ?

Dikutip dari laman Marca, saat di Barcelona, Ronaldinho telah memenangkan Liga
Champions, Piala Dunia, Copa Libertadores, dan Ballon d'Or. Banyak pihak yang
telah mengakui bakat dari pemain Brazil ini sebagai salah satu talenta terbaik
dan ia secara simbolis membantu gol pertama Messi untuk Barcelona.

Saya cukup beruntung memberinya umpan untuk gol pertamanya. Seiring waktu,
sangat menyenangkan melihat seseorang yang mulai begitu dekat dengan Anda dan
kemudian menaklukkan dunia, ujar Ronaldinho pada .

Pada situs resmi klub, Messi sebelumnya pernah memuji Ronaldinho dengan
mengubah Barcelona menjadi lebih baik.

3\. Juan Roman Riquelme

Melansir laman , menurut mantan agennya, Juan Roman Riquelme adalah
pesepakbola yang paling dia kagumi. Menurut Josip Minguella, saat Riquelme
bergabung di Barca pada 2002, Messi bahkan melihat Riquelme seperti Yesus
Kristus.

Kadang-kadang Leo datang untuk pesta barbekyu dan saya ingat suatu kali
ketika Riquelme, Fabio Rochemback, Thiago Motta, dan beberapa pemain lain
datang, dan saya masih bisa melihat Messi duduk di bawah meja menatap Riquelme
seolah-olah dia adalah Yesus Kristus, tulis Minguella di kolom SPORT.

Di Timnas Argentina, Messi kerap berlatih bersama Riquelme dan meniru cara
Riquelme melakukan tendangan bebas hingga memberikan assis.

4\. Pablo Aimar

Mengacu laman , meskipun Messi telah meraih kesuksesan yang fenomenal, tetapi
ia tetap menganggap Aimar sebagai idola terbesarnya. Salah satu hal ikonik
diantara Messi dan Aimar adalah dribbling dan visinya yang sama-sama
menyulitkan lawan.

Saat bergabung bersama River Plate, tak butuh waktu lama bagi Aimar menjadi
favorit penonton salah satu klub terbesar ini. Kemudian saat berseragam
Valencia, Aimar menjadi bintang yang memenangkan dua gelar La Liga pada 2002
dan 2004.

MUHAMMAD SYAIFULLOH

: Messi Disebut sebagai Juru Selamat dalam Gereja Maradona, Begini Alasannya !

 "
3,"['deretan', 'pesepakbola', 'mendukung', 'messi', 'menjuarai', 'ballon']","['berhasil', 'mengalahkan', 'prancis', 'melengkapi', 'trofinya', 'pemain', 'terbaik', 'kandidat', 'terkuat', 'peraih', 'ballon', 'dor', 'dukungan', 'kali', 'penghargaan', 'pemain', 'terbaik', 'diraih', 'pemain', 'psg', 'mengungguli', 'robert', 'lewandowski', 'jorginho', 'menerima', 'penghargaan', 'majalah', 'france', 'football', 'theater', 'chatelet', 'paris', 'prancis', 'dinihari', 'meraih', 'penghargaan', 'ketujuh', 'kalinya', 'sejarah', 'ballon', 'terbaik', 'pesepakbola', 'mendukung', 'meraih', 'ballon', 'dor', 'kedelapannya', 'robert', 'lewandowski', 'gabung', 'nassr', 'tantangan', 'asia', 'robert', 'lewandowski', 'menyebut', 'kandidat', 'utama', 'peraih', 'ballon', 'pemain', 'barcelona', 'polandia', 'messi', 'mengungguli', 'calon', 'membawa', 'argentina', 'meraih', 'gelar', 'messi', 'posisi', 'perebutan', 'ballon', 'lewy', 'wawancara', 'mundo', 'deportivo', 'dicapai', 'memberinya', 'keuntungan', 'messi', 'ahli', 'menciptakan', 'messi', 'tipe', 'pemain', 'penyerang', 'mimpi', 'indah', 'messi', 'tim', 'menghadapi', 'berbahaya', 'ronaldinho', 'dikutip', 'laman', 'sportskeeda', 'wawancara', 'sda', 'legenda', 'brazil', 'mantan', 'rekan', 'setimnya', 'memenangkan', 'ballon', 'dor', 'berhasil', 'final', 'memenangkan', 'pertamanya', 'pikir', 'messi', 'memenangkan', 'ballon', 'mencatat', 'sejarah', 'kieron', 'dyer', 'dilansir', 'laman', 'min', 'kieron', 'dyer', 'dunia', 'batu', 'loncatan', 'messi', 'ballon', 'dor', 'kedelapannya', 'messi', 'menulis', 'skripnya', 'khawatir', 'menunggu', 'ballon', 'milik', 'pikir', 'mengokohkan', 'ballon', 'memiliki', 'statistik', 'dunia', 'qatar', 'enam', 'gol', 'merujuk', 'laman', 'goal', 'musim', 'mencetak', 'gol', 'asis', 'pemain', 'memenangkan', 'trofi', 'golden', 'ball', 'kandidat', 'terkuat', 'peraih', 'ballon', 'dor', 'peringkat', 'muhammad', 'syaifulloh', 'karier', 'dibandingkan', 'lionel', 'messi', 'dunia', 'final_piala', 'dunia_qatar', 'lionel_messi', 'lionel_messi', 'cristiano_ronaldo', 'lionel_messi', 'piala_dunia', 'mencetak_gol', 'piala_dunia', 'mencetak_gol', 'piala_dunia', 'piala_dunia', 'lionel_messi', 'piala_dunia', 'mencetak_gol', 'cristiano_ronaldo', 'lionel_messi', 'juara_piala']","['prancis', 'gol', 'lionel_messi', 'argentina', 'memiliki', 'dunia', 'kali', 'final', 'terbaik', 'messi', 'mencetak_gol', 'berhasil', 'qatar', 'piala_dunia', 'posisi', 'final_piala']","penghargaan, dunia, mantan, pemain, sepakbola, trofi, pesepak, ski, loncat, mi, s, w, arena, kir",Deretan Pesepakbola yang Mendukung Messi Menjuarai Ballon d'Or 2023," \- Setelah berhasil mengalahkan Prancis di final Piala Dunia Qatar, Lionel
telah melengkapi trofinya sebagai pemain terbaik dunia. Selain itu, ia juga
menjadi kandidat terkuat peraih Ballon dOr dengan dukungan banyak pihak.

Terakhir kali, penghargaan pemain terbaik dunia,  diraih Lionel Messi pada
2021. Pemain PSG itu mengungguli Robert Lewandowski dan Jorginho. Messi
menerima penghargaan yang diberikan majalah France Football itu di Theater du
Chatelet Paris, Prancis, Senin waktu setempat atau Selasa dinihari, 30
November.

Lionel Messi meraih penghargaan ini untuk ketujuh kalinya, yang terbanyak
dalam sejarah Ballon d'Or. Ia sebelumnya juga menjadi yang terbaik pada 2009,
2010, 2011, 2012, 2015, dan 2019. Berikut beberapa pesepakbola yang mendukung
Messi meraih Ballon dOr kedelapannya.

1\. Robert Lewandowski

: Cristiano Ronaldo Sebut Gabung Al Nassr Jadi Tantangan Baru di Asia

Robert Lewandowski menyebut Lionel Messi sebagai kandidat utama peraih Ballon
d'Or 2023. Pemain Barcelona dan Polandia ini yakin Messi akan jauh mengungguli
calon lainnya setelah membawa Argentina meraih gelar Piala Dunia 2022.

""Messi jelas berada di posisi pertama dalam perebutan Ballon d'Or,"" kata Lewy
dalam wawancara dengan Mundo Deportivo. ""Apa yang telah dicapai memberinya
keuntungan besar. Bagi saya, Messi benar-benar ahli dalam menciptakan gol,
tentu dia juga mencetak banyak gol,""

""Messi adalah tipe pemain yang diinginkan setiap penyerang. Jadi akan menjadi
mimpi yang indah untuk bersama Messi dalam satu tim. Kami menghadapi Piala
Dunia dan dia sangat berbahaya,""

2\. Ronaldinho

Dikutip dari laman Sportskeeda, saat wawancara dengan SDA, legenda Brazil ini
mengungkapkan bahwa mantan rekan setimnya itu harus memenangkan Ballon dOr
2023.

""Karena dia berhasil mencetak dua gol di final dan memenangkan Piala Dunia
pertamanya, saya pikir Messi akan memenangkan Ballon d'Or. Ini akan membuat
Anda lebih mencatat sejarah,""

3\. Kieron Dyer

Dilansir dari laman 90 min, Kieron Dyer mengatakan bahwa Piala Dunia 2023
menjadi batu loncatan Lionel Messi untuk mendapatkan Ballon dOr kedelapannya.

Tapi Messi , dia menulis skripnya sendiri, dan saya khawatir mereka harus
menunggu beberapa tahun lagi sebelum Ballon d'Or menjadi milik mereka. Saya
pikir dia sudah jelas mengokohkan Ballon d'Or tahun ini, ungkapnya.

Ini karena ia memiliki statistik yang luar biasa di Piala Dunia Qatar 2022
dengan mencetak enam gol.

Merujuk laman GOAL, pada musim 2022-2023,  telah mencetak 24 gol dengan 18
asis. Pemain yang juga memenangkan trofi Golden Ball ini menjadi kandidat
terkuat peraih Ballon dOr dengan berada di peringkat pertama.

MUHAMMAD SYAIFULLOH

: Ketika Akhir Karier Cristiano Ronaldo Dibandingkan dengan Lionel Messi yang
Baru Saja Juara Piala Dunia

 "
