,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Title
0,0,4,0.9619,"pemain, jepang, klub, sepak_bola, piala_dunia, sepakbola, bermain, atlet, nama, dunia, juara, terbaik, memiliki, musim, tim, kerja, kali, sang, membawa, aksi, mencetak_gol, kompetisi, memilih, pria","['laga', 'tottenham', 'hotspur', 'aston', 'villa', 'tottenham', 'hotspur', 'stadium', 'berjalan', 'alot', 'minim', 'peluang', 'bersih', 'babak', 'tottenham', 'mencoba', 'mengambil', 'inisiatif', 'selepas', 'sepak', 'aston', 'villa', 'menebar', 'ancaman', 'sepakan', 'ollie', 'watkins', 'bergerak', 'memotong', 'menembak', 'bola', 'melebar', 'matt', 'doherty', 'tusukan', 'kanan', 'mengolongi', 'bek', 'villa', 'sepakannya', 'diblok', 'tottenham', 'membangun', 'permainan', 'sabar', 'aston', 'villa', 'merespons', 'bermain', 'rapat', 'telaten', 'menyulitkan', 'celah', 'peluang', 'target', 'hadir', 'menit', 'ivan', 'perisic', 'lolos', 'jebakan', 'offside', 'bergerak', 'menjauh', 'kiper', 'maju', 'lantas', 'mengirimkan', 'ditanduk', 'gawang', 'bola', 'mengarah', 'masuk', 'gawang', 'ashley', 'young', 'menyapunya', 'garis', 'tottenham', 'menyusul', 'handball', 'young', 'sepakan', 'min', 'mudah', 'diamankan', 'kiper', 'villa', 'robin', 'olsen', 'villa', 'percobaan', 'serangan', 'babak', 'penyelesaian', 'emiliano', 'buendia', 'melebar', 'gawang', 'babak', 'tottenham', 'hotspur', 'hugo', 'lloris', 'clement', 'lenglet', 'cristian', 'romero', 'ben', 'davies', 'matt', 'doherty', 'yves', 'bissouma', 'pierre', 'emile', 'hojbjerg', 'ivan', 'perisic', 'bryan', 'gil', 'min', 'aston', 'villa', 'robin', 'olsen', 'ashley', 'young', 'ezri', 'konsa', 'tyrone', 'mings', 'lucas', 'digne', 'john', 'mcginn', 'boubacar', 'kamara', 'douglas', 'luiz', 'emiliano', 'buendia', 'leon', 'bailey', 'ollie', 'watkins', 'kotak_penalti', 'tuan_rumah', 'umpan_silang', 'harry_kane', 'tendangan_bebas', 'sisi_kiri', 'son_heung', 'injury_time', 'son_heung', 'harry_kane']","['tottenham', 'villa', 'gol']"
1,1,0,0.2,"indonesia, sepak_bola, olahraga, pertandingan, lapangan, wasit, tim, basket, memiliki, pemain, pelatih, aturan, bola, dunia, turnamen, jakarta, sepakbola, nasional, negara, mengaku, terkait, bermain, latihan, digelar","['sorotan', 'publik', 'lantaran', 'menyamar', 'wartawan', 'tvri', 'memenangi', 'turnamen', 'futsal', 'menyamar', 'wartawan', 'dilansir', 'memenangi', 'turnamen', 'futsal', 'piala', 'bupati', 'lamongan', 'antarwartawan', 'dibenarkan', 'panitia', 'turnamen', 'abdul', 'wakhid', 'iya', 'wibowo', 'bermain', 'futsal', 'antarwartawan', 'lamongan', 'kejuaraan', 'futsal', 'antarwartawan', 'diikuti', 'enam', 'daerah', 'wakhid', 'akrab', 'disapa', 'wibowo', 'bermain', 'rekan', 'rekannya', 'blora', 'piala', 'diserahkan', 'wakil', 'bupati', 'lamongan', 'kartika', 'hidayati', 'wibowo', 'langsung', 'menerima', 'medali', 'bonus', 'uang', 'juta', 'wakil', 'bupati', 'lamongan', 'kartika', 'hidayati', 'wakhid', 'wakhid', 'mengaku', 'kaget', 'umbaran', 'intelijen', 'polisi', 'kerap', 'berkomunikasi', 'technical', 'meeting', 'event', 'baca', 'selengkapnya', 'iptu_umbaran', 'iptu_umbaran', 'iptu_umbaran', 'iptu_umbaran', 'iptu_umbaran', 'iptu_umbaran']","['momen', 'iptu', 'umbaran', 'nyamar', 'wartawan', 'juara', 'futsal']"
2,2,1,0.9805,"argentina, piala_dunia, maroko, prancis, laga, dunia, messi, portugal, gol, lionel_messi, babak, skor, berhasil, qatar, pemain, menit, tim, timnas, negara, final, kemenangan, inggris, bola, kali","['duel', 'gelandang', 'jepang', 'tersaji', 'bertemu', 'lanjutan', 'gelandang', 'kenzo', 'nambu', 'beradu', 'kepiawaian', 'rekan', 'senegaranya', 'taisei', 'marukawa', 'memperkuat', 'jenar', 'duel', 'off', 'kenzo', 'nambu', 'taisei', 'marukawa', 'jepang', 'kenzo', 'ditugaskan', 'menjaga', 'marukawa', 'pilihan', 'bagus', 'barangkali', 'kenzo', 'bola', 'berbincang', 'pertemuan', 'tim', 'musim', 'duel', 'perdana', 'pemain', 'jepang', 'milik', 'tim', 'adu', 'ketangkasan', 'mengatur', 'aliran', 'bola', 'lini', 'performa', 'pemain', 'liga', 'kenzo', 'marukawa', 'berimbang', 'pertemuan', 'pemain', 'dianggap', 'ketertarikan', 'tersendiri', 'menarik', 'kenzo', 'ditugaskan', 'penjagaan', 'khusus', 'marukawa', 'jepang', 'paparnya', 'assegaf', 'mengakui', 'kehebatan', 'taisei', 'marukawa', 'menilai', 'pemain', 'berusia', 'perjalanan', 'kariernya', 'persebaya', 'surabaya', 'musim', 'nilai', 'plus', 'bajul', 'ijo', 'musim', 'marukawa', 'berhasil', 'assist', 'torehan', 'gelandang', 'produktif', 'musim', 'bergabung', 'musim', 'marukawa', 'assist', 'laskar', 'jenar', 'ajang', 'kompetisi', 'diikuti', 'kenzo', 'assist', 'ajang', 'marukawa', 'perhatian', 'khusus', 'pemain', 'bebas', 'penjagaan', 'khusus', 'ancaman', 'lawan', 'paparnya', 'assegaf', 'pelatih', 'psm', 'mencari', 'skema', 'menghentikan', 'pergerakan', 'marukawa', 'marukawa', 'bebas', 'lini', 'gelandang', 'psis', 'perhatian', 'khusus', 'bebas', 'assist', 'fortes', 'pungkasnya', 'psm_makassar', 'psis_semarang', 'pekan_liga', 'juku_eja', 'laskar_mahesa', 'psm_makassar', 'psis_semarang', 'stadion_sultan', 'agung_bantul', 'yogyakarta_kick', 'pengamat_sepak', 'assegaf_razak', 'kompetisi_liga', 'mencetak_gol', 'psis_semarang', 'mencetak_gol', 'laskar_mahesa', 'mencetak_gol', 'pelatih_psm', 'bernardo_tavares', 'umpan_terobosan', 'psis_semarang']","['psm', 'makassar', 'psis', 'liga', 'adu', 'kepiawaian', 'gelandang', 'jepang']"
3,3,4,0.5176,"pemain, jepang, klub, sepak_bola, piala_dunia, sepakbola, bermain, atlet, nama, dunia, juara, terbaik, memiliki, musim, tim, kerja, kali, sang, membawa, aksi, mencetak_gol, kompetisi, memilih, pria","['bersinar', 'mengukir', 'sejarah', 'melaju', 'semifinal', 'tampil', 'starter', 'menyumbangkan', 'diganjar', 'man', 'the', 'match', 'laga', 'belgia', 'laga', 'tampil', 'apik', 'mengemas', 'assist', 'the', 'atlas', 'lions', 'dicetak', 'zakaria', 'aboukhlal', 'menit', 'bermain', 'penuh', 'laga', 'kali', 'tembakan', 'tekel', 'sukses', 'kali', 'drible', 'melewati', 'lawan', 'penghargaan', 'man', 'the', 'match', 'perjalanan', 'penuh', 'kejutan', 'menjuarai', 'grup', 'dihuni', 'kroasia', 'belgia', 'kanada', 'mendepak', 'spanyol', 'portugal', 'fase', 'gugur', 'semifinal', 'berduel', 'prancis', 'stadion', 'bayt', 'khor', 'qatar', 'profil', 'lahir', 'dronten', 'belanda', 'bungsu', 'delapan', 'bersaudara', 'kakak', 'laki', 'laki', 'kakak', 'perempuan', 'ziyech', 'bermain', 'klub', 'lokal', 'real', 'dronten', 'bergabung', 'heerenveen', 'karir', 'profesionalnya', 'debut', 'heerenveen', 'pertandingan', 'leg', 'ronde', 'kualifikasi', 'ketiga', 'europa', 'league', 'heerenveen', 'rapid', 'bucuresti', 'eredivisie', 'ziyech', 'debut', 'kontra', 'nec', 'ziyech', 'memutuskan', 'bergabung', 'twente', 'kontrak', 'twente', 'ziyech', 'mengoleksi', 'gol', 'penampilannya', 'musim', 'ziyech', 'meninggalkan', 'twente', 'bergabung', 'ziyech', 'menandatangani', 'kontrak', 'ziyech', 'mengukir', 'prestasi', 'musim', 'runner', 'uefa', 'europa', 'league', 'juara', 'eredivisie', 'knvb', 'cup', 'musim', 'tampil', 'chelsea', 'ziyech', 'liga', 'inggris', 'ziyech', 'debutnya', 'the', 'blues', 'langsung', 'gol', 'chelsea', 'ziyech', 'menjuarai', 'uefa', 'champions', 'league', 'musim', 'super', 'cup', 'runner', 'cup', 'musim', 'level', 'ziyech', 'karir', 'skuad', 'belanda', 'lahir', 'belanda', 'membela', 'keturunan', 'keluarganya', 'ziyech', 'memutuskan', 'memperkuat', 'berhasil', 'membawa', 'fifa', 'world', 'cup', 'membungkam', 'mali', 'skor', 'fase', 'kualifikasi', 'ziyech', 'pensiun', 'ziyech', 'mengalami', 'pasang', 'surut', 'maroko', 'pensiun', 'dilansir', 'mengutip', 'talksport', 'ziyech', 'pensiun', 'hubungannya', 'pelatih', 'vahid', 'halilhodzic', 'harmonis', 'halilhodzic', 'menyebut', 'ziyech', 'enggan', 'bermain', 'laga', 'memilih', 'pemain', 'tim', 'seimbang', 'perilaku', 'ziyech', 'sesuai', 'harapan', 'berlatih', 'bermain', 'memintanya', 'tim', 'halilhodzic', 'ziyech', 'menanggapi', 'pernyataan', 'halilhodzic', 'mengeluarkan', 'pernyataan', 'terkait', 'memilih', 'mundur', 'maroko', 'vahid', 'halilhodzic', 'dipecat', 'digantikan', 'walid', 'regragui', 'dipecat', 'hasil', 'memuaskan', 'jelang', 'regragui', 'ragu', 'ziyech', 'pemain', 'berusia', 'pakai', 'jersey', 'singa', 'atlas', 'ziyech', 'pemain', 'pemain', 'sulit', 'diatur', 'memberinya', 'cinta', 'kepercayaan', 'mati', 'regragui', 'membayar', 'kepercayaan', 'tutupnya', 'ziyech', 'sumbangkan', 'gaji', 'bonus', 'ziyech', 'mengambil', 'gajinya', 'maroko', 'bonus', 'gaji', 'bonusnya', 'disumbangkan', 'dilansir', 'mengutip', 'sport', 'bible', 'ziyech', 'memperkuat', 'timnas', 'maroko', 'mengambil', 'gajinya', 'ziyech', 'menyumbangkan', 'gajinya', 'keluarga', 'miskin', 'maroko', 'keluarga', 'staff', 'timnas', 'berlanjut', 'ziyech', 'diganjar', 'bonus', 'timnas', 'maroko', 'ribu', 'usd', 'setara', 'miliar', 'partisipasinya', 'uang', 'disumbangkan', 'keluarga', 'keluarga', 'miskin', 'ziyech', 'menyumbangkan', 'gajinya', 'timnas', 'rumah', 'sakit', 'pasien', 'menderita', 'kanker', 'biodata', 'nama', 'lengkap', 'ziyech', 'tanggal', 'lahir', 'dronten', 'belanda', 'usia', 'badan', 'posisi', 'gelandang', 'karier', 'klub', 'heerenveen', 'twente', 'chelsea', 'karier', 'timnas', 'belanda', 'belanda', 'maroko', 'prestasi', 'runner', 'uefa', 'europa', 'league', 'ajax', 'juara', 'eredivisie', 'ajax', 'juara', 'knvb', 'cup', 'ajax', 'juara', 'uefa', 'champions', 'league', 'chelsea', 'juara', 'uefa', 'super', 'cup', 'chelsea', 'hakim_ziyech', 'timnas_maroko', 'piala_dunia', 'piala_dunia', 'piala_dunia', 'gol_assist', 'piala_dunia', 'hakim_ziyech', 'hakim_ziyech', 'hakim_ziyech', 'sepak_bola', 'ajax_amsterdam', 'mencetak_gol', 'timnas_maroko', 'timnas_maroko', 'hakim_ziyech', 'timnas_maroko', 'uji_coba', 'timnas_maroko', 'piala_dunia', 'hakim_ziyech', 'hakim_ziyech', 'timnas_maroko', 'piala_dunia', 'timnas_maroko', 'piala_dunia', 'timnas_maroko', 'piala_dunia', 'hakim_ziyech', 'ajax_amsterdam', 'ajax_amsterdam', 'ajax_amsterdam', 'ajax_amsterdam']","['profil', 'hakim', 'ziyech', 'bawa', 'timnas', 'maroko', 'ukir', 'sejarah', 'piala', 'dunia']"
4,4,0,0.4212,"indonesia, sepak_bola, olahraga, pertandingan, lapangan, wasit, tim, basket, memiliki, pemain, pelatih, aturan, bola, dunia, turnamen, jakarta, sepakbola, nasional, negara, mengaku, terkait, bermain, latihan, digelar","['liverpool', 'membuka', 'kekalahan', 'bertandang', 'brentford', 'inggris', 'merah', 'takluk', 'laga', 'brentford', 'liverpool', 'gtech', 'community', 'stadium', 'tim', 'tamu', 'tertinggal', 'babak', 'akibat', 'bunuh', 'yoane', 'wissa', 'liverpool', 'meningkatkan', 'intensitas', 'serangan', 'babak', 'berhasil', 'menghidupkan', 'peluang', 'berkat', 'alex', 'oxlade', 'chamberlain', 'gol', 'bryan', 'mbeumo', 'menit', 'keunggulan', 'brentford', 'hasil', 'liverpool', 'tertahan', 'urutan', 'enam', 'poin', 'laga', 'brentford', 'menempel', 'persis', 'urutan', 'tujuh', 'poin', 'pertandingan', 'opta', 'liverpool', 'unggul', 'menit', 'kedelapan', 'mohamed', 'menyodorkan', 'diterima', 'darwin', 'nunez', 'nunez', 'meloloskan', 'adangan', 'kiper', 'sepakannya', 'disapu', 'garis', 'gawang', 'serangan', 'cepat', 'dibangun', 'brentford', 'bryan', 'mbeumo', 'merangsek', 'dihalau', 'alisson', 'becker', 'gol', 'brentford', 'memimpin', 'korner', 'didapatkan', 'bola', 'kaki', 'masuk', 'gawang', 'var', 'mengecek', 'potensi', 'handball', 'ben', 'mee', 'memutuskan', 'mengesahkan', 'gol', 'serangan', 'liverpool', 'memicu', 'kemelut', 'menit', 'alex', 'oxlade', 'chamberlain', 'menerima', 'bola', 'sepakannya', 'diblok', 'mengoper', 'kiri', 'kostas', 'tsimikas', 'bebas', 'menembak', 'bola', 'dihalau', 'kiper', 'brentford', 'mengancam', 'serangan', 'cepat', 'kali', 'mathias', 'jensen', 'merangsek', 'mencoba', 'mengarahkan', 'tembakan', 'upanya', 'terhalang', 'kaki', 'fabinho', 'sundulan', 'situasi', 'membuahkan', 'hasil', 'tembakan', 'jarak', 'chamberlain', 'mudah', 'kiper', 'brentford', 'david', 'raya', 'brentford', 'gol', 'menit', 'mbeumo', 'diselesaikan', 'yoane', 'wissa', 'membentur', 'ben', 'mee', 'var', 'mengecek', 'gol', 'menganulirnya', 'mee', 'posisi', 'offside', 'gol', 'menit', 'brentford', 'gol', 'liverpool', 'kehilangan', 'bola', 'langsung', 'ditekan', 'bola', 'dikuasai', 'kanan', 'jensen', 'diteruskan', 'ditanduk', 'wissa', 'alisson', 'menghalau', 'bola', 'melewati', 'garis', 'gawang', 'sepenuhnya', 'babak', 'liverpool', 'langsung', 'menggebrak', 'babak', 'nunez', 'menerima', 'thiago', 'alcantara', 'menaklukkan', 'kiper', 'menit', 'var', 'menganulir', 'golnya', 'offside', 'gol', 'liverpool', 'gol', 'menit', 'trent', 'alexander', 'arnold', 'mengirim', 'umpan', 'lambung', 'kanan', 'ditanduk', 'chamberlain', 'liverpool', 'mengepung', 'brentford', 'sepakan', 'thiago', 'terhalang', 'bek', 'mohamed', 'menusuk', 'kanan', 'menit', 'sepakannya', 'gagal', 'mengarah', 'gawang', 'membentur', 'bek', 'brentford', 'gol', 'liverpool', 'kecolongan', 'gol', 'menit', 'naby', 'keita', 'kehilangan', 'bola', 'umpan', 'dikirim', 'norgaard', 'menguasai', 'bola', 'terjatuh', 'tekanan', 'mbeumo', 'mbeumo', 'mengambil', 'alih', 'bola', 'menaklukkan', 'alisson', 'gol', 'pertandingan', 'brentford', 'liverpool', 'brentford', 'david', 'raya', 'mathias', 'jorgensen', 'ethan', 'pinnock', 'ben', 'mee', 'mads', 'roerslev', 'mathias', 'jensen', 'dasilva', 'vitaly', 'janelt', 'sayed', 'ghoddos', 'christian', 'norgaard', 'rico', 'henry', 'bryan', 'mbeumo', 'sergi', 'canos', 'yoane', 'wissa', 'lewis', 'potter', 'liverpool', 'alisson', 'trent', 'alexander', 'arnold', 'virgil', 'van', 'dijk', 'joel', 'matip', 'konate', 'kostas', 'tsimikas', 'andy', 'robertson', 'thiago', 'fabinho', 'harvey', 'elliott', 'naby', 'keita', 'mohamed', 'darwin', 'nunez', 'alex', 'oxlade', 'chamberlain', 'curtis', 'jones', 'lanjutan_liga', 'ibrahima_konate', 'umpan_terobosan', 'sisi_kanan', 'melepaskan_tembakan', 'ibrahima_konate', 'kotak_penalti', 'sisi_kanan', 'ibrahima_konate', 'sepak_pojok', 'mencetak_gol', 'sepak_pojok', 'menit_berselang', 'mencetak_gol', 'tuan_rumah', 'umpan_silang', 'umpan_terobosan', 'mencetak_gol', 'umpan_lambung', 'ibrahima_konate']","['brentford', 'liverpool', 'merah', 'kalah']"
5,5,0,0.424,"indonesia, sepak_bola, olahraga, pertandingan, lapangan, wasit, tim, basket, memiliki, pemain, pelatih, aturan, bola, dunia, turnamen, jakarta, sepakbola, nasional, negara, mengaku, terkait, bermain, latihan, digelar","['nasib', 'persaingan', 'papan', 'bergantung', 'hasil', 'laga', 'melawan', 'situasi', 'wajib', 'meraih', 'kemenangan', 'jenar', 'papan', 'pertandingan', 'pekan', 'melawan', 'off', 'lawan', 'memenangkan', 'pertandingan', 'penuh', 'situ', 'bola', 'bertengger', 'rela', 'tersingkir', 'kalah', 'melawan', 'turun', 'liga', 'dkk', 'berbenah', 'melupakan', 'kekalahan', 'motivasi', 'pemain', 'psm', 'menentukan', 'hasil', 'laga', 'motivasinya', 'pemain', 'pemain', 'psm', 'menang', 'insyaallah', 'psm', 'merebut', 'papan', 'kendati', 'mewaspadai', 'peta', 'kekuatan', 'tren', 'positif', 'jenar', 'angin', 'menang', 'pss', 'sleman', 'skor', 'tipis', 'kemarin', 'menang', 'lawan', 'pss', 'sleman', 'diwaspadai', 'psm', 'tim', 'meraih', 'kemenangan', 'laga', 'memiliki', 'motivasi', 'melanjutkan', 'tren', 'positifnya', 'psm', 'memikirkan', 'skema', 'meladeni', 'jenar', 'tim', 'memenangkan', 'pertandingan', 'motivasi', 'kepercayaan', 'bagus', 'barangkali', 'diwaspadai', 'psm', 'assegaf', 'assegaf', 'percaya', 'kepiawaian', 'tavares', 'meracik', 'tim', 'pelatih', 'portugal', 'dianggap', 'membawa', 'psm', 'jalur', 'kemenangan', 'lihat', 'pelatih', 'cerdas', 'strategi', 'taktik', 'pertandingan', 'pungkasnya', 'psm', 'turun', 'klasemen', 'liga', 'menang', 'membuatnya', 'poin', 'posisi', 'ditempati', 'borneo', 'posisi', 'ditempati', 'poin', 'poin', 'psm_makassar', 'klasemen_liga', 'psis_semarang', 'tim_ramang', 'laskar_mahesa', 'psm_makassar', 'psis_semarang', 'stadion_sultan', 'agung_bantul', 'yogyakarta_kick', 'psis_semarang', 'posisi_klasemen', 'pengamat_sepak', 'assegaf_razak', 'puncak_klasemen', 'madura_united', 'tim_ramang', 'posisi_klasemen', 'assegaf_razak', 'wiljan_pluim', 'puncak_klasemen', 'psm_makassar', 'assegaf_razak', 'tim_ramang', 'psis_semarang', 'laskar_mahesa', 'psis_semarang', 'mantan_pelatih', 'laskar_mahesa', 'pelatih_bernardo', 'peringkat_posisi', 'klasemen_liga', 'madura_united', 'peringkat_posisi', 'mengemas_poin', 'bali_united']","['nasib', 'psm', 'puncak', 'klasemen', 'liga', 'bergantung', 'hasil', 'lawan', 'psis', 'menang']"
