,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Title
115,115,2,0.9988,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['menampilkan', 'aksi', 'pemuda', 'mencuri', 'enam', 'jalan', 'letda', 'sudjono', 'percut', 'sei', 'tuan', 'deli', 'serdang', 'heboh', 'warga', 'polisi', 'menyelidiki', 'amatan', 'cctv', 'berdurasi', 'menit', 'pelaku', 'membobol', 'gembok', 'pintu', 'besi', 'rumah', 'warga', 'pelaku', 'ketiga', 'pelaku', 'membuka', 'pintu', 'besi', 'kondisi', 'stang', 'terkunci', 'dibobol', 'pelaku', 'membawa', 'menunggu', 'berhasil', 'dibawa', 'kabur', 'didorong', 'enam', 'unit', 'motor', 'rumah', 'raib', 'gunawan', 'sinaga', 'pemilik', 'rumah', 'kejadian', 'keluarganya', 'berkunjung', 'rumah', 'enam', 'motor', 'diambil', 'motor', 'dibeli', 'gunawan', 'mengaku', 'motor', 'hilang', 'kakaknya', 'rumah', 'pintu', 'besi', 'rumah', 'terbuka', 'motor', 'raib', 'cctv', 'enam', 'pelaku', 'perempuan', 'polanya', 'bertugas', 'mencuri', 'motor', 'membawa', 'motor', 'mendorong', 'motor', 'dicuri', 'berangkat', 'peristiwa', 'laporan', 'percut', 'sei', 'tuan', 'nomor', 'laporan', 'xii', 'spkt', 'polsek', 'percut', 'sei', 'tuan', 'polrestabes', 'medan', 'polda', 'sumatera', 'kanit', 'polsek', 'percut', 'sei', 'tuan', 'iptu', 'simamora', 'menerima', 'laporan', 'ditindaklanjuti', 'selidiki', 'pelaku', 'komplotan', 'pencuri', 'pastinya', 'buru', 'rekaman_cctv', 'sepeda_motor', 'sepeda_motor', 'sepeda_motor', 'sepeda_motor', 'reskrim_polsek']","['heboh', 'aksi', 'kelompok', 'pemuda', 'curi', 'motor', 'rumah', 'warga', 'deli', 'serdang']"
116,116,2,0.8287,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['membunuh', 'wanita', 'open', 'membawa', 'kabur', 'kalung', 'milik', 'korban', 'sidoarjo', 'pelaku', 'menjual', 'curian', 'surabaya', 'setelahnya', 'kabur', 'ponorogo', 'pelaku', 'rudi', 'kuli', 'bangunan', 'sumber', 'rejeki', 'bandar', 'mataram', 'lampung', 'pelarian', 'ditangkap', 'polisi', 'rudi', 'mengakui', 'mencekik', 'korban', 'terkulai', 'lemas', 'meninggalkannya', 'busana', 'tangan', 'kaki', 'korban', 'ikat', 'tali', 'rafia', 'kabur', 'mengaku', 'menggasak', 'milik', 'korban', 'kalung', 'milik', 'korban', 'jual', 'surabaya', 'modal', 'kabur', 'ponorogo', 'dijual', 'surabaya', 'dipakai', 'biaya', 'kabur', 'ponorogo', 'kapolresta', 'sidoarjo', 'kombes', 'kusumo', 'wahyu', 'bintoro', 'polisi', 'pelaku', 'kalung', 'milik', 'korban', 'jatuh', 'berupaya', 'kabur', 'kos', 'korban', 'sidoarjo', 'dijual', 'surabaya', 'perhiasan', 'kalung', 'milik', 'korban', 'jatuh', 'pelaku', 'meninggalkan', 'pembunuhan', 'kusumo', 'pelaku', 'kabur', 'ratusan', 'kilometer', 'pembunuhan', 'keberadaanya', 'terlacak', 'polisi', 'bersembunyi', 'polisi', 'menangkapnya', 'pelaku', 'ditangkap', 'rumah', 'kerabatnya', 'cepoko', 'ngrayun', 'ponorogo', 'polisi', 'membawa', 'pelaku', 'sidoarjo', 'pelaku', 'kuhp', 'ancaman', 'penjara', 'kusumo', 'wanita', 'surabaya', 'berinisial', 'ditemukan', 'busana', 'terikat', 'kosnya', 'dusun', 'buntut', 'mojoruntut', 'krembung', 'sidoarjo', 'bugil', 'tangan', 'kakinya', 'terikat', 'tali', 'rafia', 'mulutnya', 'dibekap', 'handuk', 'warna', 'biru', 'wanita', 'dinyatakan', 'meninggal', 'dibawa', 'puskesmas', 'dirujuk', 'rumah', 'terdekat', 'dijerat_pasal', 'kuhp_pasal', 'kamar_mandi', 'rumah_sakit']","['pembunuh', 'wanita', 'open', 'jual', 'korban', 'surabaya', 'kabur', 'ponorogo']"
117,117,2,0.9314,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['istri', 'kekeh', 'mengaku', 'korban', 'pemerkosaan', 'hutabarat', 'magelang', 'jawa', 'hadapan', 'putri', 'mengklaim', 'dibanting', 'kali', 'yosua', 'dilansir', 'putri', 'saksi', 'sidang', 'pembunuhan', 'yosua', 'terdakwa', 'kuat', 'maruf', 'jaksel', 'putri', 'keterangannya', 'menangis', 'sidang', 'putri', 'perihal', 'prosedur', 'pemakaman', 'anggota', 'polri', 'putri', 'mengaku', 'hakim', 'syarat', 'syaratnya', 'satunya', 'catatan', 'buruk', 'kariernya', 'menilai', 'kesaksian', 'putri', 'masuk', 'akal', 'yosua', 'dimakamkan', 'kepolisian', 'penghargaan', 'bersangkutan', 'cemar', 'noda', 'catatan', 'karirnya', 'hakim', 'hakim', 'melanjutkan', 'yosua', 'putri', 'yosua', 'dimakamkan', 'kepolisian', 'kejanggalan', 'hakim', 'pelecehan', 'mabes', 'polri', 'melanjutkan', 'laporan', 'polisi', 'putri', 'pelecehan', 'polres', 'jaksel', 'hakim', 'disetop', 'faktanya', 'almarhum', 'yosua', 'dimakamkan', 'kebesaran', 'kepolisian', 'seandainya', 'saudara', 'pelecehan', 'saudara', 'hakim', 'mendengar', 'penjelasan', 'hakim', 'putri', 'kekeh', 'bersikeras', 'yosua', 'pemerkosaan', 'mohon', 'maaf', 'mulia', 'mohon', 'izin', 'yosua', 'pengancaman', 'penganiayaan', 'membanting', 'kali', 'putri', 'menangis', 'pernyataannya', 'putri', 'polri', 'penghargaan', 'yosua', 'memperkosa', 'istri', 'polisi', 'polri', 'pemakaman', 'institusi', 'polri', 'penghargaan', 'perkosaan', 'penganiayaan', 'pengancaman', 'bhayangkari', 'imbuh', 'putri', 'putri_candrawathi', 'ferdy_sambo', 'brigadir_yosua', 'majelis_hakim', 'bharada_richard', 'eliezer_bripka', 'ricky_rizal', 'majelis_hakim', 'pelecehan_seksual', 'kekerasan_seksual']","['kekeh', 'putri', 'chandrawathi', 'ngaku', 'korban', 'pemerkosaan', 'mendiang', 'yosua']"
118,118,2,0.9983,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['aksi', 'turun', 'jalan', 'aremania', 'menyuarakan', 'usut', 'tuntas', 'tragedi', 'kanjuruhan', 'malang', 'malang', 'lintas', 'macet', 'aremania', 'macetnya', 'lintas', 'gambaran', 'penanganan', 'tragedi', 'kanjuruhan', 'sampek', 'koyok', 'ngene', 'pelaku', 'pelakune', 'tragedi', 'kanjuruhan', 'tertangkap', 'aremania', 'bareng', 'indra', 'bogel', 'jalan', 'ijen', 'malang', 'aremania', 'indra', 'aksi', 'kejelasan', 'tuntutan', 'aremana', 'berangkat', 'jakarta', 'tuntutan', 'kejelasan', 'arek', 'arek', 'sing', 'budal', 'nang', 'jakarta', 'istilahe', 'diruwet', 'dibikin', 'ruwet', 'aksi', 'berlipat', 'ganda', 'spesifik', 'kemacetan', 'malang', 'malang', 'imbas', 'aksi', 'aremania', 'indra', 'gambaran', 'penanganan', 'tragedi', 'kanjuruhan', 'macet', 'iki', 'menggambarkan', 'penanganan', 'tragedi', 'kanjuruhan', 'macet', 'penanganan', 'berjalan', 'lancar', 'insyallah', 'arek', 'arek', 'nggak', 'turun', 'jalan', 'macet', 'indra', 'tuntutan', 'aremania', 'usut', 'tuntas', 'tragedi', 'kanjuruhan', 'aremania', 'menganggap', 'pelaku', 'tragedi', 'kanjuruhan', 'polri', 'pelaku', 'pelaku', 'sik', 'ditambah', 'tutuk', 'opo', 'sing', 'direkomendasikno', 'tgipf', 'direkomendasikan', 'tgipf', 'aremania', 'menuntut', 'rekonstruksi', 'ulang', 'tragedi', 'kanjuruhan', 'dijadikan', 'tersangka', 'tragedi', 'kemanusiaan', 'penerapan', 'pasal', 'tambahan', 'terkait', 'pembunuhan', 'pembunuhan', 'rekonstruksi', 'ulang', 'penambahan', 'pasal', 'penambahan', 'tersangka', 'gurung', 'tuntas', 'ditetapkan_tersangka', 'pembunuhan_berencana']","['macet', 'imbas', 'aksi', 'gambaran', 'penanganan', 'tragedi', 'kanjuruhan', 'jalan']"
119,119,2,0.947,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['polisi', 'mengungkap', 'remaja', 'perempuan', 'berusia', 'ditemukan', 'perkebunan', 'pisang', 'kawasan', 'klapanunggal', 'bogor', 'jawa', 'jabar', 'korban', 'pemerkosaan', 'pencurian', 'pelakunya', 'kronologis', 'kejadiannya', 'perkenalan', 'korban', 'tersangka', 'kapolres', 'bogor', 'akbp', 'iman', 'imanuddin', 'konferensi', 'pers', 'mapolres', 'bogor', 'jalan', 'tegar', 'beriman', 'cibinong', 'tersangka', 'janji', 'korban', 'bertemu', 'menjemput', 'korban', 'membawanya', 'tkp', 'tkp', 'dibawa', 'persetubuhan', 'bergantian', 'tersangka', 'memperkosa', 'korban', 'tersangka', 'mengambil', 'ponsel', 'korban', 'korban', 'dianiaya', 'tersangka', 'diambil', 'milik', 'korban', 'percobaan', 'pembunuhan', 'tangan', 'kosong', 'dipukul', 'dicekik', 'persetubuhan', 'hasil', 'penyelidikan', 'tersangka', 'korban', 'obat', 'penenang', 'tersangka', 'dikenakan', 'berlapis', 'pemerkosaan', 'percobaan', 'pembunuhan', 'pencurian', 'dikenakan', 'pasal', 'nomor', 'nomor', 'perlindungan', 'pasal', 'pasal', 'kuhp', 'terangnya', 'korban', 'ditawari', 'kerja', 'penjaga', 'kapolsek', 'klapanunggal', 'akp', 'irrine', 'kania', 'devi', 'pelaku', 'menghubungi', 'korban', 'pelaku', 'menawari', 'korban', 'pekerjaan', 'pelaku', 'menghubungi', 'korban', 'menawarkan', 'ditawari', 'pekerjaan', 'disetujui', 'dijemput', 'dibawa', 'tkp', 'kejadian', 'irrine', 'pelaku', 'berkenalan', 'korban', 'korban', 'diiming', 'imingi', 'bayaran', 'ribu', 'penjaga', 'babysitter', 'pelaku', 'berkenalan', 'pelaku', 'menawarkan', 'nggak', 'jaga', 'iming', 'iming', 'dikasih', 'ribu', 'pria_berinisial', 'media_sosial', 'kejadian_perkara', 'pencurian_kekerasan', 'undang_undang', 'kekerasan_seksual', 'undang_undang', 'perubahan_undang', 'undang_nomor', 'pasal_juncto', 'kuhp_pasal', 'media_sosial']","['kronologi', 'abg', 'bogor', 'diperkosa', 'semak', 'semak', 'korban', 'digasak']"
120,120,2,0.7885,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['mayat', 'pria', 'bertato', 'joker', 'ditemukan', 'bersimbah', 'darah', 'belukar', 'kawasan', 'duri', 'kosambi', 'cengkareng', 'jakarta', 'polisi', 'menelusuri', 'cctv', 'mendalami', 'sisir', 'cctv', 'tanah', 'kosong', 'perumahan', 'wira', 'wirinya', 'kapolsek', 'cengkareng', 'kompol', 'ardhie', 'demastyo', 'dihubungi', 'ardhie', 'penyisiran', 'cctv', 'penyebab', 'kematian', 'korban', 'cctv', 'korban', 'dibunuh', 'tkp', 'dibuang', 'tawuran', 'modus', 'didalami', 'iya', 'dugaan', 'pembunuhan', 'didalami', 'lakukan', 'penyelidikan', 'meninggalnya', 'tkp', 'meninggalnya', 'dibuang', 'situ', 'penemuan', 'mayat', 'mayat', 'pria', 'luka', 'ditemukan', 'belukar', 'kawasan', 'duri', 'kosambi', 'cengkareng', 'jakarta', 'mayat', 'pria', 'memiliki', 'tato', 'sosok', 'joker', 'punggungnya', 'kapolsek', 'cengkareng', 'kompol', 'ardhie', 'demastyo', 'mayat', 'ditemukan', 'petugas', 'keamanan', 'ditemukan', 'mayat', 'telungkup', 'luka', 'tubuhnya', 'luka', 'luka', 'ditemukan', 'wajah', 'sabetan', 'punggung', 'lihat', 'kondisinya', 'luka', 'wajah', 'bekas', 'besetan', 'punggung', 'kompol', 'ardhie', 'dihubungi', 'ardhie', 'ditemukan', 'identitas', 'tersemat', 'korban', 'warga', 'saksi', 'mengaku', 'mengenal', 'korban', 'lakukan', 'penyelidikan', 'saksi', 'saksi', 'kenal', 'korban', 'sekuriti', 'menemukan', 'kenal', 'ciri_ciri']","['polisi', 'telusuri', 'cctv', 'usut', 'tewasnya', 'pria', 'bertato', 'joker', 'jakbar']"
121,121,2,0.9557,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['eks', 'kasubbagriksa', 'baggaketika', 'rowabprof', 'divisi', 'baiquni', 'wibowo', 'dicecar', 'penyalinan', 'file', 'peristiwa', 'penembakan', 'hutabarat', 'hakim', 'heran', 'baiquni', 'langsung', 'menyalin', 'jam', 'baiquni', 'kali', 'hadir', 'saksi', 'sidang', 'perusakan', 'menyebabkan', 'terhambatnya', 'pembunuhan', 'terdakwa', 'widyanto', 'hakim', 'baiquni', 'menyalin', 'dvr', 'peng', 'copy', 'hakim', 'jakarta', 'mulia', 'chuck', 'tolongnya', 'baiquni', 'saudara', 'copy', 'dvr', 'hakim', 'merapat', 'kantor', 'ruang', 'rapat', 'spri', 'propam', 'coba', 'hubungkan', 'laptop', 'coba', 'hubungkan', 'tampilan', 'baiquni', 'baiquni', 'mengaku', 'dvr', 'diterimanya', 'chuck', 'dvr', 'memunculkan', 'duren', 'saudara', 'coba', 'tiganya', 'hakim', 'baiquni', 'timpal', 'hakim', 'baiquni', 'baiquni', 'mengaku', 'menyalin', 'hakim', 'menyalin', 'rentang', 'spesifik', 'chuck', 'lihat', 'copy', 'jam', 'hakim', 'baiquni', 'saudara', 'pilih', 'tentukan', 'jamnya', 'jam', 'jam', 'hakim', 'terima', 'dvr', 'chuck', 'paham', 'dvr', 'buka', 'pemikiran', 'tampilan', 'cctv', 'kompleks', 'kompleks', 'baiquni', 'hakim', 'memotong', 'baiquni', 'hakim', 'baiquni', 'langsung', 'menyalin', 'rekaman', 'cctv', 'kompleks', 'duren', 'rentang', 'perintah', 'bertahan', 'mingguan', 'saudara', 'langsung', 'pilih', 'tanggal', 'rentang', 'jam', 'hakim', 'mohon', 'izin', 'buka', 'tampilan', 'cctv', 'kompleks', 'langsung', 'nalar', 'copy', 'terkait', 'kejadian', 'baiquni', 'halaman', 'propam_polri', 'rekaman_cctv', 'rumah_dinas', 'ferdy_sambo', 'brigadir_yosua', 'rekaman_cctv', 'penyidikan_pembunuhan', 'brigadir_yosua', 'akp_irfan', 'rekaman_cctv', 'chuck_putranto', 'pengadilan_negeri', 'rekaman_cctv', 'kompleks_polri', 'rekaman_cctv', 'rekaman_cctv', 'kompleks_polri']","['hakim', 'heran', 'eks', 'buah', 'sambo', 'salin', 'rekaman', 'cctv', 'jam']"
122,122,2,0.8486,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['putra', 'pengacara', 'kasman', 'sangaji', 'dikeroyok', 'belasan', 'manggarai', 'jakarta', 'mengaku', 'dicekoki', 'narkoba', 'gegara', 'menegur', 'pelaku', 'memecahkan', 'kaca', 'sekolah', 'iya', 'dikeroyok', 'teman', 'teman', 'sekolahnya', 'manggarai', 'situ', 'kasman', 'dihubungi', 'diceritakan', 'kasman', 'pengeroyokan', 'dikeroyok', 'dicekoki', 'narkoba', 'korban', 'diambil', 'pengeroyokannya', 'sepulang', 'sekolah', 'dibawa', 'sepi', 'gitu', 'dikeroyok', 'dicekokin', 'narkoba', 'dicuri', 'barangnya', 'dompetnya', 'uangnya', 'imbuhnya', 'kasman', 'pengeroyokan', 'anaknya', 'menegur', 'teman', 'temannya', 'memecahkan', 'kaca', 'sekolah', 'terima', 'ditegur', 'pelaku', 'mengeroyok', 'kasman', 'kejadian', 'jakarta', 'melaporkan', 'pelaku', 'keterangan', 'diterima', 'nomor', 'laporan', 'tertulis', 'stlp', 'xii', 'spkt', 'jaksel', 'jaya', 'dikenakan', 'pasal', 'pengeroyokan', 'pencurian', 'mempolisikan', 'pelaku', 'kasman', 'visum', 'hasil', 'visum', 'anaknya', 'diserahkan', 'polisi', 'luka', 'divisum', 'hasil', 'visumnya', 'diserahkan', 'polisi', 'sekolah', 'trauma', 'baca', 'selengkapnya', 'barang_barang', 'melaporkan_kejadian', 'polres_metro', 'polres_metro', 'polda_metro', 'pasal_kuhp', 'pasal_kuhp', 'halaman_halaman']","['pengacara', 'kasman', 'sangaji', 'dikeroyok', 'dicekoki', 'narkoba', 'jaksel']"
123,123,2,0.8554,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['tujuh', 'diperiksa', 'terkait', 'peristiwa', 'perampokan', 'saksi', 'diperiksa', 'santoso', 'istrinya', 'dirreskrimum', 'kombes', 'totok', 'suharianto', 'memeriksa', 'petugas', 'jaga', 'saksi', 'bertambah', 'seiring', 'pengembangan', 'penyelidikan', 'penjaga', 'diperiksa', 'saksi', 'korban', 'istri', 'berproses', 'pemeriksaan', 'totok', 'totok', 'memanggil', 'saksi', 'diperiksa', 'saksi', 'pascakejadian', 'perampokan', 'kali', 'pertolongan', 'korban', 'proses', 'pemeriksaan', 'saksi', 'kali', 'saksi', 'berkembang', 'pemeriksaan', 'malam', 'asisten', 'diperiksa', 'proses', 'imbuhnya', 'pelaku', 'totok', 'diduga', 'didasarkan', 'saksi', 'dugaan', 'totok', 'rumdin', 'wali', 'jalan', 'sudanco', 'supriyadi', 'dirampok', 'informasi', 'resmi', 'kepolisian', 'pejabat', 'terkait', 'peristiwa', 'pantauan', 'kejadian', 'petugas', 'berjaga', 'pintu', 'gerbang', 'rumdin', 'kendaraan', 'terparkir', 'rumdin', 'polisi', 'sibuk', 'hilir', 'mudik', 'rumdin', 'perwira', 'jaga', 'ipda', 'ludfi', 'membenarkan', 'kejadian', 'perampokan', 'iya', 'singkat', 'dikonfirmasi', 'rumah_dinas', 'wali_blitar', 'polda_jatim', 'wali_blitar', 'rumah_tangga', 'keterangan_saksi', 'masuk_kamar', 'rumah_dinas', 'wali_blitar']","['saksi', 'diperiksa', 'perampokan', 'rumah', 'dinas', 'wali', 'blitar']"
124,124,2,0.9407,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['konflik', 'internal', 'keraton', 'kasunanan', 'solo', 'berlanjut', 'kubu', 'lembaga', 'dewan', 'adat', 'melaporkan', 'dugaan', 'penodongan', 'giliran', 'kubu', 'paku', 'buwono', 'xiii', 'melaporkan', 'dugaan', 'penganiayaan', 'abdi', 'dalem', 'mengaku', 'korban', 'penganiayaan', 'malam', 'mapolresta', 'solo', 'melapor', 'kedatangan', 'mapolresta', 'solo', 'didampingi', 'wakil', 'pengageng', 'sasono', 'wilopo', 'keraton', 'kasunanan', 'solo', 'dani', 'nur', 'adiningrat', 'pulang', 'hak', 'melaporkan', 'mendampingi', 'kanjeng', 'dani', 'ditemui', 'mapolresta', 'solo', 'menyebut', 'terluka', 'insiden', 'laporan', 'korban', 'menjalani', 'opname', 'korban', 'terluka', 'fokus', 'korban', 'luka', 'parah', 'operasi', 'pulang', 'laporan', 'dani', 'membawa', 'keterangan', 'korban', 'saksi', 'hasil', 'visum', 'baju', 'bercak', 'darah', 'mengupayakan', 'melampirkan', 'bukti', 'elektronik', 'foto', 'laporan', 'surat', 'tanda', 'bukti', 'laporan', 'bernomor', 'sttlp', 'xii', 'spkt', 'polresta', 'ska', 'polda', 'jateng', 'surat', 'pelapornya', 'pelapornya', 'mewakili', 'enam', 'korban', 'polresta', 'mewakili', 'pelapor', 'lainya', 'menyusul', 'opname', 'fit', 'kesehatannya', 'korban', 'agung', 'susilo', 'muslich', 'susilo', 'korban', 'polresta', 'solo', 'alasannya', 'memilih', 'pelapor', 'abdi', 'dalem', 'magang', 'berdomisili', 'baluwarti', 'malam', 'proses', 'pemeriksaan', 'petugas', 'kepolisian', 'kubu', 'lembaga', 'dewan', 'adat', 'lda', 'laporan', 'dugaan', 'pengancaman', 'menuding', 'polisi', 'menodong', 'cucu', 'xiii', 'konflik', 'kondisi', 'keraton', 'kasunanan', 'solo', 'memanas', 'pekan', 'kubu', 'lda', 'enam', 'terusir', 'masuk', 'keraton', 'isu', 'pencurian', 'alasan', 'masuk', 'kubu', 'xiii', 'lantas', 'menutup', 'pintu', 'masuk', 'keraton', 'menimbulkan', 'bentrokan', 'dilaporkan', 'terluka', 'kubu', 'lda', 'mengaku', 'ditodong', 'senjata', 'rumah_sakit', 'rumah_sakit', 'mengalami_luka', 'rumah_sakit', 'alat_bukti', 'kuasa_hukum', 'senjata_api']","['konflik', 'keraton', 'solo', 'berlanjut', 'giliran', 'kubu', 'xiii', 'laporkan', 'penganiayaan']"
125,125,2,0.8577,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['tangerang', 'srh', 'warga', 'negara', 'sri', 'lanka', 'tersangka', 'wanita', 'bertato', 'kupu', 'kupu', 'teratai', 'terancam', 'hukuman', 'mati', 'motif', 'pembunuhan', 'wanita', 'bernama', 'elis', 'sugiarti', 'menguasai', 'harta', 'korban', 'kapolres', 'tangerang', 'komisaris', 'zain', 'dwi', 'nugroho', 'korban', 'tersangka', 'mengenal', 'tersangka', 'berpura', 'pura', 'mengontrak', 'milik', 'korban', 'tangerang', 'zain', 'tangerang', 'jalan', 'daan', 'mogot', 'tangerang', 'zain', 'tersangka', 'janji', 'korban', 'bertemu', 'rumah', 'kawasan', 'jurang', 'mangu', 'pondok', 'aren', 'bertemu', 'tersangka', 'menjerat', 'leher', 'korban', 'kabel', 'listrik', 'tewas', 'tersangka', 'membawa', 'jasad', 'korban', 'membuangnya', 'aliran', 'sungai', 'cisadane', 'daerah', 'cisauk', 'zain', 'membuang', 'mayat', 'elis', 'srh', 'melarikan', 'honda', 'hrv', 'milik', 'elis', 'jawa', 'menjualnya', 'solo', 'telepon', 'selular', 'milik', 'korban', 'dibuang', 'bandara', 'kendaraan', 'temukan', 'bali', 'jam', 'rolex', 'milik', 'korban', 'pencarian', 'petugas', 'zain', 'polisi', 'menetapkan', 'tersangka', 'warga', 'negara', 'indonesia', 'diduga', 'penadah', 'barang', 'curian', 'mobil', 'milik', 'elis', 'dibawa', 'solo', 'tangerang', 'elis', 'mengambang', 'sungai', 'cisadane', 'kampung', 'babakan', 'tangerang', 'tangerang', 'banten', 'kondisi', 'mayat', 'ditemukan', 'tertutup', 'kain', 'seprei', 'hitam', 'tangan', 'dilakban', 'diikat', 'ditemukan', 'kartu', 'identitas', 'korban', 'ciri', 'ditemukan', 'tengkuk', 'tato', 'kupu', 'kupu', 'tato', 'teratai', 'dada', 'kiri', 'identitas', 'elis', 'terungkap', 'keluarga', 'kehilangan', 'wanita', 'sri', 'lanka', 'diancam', 'hukuman', 'mati', 'tersangka', 'srh', 'pembunuhan', 'pencurian', 'mengakibatkan', 'meninggal', 'penadahan', 'kuhp', 'kuhp', 'kuhp', 'ancaman', 'hukumannya', 'mati', 'zain', 'hasil', 'otopsi', 'dokter', 'forensik', 'rumah', 'daerah', 'tangerang', 'korban', 'meninggal', 'jeratan', 'leher', 'kabel', 'listrik', 'hasil', 'olah', 'kejadian', 'peristiwa', 'tkp', 'penyidik', 'satreskrim', 'metro', 'tangerang', 'memeriksa', 'saksi', 'keluarga', 'teman', 'teman', 'korban', 'petugas', 'satuan', 'pengamanan', 'jumpa', 'pers', 'polres', 'tangerang', 'tersangka', 'pembunuhan', 'srh', 'membisu', 'indonesia', 'penyidik', 'sri', 'lanka', 'mengaku', 'akuntan', 'perusahaan', 'keterangannya', 'berubah', 'ubah', 'zain', 'polres_metro', 'polres_metro', 'barang_bukti', 'polres_metro', 'dijerat_pasal', 'pembunuhan_berencana', 'pencurian_kekerasan', 'pasal_kuhp', 'rumah_sakit', 'polres_metro']","['pembunuhan', 'wanita', 'bertato', 'kupu', 'kupu', 'teratai', 'sri', 'lanka', 'diancam', 'hukuman', 'mati']"
126,126,2,0.9934,"hakim, sambo, saudara, jaksa, arif, yosua, terdakwa, pembunuhan, ferdy_sambo, saksi, agus, chuck, polri, hendra, cctv, perintah, mengaku, yosua_hutabarat, irfan, pembunuhan_brigadir, terkait, jaksel, duren, sidang, keterangan, polisi, jakarta, hendra_kurniawan, mulia","['keluarga', 'way', 'kanan', 'lampung', 'korban', 'pembunuhan', 'sadis', 'jasad', 'korban', 'dibuang', 'septic', 'tank', 'dicor', 'semen', 'pelaku', 'keluarga']","['bunuh', 'keluarga', 'harta']"
