Word,Similarity
kesakitan,0.6186273097991943
kesengsaraan,0.605512797832489
kehancuran,0.5971681475639343
kesusahan,0.587512195110321
siksaan,0.5828894376754761
penderitaan,0.5608670711517334
kutuk,0.5586672425270081
kemalangan,0.5565489530563354
kemurkaan,0.5446894764900208
kemusnahan,0.5438057780265808
petaka,0.614702582359314
ditimpa,0.6123753190040588
siksa,0.595914900302887
godaan,0.595092236995697
celaka,0.5921892523765564
sengsara,0.5917865037918091
derita,0.588373064994812
letusan,0.619019627571106
guncangan,0.5745404958724976
gempabumi,0.5556459426879883
longsor,0.5369135141372681
erupsi,0.5282527208328247
bencana,0.5150286555290222
ledakan,0.5082412362098694
susulan,0.5070127844810486
mengguncang,0.5069633722305298
volcano,0.6060718894004822
volcanic,0.6050804257392883
caused,0.6003099679946899
efforts,0.5990480184555054
disaster,0.5980830192565918
volcanoes,0.5969261527061462
affected,0.5882989764213562
coastal,0.5878382921218872
locations,0.58564692735672
gempa,0.619019627571106
tubrukan,0.6138425469398499
vulkanis,0.6106709241867065
glasiasi,0.6042592525482178
banjir,0.584498405456543
malapetaka,0.5742541551589966
tsunami,0.5641165971755981
kekeringan,0.5571078658103943
kelaparan,0.538079559803009
kebakaran,0.5183100700378418
epidemi,0.5179765820503235
kehancuran,0.5169246196746826
gempa,0.5150286555290222
susulan,0.5763283967971802
seismik,0.5700508952140808
tsunami,0.5571192502975464
gempa,0.5556459426879883
erupsi,0.5380969047546387
letusan,0.5370104312896729
tektonik,0.5296908617019653
pascagempa,0.5122830867767334
sesar,0.4952108561992645
seismisitas,0.4932301342487335
tsunami,0.5399540066719055
bencana,0.5135046243667603
gempabumi,0.5122830867767334
terparah,0.5032827258110046
longsor,0.4961780309677124
gempa,0.4839734137058258
bandang,0.482919842004776
mitigasi,0.47456541657447815
musibah,0.4619576334953308
susulan,0.45937490463256836
susulan,0.5873464345932007
benturan,0.5873362421989441
hantaman,0.5830771923065186
gempa,0.5745404958724976
longsor,0.5686192512512207
kekeringan,0.564081072807312
menerpa,0.6160560250282288
menghantam,0.6153088212013245
dilanda,0.5836126208305359
lantak,0.5825320482254028
terkena,0.5825174450874329
jebolnya,0.6198211312294006
pengikisan,0.619621753692627
amblas,0.6102012395858765
abrasi,0.6041375994682312
kekeringan,0.5961258411407471
salinisasi,0.5914780497550964
kepanikan,0.6217405796051025
malapetaka,0.6183853149414062
kolera,0.6167947053909302
kesengsaraan,0.6131706833839417
kesusahan,0.6067626476287842
penderitaan,0.5591515898704529
berkepanjangan,0.5558048486709595
kebocoran,0.6180527806282043
pembusukan,0.617653489112854
surplus,0.6167740821838379
pemborosan,0.6133225560188293
terganggunya,0.6126199960708618
ketersediaan,0.6105743646621704
penebangan,0.6205066442489624
pembalakan,0.6137879490852356
getaran,0.6216486692428589
benturan,0.6148106455802917
ketidakstabilan,0.6141142845153809
hiperinflasi,0.6129908561706543
demoralisasi,0.6051307916641235
kemerosotan,0.6029421091079712
longsor,0.6196216344833374
rusaknya,0.6161081790924072
longsoran,0.6081492304801941
luapan,0.6219333410263062
kekeringan,0.6196048259735107
jebolnya,0.6081517934799194
kemacetan,0.5943864583969116
erosi,0.5898998379707336
tanggul,0.5850115418434143
bencana,0.5844983458518982
kebakaran,0.5663203597068787
bandang,0.5528610944747925
variola,0.6150441765785217
cacar,0.6147025227546692
banjir,0.6196048259735107
mereda,0.6126546263694763
ketidakstabilan,0.5978670120239258
kekeringan,0.594589114189148
dilanda,0.5940969586372375
dialaminya,0.582599937915802
diderita,0.576368510723114
ketegangan,0.5731385946273804
kepanikan,0.5715678334236145
pecahnya,0.5684202313423157
timbulnya,0.5666773319244385
kebakaran,0.6149957776069641
meledak,0.6073418855667114
semburan,0.6029043197631836
peledakan,0.601405143737793
erupsi,0.5975668430328369
kebocoran,0.5840094685554504
kepanikan,0.573893129825592
luapan,0.6219333410263062
kekeringan,0.6196048259735107
jebolnya,0.6081517934799194
kemacetan,0.5943864583969116
erosi,0.5898998379707336
tanggul,0.5850115418434143
bencana,0.5844983458518982
kebakaran,0.5663203597068787
bandang,0.5528610944747925
korsleting,0.5888500213623047
kebocoran,0.5556970834732056
kebakaran,0.5525127649307251
penyalaan,0.5314277410507202
malafungsi,0.5297735929489136
pencairan,0.5174956917762756
evakuasi,0.5120574235916138
melalap,0.5031054019927979
kepanikan,0.5003417134284973
ledakan,0.49496063590049744
tragedi,0.5997490286827087
kemalangan,0.5875647664070129
kesialan,0.5659881234169006
kejadian,0.5631272792816162
imbasnya,0.5617528557777405
tenggelamnya,0.5430253744125366
tertimpa,0.6076688170433044
ambruk,0.6043166518211365
rusak,0.59646075963974
musnah,0.5942911505699158
jebolnya,0.6198211312294006
pengikisan,0.619621753692627
amblas,0.6102012395858765
abrasi,0.6041375994682312
kekeringan,0.5961258411407471
salinisasi,0.5914780497550964
banjir,0.584498405456543
malapetaka,0.5742541551589966
tsunami,0.5641165971755981
kekeringan,0.5571078658103943
kelaparan,0.538079559803009
kebakaran,0.5183100700378418
epidemi,0.5179765820503235
kehancuran,0.5169246196746826
gempa,0.5150286555290222
gempa,0.619019627571106
tubrukan,0.6138425469398499
vulkanis,0.6106709241867065
glasiasi,0.6042592525482178
tabrakan,0.5826204419136047
ditabrak,0.5356746912002563
tertabrak,0.524468183517456
tragedi,0.5099839568138123
kebakaran,0.5030372142791748
tewas,0.48684021830558777
menabrak,0.4751129746437073
variola,0.6150441765785217
cacar,0.6147025227546692
difteri,0.6191524863243103
bangkitnya,0.612115204334259
mundurnya,0.59629887342453
melemahnya,0.610325813293457
lepasnya,0.6051280498504639
musnahnya,0.6013998985290527
tergenangnya,0.5977075695991516
kejatuhan,0.5546751618385315
kekacauan,0.552376389503479
kesengsaraan,0.5511758923530579
keruntuhan,0.5491675734519958
hancurnya,0.5488642454147339
tergenangnya,0.5378145575523376
kematiannya,0.5159542560577393
pengusiran,0.619780957698822
penyerangan,0.5827308297157288
pengepungan,0.5814043879508972
pembongkaran,0.5811553001403809
pengeboman,0.5798097848892212
kevakuman,0.6218205690383911
kehancuran,0.6192030906677246
kejatuhannya,0.6135907769203186
pecahnya,0.6118625998497009
mundurnya,0.5988835692405701
tumbangnya,0.5953396558761597
earthquake,0.5841647386550903
letusan,0.5679782629013062
bencana,0.5641166567802429
gempabumi,0.5571192502975464
erupsi,0.546808123588562
pascagempa,0.5399539470672607
guncangan,0.539455235004425
diterjang,0.5238288640975952
longsor,0.5212538242340088
gempa,0.619019627571106
tubrukan,0.6138425469398499
vulkanis,0.6106709241867065
glasiasi,0.6042592525482178
susulan,0.5873464345932007
benturan,0.5873362421989441
hantaman,0.5830771923065186
gempa,0.5745404958724976
longsor,0.5686192512512207
kekeringan,0.564081072807312
susulan,0.5763283967971802
seismik,0.5700508952140808
tsunami,0.5571192502975464
gempa,0.5556459426879883
erupsi,0.5380969047546387
letusan,0.5370104312896729
tektonik,0.5296908617019653
pascagempa,0.5122830867767334
sesar,0.4952108561992645
seismisitas,0.4932301342487335
jebolnya,0.6198211312294006
pengikisan,0.619621753692627
amblas,0.6102012395858765
abrasi,0.6041375994682312
kekeringan,0.5961258411407471
salinisasi,0.5914780497550964
banjir,0.584498405456543
malapetaka,0.5742541551589966
tsunami,0.5641165971755981
kekeringan,0.5571078658103943
kelaparan,0.538079559803009
kebakaran,0.5183100700378418
epidemi,0.5179765820503235
kehancuran,0.5169246196746826
gempa,0.5150286555290222
kebakaran,0.6149957776069641
meledak,0.6073418855667114
semburan,0.6029043197631836
peledakan,0.601405143737793
erupsi,0.5975668430328369
kebocoran,0.5840094685554504
kepanikan,0.573893129825592
guncangan,0.5873464941978455
episenter,0.5868247151374817
gempabumi,0.576328456401825
episentrum,0.5349981784820557
letusan,0.5239959955215454
gempa,0.5070127248764038
richter,0.4936607778072357
vei,0.48000481724739075
tsunami,0.4768686592578888
explosivity,0.4703075885772705
dilanda,0.5854159593582153
menghantam,0.513234555721283
gempa,0.506963312625885
meluluh,0.5023525357246399
lantakkan,0.49810081720352173
menggemparkan,0.4900798797607422
meletus,0.489745169878006
menerpa,0.48945969343185425
tragedi,0.5997490286827087
kemalangan,0.5875647664070129
kesialan,0.5659881234169006
kejadian,0.5631272792816162
imbasnya,0.5617528557777405
tenggelamnya,0.5430253744125366
pembantaian,0.6187449097633362
penembakan,0.6036487817764282
bentrokan,0.5866861343383789
tragedi,0.5830890536308289
skandal,0.5706419944763184
kejadian,0.5645816922187805
dekompresi,0.5588956475257874
musibah,0.5399733781814575
penyurutan,0.5290113091468811
cidera,0.5125083923339844
terbakarnya,0.5031718015670776
anjlokan,0.4802478849887848
pendangkalan,0.4794132113456726
keratinisasi,0.47876280546188354
kebutaan,0.4741400480270386
gesekan,0.60416579246521
tubrukan,0.601119875907898
bertabrakan,0.600316047668457
kolisi,0.5841488838195801
kecelakaan,0.5826205611228943
dekompresi,0.5808519721031189
musibah,0.5997490286827087
insiden,0.5830891728401184
pembantaian,0.5682499408721924
kerusuhan,0.5620079040527344
penyanderaan,0.5373280048370361
tragis,0.5174139142036438
kecelakaan,0.509984016418457
tewasnya,0.5012503862380981
kejadian,0.49599090218544006
ledakan,0.6149957776069641
banjir,0.5663204789161682
pemadaman,0.5525127649307251
musibah,0.5361427068710327
terbakar,0.5344908237457275
longsor,0.5212211012840271
bencana,0.5183101296424866
letusan,0.5091123580932617
kecelakaan,0.5030372142791748
kepanikan,0.5022986531257629
tertembak,0.6220605969429016
meninggal,0.5668756365776062
diculik,0.5570619106292725
ditangkap,0.5497520565986633
ditembak,0.5425233244895935
tragedi,0.5997490286827087
kemalangan,0.5875647664070129
kesialan,0.5659881234169006
kejadian,0.5631272792816162
imbasnya,0.5617528557777405
tenggelamnya,0.5430253744125366
luapan,0.6219333410263062
kekeringan,0.6196048259735107
jebolnya,0.6081517934799194
kemacetan,0.5943864583969116
erosi,0.5898998379707336
tanggul,0.5850115418434143
bencana,0.5844983458518982
kebakaran,0.5663203597068787
bandang,0.5528610944747925
earthquake,0.5841647386550903
letusan,0.5679782629013062
bencana,0.5641166567802429
gempabumi,0.5571192502975464
erupsi,0.546808123588562
pascagempa,0.5399539470672607
guncangan,0.539455235004425
diterjang,0.5238288640975952
longsor,0.5212538242340088
banjir,0.6196048259735107
kepanikan,0.6217405796051025
malapetaka,0.6183853149414062
kolera,0.6167947053909302
kesengsaraan,0.6131706833839417
kesusahan,0.6067626476287842
penderitaan,0.5591515898704529
berkepanjangan,0.5558048486709595
ledakan,0.6149957776069641
banjir,0.5663204789161682
pemadaman,0.5525127649307251
musibah,0.5361427068710327
terbakar,0.5344908237457275
longsor,0.5212211012840271
bencana,0.5183101296424866
letusan,0.5091123580932617
kecelakaan,0.5030372142791748
kepanikan,0.5022986531257629
jatuhnya,0.6192030906677246
letusan,0.619019627571106
guncangan,0.5745404958724976
gempabumi,0.5556459426879883
longsor,0.5369135141372681
erupsi,0.5282527208328247
bencana,0.5150286555290222
ledakan,0.5082412362098694
susulan,0.5070127844810486
mengguncang,0.5069633722305298
tabrakan,0.5826204419136047
ditabrak,0.5356746912002563
tertabrak,0.524468183517456
tragedi,0.5099839568138123
kebakaran,0.5030372142791748
tewas,0.48684021830558777
menabrak,0.4751129746437073
pembantaian,0.6025719046592712
kerusuhan,0.5860031843185425
musibah,0.5328576564788818
fenomena,0.5245369672775269
peritiwa,0.5233412981033325
rentetan,0.5096399784088135
mukjizat,0.5000601410865784
kekacauan,0.6079445481300354
pemberontakan,0.6066420078277588
tragedi,0.5997490286827087
kemalangan,0.5875647664070129
kesialan,0.5659881234169006
kejadian,0.5631272792816162
imbasnya,0.5617528557777405
tenggelamnya,0.5430253744125366
insiden,0.6187449097633362
peristiwa,0.6025719046592712
penggerebekan,0.6247681975364685
peledakan,0.605960488319397
insiden,0.603648841381073
musibah,0.5997490286827087
insiden,0.5830891728401184
pembantaian,0.5682499408721924
kerusuhan,0.5620079040527344
penyanderaan,0.5373280048370361
tragis,0.5174139142036438
kecelakaan,0.509984016418457
tewasnya,0.5012503862380981
kejadian,0.49599090218544006
kontroversi,0.6094810366630554
penipuan,0.5997604131698608
calciopoli,0.5938217639923096
perselingkuhan,0.5823546648025513
penyuapan,0.5785549879074097
tuduhan,0.5727106928825378
insiden,0.5706420540809631
kecurangan,0.5693264603614807
intrik,0.5572014451026917
pemecatan,0.5552045106887817
kejadiannya,0.6026721000671387
insiden,0.5645818114280701
musibah,0.563127338886261
keanehan,0.5561517477035522
fenomena,0.512645423412323
penampakan,0.5093764662742615
nubuat,0.4993203580379486
tragedi,0.4959908723831177
malapetaka,0.4957721531391144
kekecewaan,0.611562192440033
kesukaran,0.5942856669425964
keberuntungan,0.589577317237854
kesengsaraan,0.5795528292655945
siksaan,0.5790103673934937
jatuhnya,0.6192030906677246
murka,0.6129774451255798
ditimpa,0.6092875003814697
pedih,0.596843957901001
meminumnya,0.5938374400138855
azab,0.5921893119812012
kemalangan,0.5867210626602173
ulah,0.5835803747177124
kesusahan,0.5776318907737732
kesialan,0.5768648386001587
kesakitan,0.6186273097991943
kesengsaraan,0.605512797832489
kehancuran,0.5971681475639343
kesusahan,0.587512195110321
siksaan,0.5828894376754761
penderitaan,0.5608670711517334
kutuk,0.5586672425270081
kemalangan,0.5565489530563354
kemurkaan,0.5446894764900208
kemusnahan,0.5438057780265808
petaka,0.614702582359314
ditimpa,0.6123753190040588
siksa,0.595914900302887
godaan,0.595092236995697
celaka,0.5921892523765564
sengsara,0.5917865037918091
derita,0.588373064994812
pembantaian,0.6025719046592712
kerusuhan,0.5860031843185425
musibah,0.5328576564788818
fenomena,0.5245369672775269
peritiwa,0.5233412981033325
rentetan,0.5096399784088135
mukjizat,0.5000601410865784
tragedi,0.5997490286827087
kemalangan,0.5875647664070129
kesialan,0.5659881234169006
kejadian,0.5631272792816162
imbasnya,0.5617528557777405
tenggelamnya,0.5430253744125366
pembantaian,0.6187449097633362
penembakan,0.6036487817764282
bentrokan,0.5866861343383789
tragedi,0.5830890536308289
skandal,0.5706419944763184
kejadian,0.5645816922187805
insiden,0.6187449097633362
peristiwa,0.6025719046592712
kekacauan,0.6079445481300354
pemberontakan,0.6066420078277588
pembajakan,0.5973216891288757
penggerebekan,0.5842928290367126
penyergapan,0.5777813196182251
perampokan,0.5707203149795532
pengeboman,0.5702424645423889
malari,0.5606777667999268
pembunuhan,0.5606095194816589
dramatis,0.6021599769592285
heroik,0.5898637175559998
brutal,0.5876854658126831
menegangkan,0.5828878283500671
mendadak,0.5767667889595032
memilukan,0.5617185831069946
tabrakan,0.5826204419136047
ditabrak,0.5356746912002563
tertabrak,0.524468183517456
tragedi,0.5099839568138123
kebakaran,0.5030372142791748
tewas,0.48684021830558777
menabrak,0.4751129746437073
meninggalnya,0.5851573348045349
hancurnya,0.5843913555145264
pembantaian,0.5814985632896423
kericuhan,0.5723827481269836
tertangkapnya,0.5671077966690063
kejadiannya,0.6026721000671387
insiden,0.5645818114280701
musibah,0.563127338886261
keanehan,0.5561517477035522
fenomena,0.512645423412323
penampakan,0.5093764662742615
nubuat,0.4993203580379486
tragedi,0.4959908723831177
malapetaka,0.4957721531391144
kekecewaan,0.611562192440033
kesukaran,0.5942856669425964
keberuntungan,0.589577317237854
kesengsaraan,0.5795528292655945
siksaan,0.5790103673934937
kesesakan,0.6245835423469543
malapetaka,0.6233974695205688
kesulitan,0.6147716045379639
kesedihan,0.6116578578948975
kesakitan,0.6186273097991943
godaan,0.6180649399757385
penderitaan,0.61394864320755
rintangan,0.6095069646835327
tantangan,0.6004208922386169
godaan,0.6180649399757385
penderitaan,0.61394864320755
rintangan,0.6095069646835327
tantangan,0.6004208922386169
halusinasi,0.6129631996154785
kebingungan,0.6019429564476013
kekeliruan,0.6016927361488342
kelucuan,0.5898749232292175
keganjilan,0.5875257849693298
pertengkaran,0.5842918753623962
kemalangan,0.5819268226623535
kesesakan,0.6245835423469543
malapetaka,0.6233974695205688
kesulitan,0.6147716045379639
kesedihan,0.6116578578948975
sial,0.5925241708755493
kesialan,0.589577317237854
kebahagiaan,0.5763527750968933
berkah,0.5663280487060547
rezeki,0.5342589020729065
malapetaka,0.5144901275634766
keabadian,0.5098744034767151
jimat,0.49689334630966187
kemalangan,0.4929531514644623
kegembiraan,0.4872056543827057
kesakitan,0.6186273097991943
pembantaian,0.6025719046592712
kerusuhan,0.5860031843185425
musibah,0.5328576564788818
fenomena,0.5245369672775269
peritiwa,0.5233412981033325
rentetan,0.5096399784088135
mukjizat,0.5000601410865784
kejadian,0.6026720404624939
peristiwanya,0.5535545945167542
keanehan,0.44776469469070435
peristiwa,0.4440055787563324
kopulasi,0.4402754306793213
gejalanya,0.42239099740982056
shubuh,0.4214273989200592
meninggalnya,0.4205109477043152
persalinan,0.41729313135147095
kisahnya,0.4114636778831482
pembantaian,0.6187449097633362
penembakan,0.6036487817764282
bentrokan,0.5866861343383789
tragedi,0.5830890536308289
skandal,0.5706419944763184
kejadian,0.5645816922187805
tragedi,0.5997490286827087
kemalangan,0.5875647664070129
kesialan,0.5659881234169006
kejadian,0.5631272792816162
imbasnya,0.5617528557777405
tenggelamnya,0.5430253744125366
halusinasi,0.6129631996154785
kebingungan,0.6019429564476013
kekeliruan,0.6016927361488342
kelucuan,0.5898749232292175
keganjilan,0.5875257849693298
pertengkaran,0.5842918753623962
kemalangan,0.5819268226623535
anomali,0.5619860887527466
paradoks,0.5570915937423706
ilusi,0.5452612638473511
gejala,0.5394690036773682
teori,0.5379341244697571
konsep,0.5290940403938293
peristiwa,0.5245370268821716
keanehan,0.5192400217056274
generalisasi,0.5179612040519714
meme,0.5175917744636536
keanehan,0.578632116317749
mukjizat,0.5560309290885925
globster,0.517549455165863
kejadian,0.5093764662742615
fenomena,0.5025532245635986
penggambaran,0.49787038564682007
kenampakan,0.4947179853916168
penglihatan,0.4941997230052948
mitos,0.4817715585231781
halusinasi,0.4806661605834961
musibah,0.5997490286827087
insiden,0.5830891728401184
pembantaian,0.5682499408721924
kerusuhan,0.5620079040527344
penyanderaan,0.5373280048370361
tragis,0.5174139142036438
kecelakaan,0.509984016418457
tewasnya,0.5012503862380981
kejadian,0.49599090218544006
hantaman,0.5649722814559937
akibat,0.5445204377174377
guncangan,0.5411092638969421
goncangan,0.5333026051521301
terjangan,0.5237853527069092
epidemi,0.5161831378936768
musibah,0.5053098797798157
tragedi,0.5997490286827087
kemalangan,0.5875647664070129
kesialan,0.5659881234169006
kejadian,0.5631272792816162
imbasnya,0.5617528557777405
tenggelamnya,0.5430253744125366
kerentanan,0.6055583357810974
ketergantungan,0.59089195728302
berdampak,0.5873154401779175
kerawanan,0.5819408297538757
kekeringan,0.5807526707649231
ketidaknyamanan,0.5725281238555908
efeknya,0.5723485946655273
antipati,0.5719479918479919
pukulan,0.5957117080688477
benturan,0.5942453145980835
tembakan,0.5924611687660217
sabetan,0.588553249835968
guncangan,0.5830773115158081
dekompresi,0.5810672044754028
tubi,0.5736151933670044
imbas,0.5649724006652832
mortir,0.5603594183921814
susulan,0.5873464345932007
benturan,0.5873362421989441
hantaman,0.5830771923065186
gempa,0.5745404958724976
longsor,0.5686192512512207
kekeringan,0.564081072807312
getaran,0.6216486692428589
benturan,0.6148106455802917
ketidakstabilan,0.6141142845153809
hiperinflasi,0.6129908561706543
demoralisasi,0.6051307916641235
kemerosotan,0.6029421091079712
luapan,0.6219333410263062
kekeringan,0.6196048259735107
jebolnya,0.6081517934799194
kemacetan,0.5943864583969116
erosi,0.5898998379707336
tanggul,0.5850115418434143
bencana,0.5844983458518982
kebakaran,0.5663203597068787
bandang,0.5528610944747925
terpaan,0.6015950441360474
menerjang,0.5972643494606018
dihantam,0.5906126499176025
menerpa,0.5787372589111328
abrasi,0.5690682530403137
guncangan,0.5536109805107117
longsoran,0.5523173213005066
jatuhan,0.5521373152732849
karamnya,0.6195457577705383
berlabuh,0.6147647500038147
apnaa,0.6088802814483643
onrust,0.6018150448799133
pesiar,0.5752750039100647
keruk,0.5864111185073853
boelongan,0.575465977191925
lancaran,0.5698416233062744
pesiarnya,0.5671830177307129
penutuhan,0.5629710555076599
onrust,0.5567569136619568
pinisi,0.5539836287498474
pesiar,0.5457521080970764
bulak,0.5451054573059082
karam,0.6195458173751831
pesiarnya,0.6062080264091492
penutuhan,0.5880073308944702
pesiar,0.5816330909729004
samudraraksa,0.573483407497406
shōkaku,0.5623367428779602
berlabuhnya,0.5615946650505066
eversten,0.5615113377571106
radës,0.552818238735199
sewol,0.5446885824203491
karamnya,0.4780648350715637
karam,0.4723900854587555
pesiarnya,0.4559410512447357
tanker,0.444175124168396
pesiar,0.44161173701286316
penutuhan,0.44059377908706665
berbendera,0.4389183223247528
baheram,0.4379544258117676
penyerempetan,0.5446885824203491
radës,0.5203055143356323
mv,0.5069197416305542
karamnya,0.5032152533531189
kaiyō,0.5024923086166382
karam,0.4951338469982147
tjisalak,0.4888124465942383
terbakarnya,0.48668426275253296
honnōji,0.4847376048564911
terdampar,0.6070486307144165
tenggelamnya,0.603016197681427
menenggelamkan,0.6022610068321228
terperangkap,0.5957948565483093
kapalnya,0.5955557227134705
tersapu,0.5661899447441101
membeku,0.5644462704658508
menumpangi,0.6135814785957336
selamnya,0.6096920371055603
keruk,0.6083498001098633
karamnya,0.6062079668045044
tenggelamnya,0.6021820902824402
samudraraksa,0.6020079851150513
baheram,0.5949321985244751
tenggelamnya,0.600519597530365
bocornya,0.5832656621932983
kebocoran,0.5211578607559204
hancurnya,0.5163631439208984
rusaknya,0.512948215007782
asfiksia,0.5126360654830933
terbunuhnya,0.5124512314796448
ditabrak,0.5112716555595398
musnahnya,0.5110148787498474
tenggelamnya,0.5831477642059326
tanker,0.57912677526474
keruk,0.5765895843505859
hivus,0.5688849091529846
eskorta,0.5681183934211731
samudraraksa,0.5679218769073486
pesiar,0.5668078064918518
menumpangi,0.562178909778595
pesiarnya,0.5390567779541016
onrust,0.5342339873313904
titanic,0.6031090617179871
hms,0.6011672019958496
tenggelamnya,0.5655032992362976
uss,0.5180370211601257
penenggelaman,0.5044478178024292
ship,0.49982351064682007
jenice,0.4946232736110687
yorktown,0.49369847774505615
tanker,0.4933064579963684
lusitania,0.49009549617767334
terkikis,0.6231412291526794
runtuh,0.6181835532188416
