,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Title
37,37,2,0.9989,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['provost', 'benny', 'ali', 'prank', 'dikerjai', 'terperangkap', 'skenario', 'pembunuhan', 'skenario', 'pembunuhan', 'benny', 'menyebut', 'skenario', 'membuatnya', 'terseret', 'ketahui', 'ketahui', 'terbawa', 'bawa', 'beritanya', 'dapatkan', 'prank', 'dikerjai', 'benny', 'kesaksian', 'terima', 'dapatkan', 'beda', 'sambung', 'benny', 'tewas', 'pasca', 'peristiwa', 'tepatnya', 'benny', 'menaruh', 'curiga', 'ihwal', 'menewaskan', 'yosua', 'benny', 'keributan', 'benny', 'menyebut', 'pernyataan', 'resmi', 'pembunuhan', 'yosua', 'keterangan', 'resmi', 'benny', 'menyadari', 'disusun', 'rekayasa', 'tahunya', 'tanggal', 'ribut', 'medsos', 'tanggal', 'pernyataan', 'resmi', 'rekayasa', 'benny', 'benny', 'dibohongi', 'rekayasa', 'sedih', 'terseret', 'sedih', 'menderita', 'benny', 'syok', 'istri', 'syok', 'sidang', 'syok', 'imbuh', 'jpu', 'persidangan', 'pembunuhan', 'yosua', 'terdakwa', 'crops', 'dst', 'hhqyz', 'xnesdkqqwb', 'jpeg', 'irfan', 'kamil', 'jpu', 'persidangan', 'pembunuhan', 'yosua', 'terdakwa', 'pembunuhan', 'sambo', 'peristiwa', 'pembunuhan', 'yosua', 'cerita', 'mengaku', 'yosua', 'magelang', 'sambo', 'pembunuhan', 'yosua', 'tewas', 'sambo', 'polri', 'jakarta', 'perbuatannya', 'sambo', 'ruf', 'pidana', 'sambo', 'jaksa', 'mendakwa', 'propam', 'terlibat', 'perintangan', 'proses', 'penyidikan', 'pengusutan', 'brigadir', 'ite', 'nomor', 'kuhp', 'mantan_karo', 'divisi_propam', 'ferdy_sambo', 'putri_candrawathi', 'dugaan_pembunuhan', 'berencana_nofriansyah', 'yosua_hutabarat', 'dugaan_pembunuhan', 'tembak_menembak', 'persidangan_pengadilan', 'negeri_jakarta', 'rumah_dinas', 'duren_jakarta', 'tembak_menembak', 'media_sosial', 'tembak_menembak', 'tembak_menembak', 'sang_istri', 'istri_syok', 'jaksa_penuntut', 'menghadirkan_saksi', 'pembunuhan_berencana', 'nofriansyah_yosua', 'hutabarat_brigadir', 'ferdy_sambo', 'putri_candrawathi', 'https_asset', 'kompas_com', 'data_photo', 'kompas_com', 'jaksa_penuntut', 'menghadirkan_saksi', 'pembunuhan_berencana', 'nofriansyah_yosua', 'hutabarat_brigadir', 'ferdy_sambo', 'putri_candrawathi', 'sambo_putri', 'didakwa_pembunuhan', 'berencana_brigadir', 'richard_eliezer', 'ricky_rizal', 'kuat_ruf', 'dakwaan_jaksa', 'richard_eliezer', 'menembak_brigadir', 'perintah_mantan', 'kepala_divisi', 'kadiv_propam', 'ferdy_sambo', 'putri_candrawathi', 'mengaku_dilecehkan', 'ferdy_sambo', 'marah_merencanakan', 'melibatkan_richard', 'eliezer_ricky', 'rizal_kuat', 'rumah_dinas', 'kompleks_polri', 'duren_jakarta', 'richard_eliezer', 'ferdy_sambo', 'putri_candrawathi', 'ricky_rizal', 'kuat_ruf', 'didakwa_melanggar', 'pasal_kuhp', 'subsider_pasal', 'kuhp_pasal', 'kuhp_pasal', 'kitab_undang', 'undang_hukum', 'kuhp_khusus', 'eks_kadiv', 'obstruction_justice', 'kematian_brigadir', 'dijerat_pasal', 'juncto_pasal', 'subsider_pasal', 'juncto_pasal', 'pasal_kuhp', 'subsider_pasal', 'juncto_pasal']","['terjebak', 'skenario', 'sambo', 'eks', 'karo', 'provost', 'diprank']"
38,38,2,0.9392,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['fakta', 'terkait', 'magelang', 'jawa', 'tewas', 'diracun', 'lambung', 'korban', 'ditemukan', 'zat', 'sianida', 'perkembangan', 'terbaru', 'kabid', 'dokkes', 'polda', 'jawa', 'kemarin', 'memimpin', 'mengambil', 'sampel', 'organ', 'tubuh', 'lambung', 'korban', 'diketemukan', 'zat', 'zat', 'bergolongan', 'sianida', 'plt', 'kapolresta', 'magelang', 'akbp', 'mochammad', 'sajarod', 'zakun', 'wartawan', 'mapolresta', 'magelang', 'dilansir', 'arsenik', 'kemarin', 'bersangkutan', 'tersangka', 'arsenik', 'ketemukan', 'organ', 'tubuh', 'sampelnya', 'golongan', 'sianida', 'sajarod', 'hasil', 'kemarin', 'sajarod', 'ditemukan', 'botol', 'mengandung', 'sisa', 'sianida', 'kemarin', 'cek', 'lab', 'hasilnya', 'sianida', 'terkait', 'bukti', 'arsenik', 'sajarod', 'menyebut', 'zat', 'kimia', 'dipakai', 'tersangka', 'menjalankan', 'aksi', 'pertamanya', 'tersangka', 'mencoba', 'meracuni', 'korban', 'gagal', 'zat', 'kimia', 'arsenik', 'percobaan', 'pembunuhan', 'kemarin', 'dicampurkan', 'minuman', 'dawet', 'pungkasnya', 'polisi_mengungkap', 'sekeluarga_mertoyudan', 'hasil_autopsi', 'hasil_autopsi', 'meninggal_dunia', 'olah_tkp']","['racun', 'tubuh', 'sekeluarga', 'magelang', 'dibunuh', 'arsenik', 'sianida']"
39,39,2,0.9986,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['anggota', 'tim', 'khusus', 'hidayat', 'lanjutan', 'nurpatria', 'kejanggalan', 'proses', 'penanganan', 'agus', 'terkait', 'pembunuhan', 'jaksel', 'agus', 'menewaskan', 'timsus', 'bergerak', 'menemukan', 'kejanggalan', 'kejanggalan', 'tanggal', 'kejanggalannya', 'jaksa', 'tanggal', 'kejadian', 'malam', 'peninjauan', 'turun', 'perintah', 'timsus', 'inspektorat', 'khusus', 'irsus', 'kegiatan', 'agus', 'agus', 'menyoroti', 'peristiwa', 'penolakan', 'keluarga', 'jambi', 'agus', 'menemukan', 'kejanggalan', 'peti', 'yosua', 'dibuka', 'peristiwa', 'ramai', 'tanggal', 'kejadian', 'jambi', 'penolakan', 'keluarga', 'jenazah', 'dibawa', 'dibuka', 'menolak', 'agus', 'timsus', 'tkp', 'pembunuhan', 'yosua', 'komplek', 'ditemukan', 'hilang', 'sepeti', 'proyektil', 'peluru', 'arah', 'tembakan', 'tanggal', 'tim', 'tkp', 'malam', 'temukan', 'proyektil', 'peluru', 'arah', 'tembakan', 'lakukan', 'tkp', 'labfor', 'agus', 'ketiga', 'timsus', 'rumah', 'rusak', 'agus', 'timsus', 'bergerak', 'pos', 'satpam', 'komplek', 'polri', 'cctv', 'rusak', 'laporan', 'laporan', 'cctv', 'rumah', 'rusak', 'malam', 'cctv', 'pos', 'satpam', 'rusak', 'agus', 'berangkat', 'kejanggalan', 'timsus', 'agus', 'bergerak', 'pemeriksaan', 'tkp', 'timsus', 'memeriksa', 'kejadian', 'pemeriksaan', 'tkp', 'semestinya', 'tkp', 'fungsinya', 'agus', 'halaman', 'agus_sariful', 'bersaksi_sidang', 'hendra_kurniawan', 'kombes_agus', 'kematian_brigadir', 'yosua_hutabarat', 'bersaksi_sidang', 'perintangan_penyidikan', 'obstruction_justice', 'pembunuhan_brigadir', 'yosua_hutabarat', 'peristiwa_penembakan', 'rumah_dinas', 'mantan_kadiv', 'propam_polri', 'ferdy_sambo', 'jenazah_yosua', 'jenazah_yosua', 'hendra_kurniawan', 'polri_duren', 'barang_bukti', 'barang_bukti', 'menerima_laporan', 'ferdy_sambo', 'mengecek_cctv', 'polri_duren', 'mengecek_cctv']","['saksi', 'timsus', 'polri', 'kejanggalan', 'penanganan', 'kematian', 'yosua']"
40,40,2,0.8194,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['perampokan', 'wanita', 'tanjungpinang', 'kepulauan', 'riau', 'kepri', 'modus', 'perampokan', 'berkenalan', 'korban', 'aplikasi', 'michat', 'pelaku', 'korban', 'berkenalan', 'aplikasi', 'michat', 'bertemu', 'bersepakat', 'motor', 'korban', 'perjalanan', 'pelaku', 'merampok', 'motor', 'handphone', 'korban', 'polresta', 'tanjungpinang', 'akp', 'ronny', 'burungudju', 'perampokan', 'korban', 'penganiayaan', 'pelaku', 'motor', 'ponselnya', 'dirampas', 'mengambil', 'handphone', 'motor', 'korban', 'pelaku', 'menendang', 'korban', 'terjatuh', 'mengakibatkan', 'luka', 'pelaku', 'merampas', 'handphone', 'motor', 'merk', 'honda', 'beat', 'korban', 'bersembunyi', 'kepolisian', 'menemukan', 'keberadaan', 'pelaku', 'pelaku', 'bersembunyi', 'pulau', 'sirai', 'mantang', 'bintan', 'pelaku', 'pencurian', 'diamankan', 'malam', 'bintan', 'tim', 'opsnal', 'jatanras', 'polresta', 'tanjungpinang', 'pelaku', 'diamankan', 'polresta', 'perbuatannya', 'pelaku', 'perampokan', 'kuhpidana', 'pencurian', 'polisi_menangkap', 'pria_berinisial', 'jalan_jalan', 'kasat_reskrim', 'tangan_kaki', 'membawa_kabur', 'milik_korban', 'pencurian_kekerasan', 'sat_reskrim', 'barang_bukti', 'dikenakan_pasal', 'pencurian_kekerasan']","['modus', 'berkenalan', 'via', 'michat', 'pria', 'tanjungpinang', 'rampok', 'motor', 'wanita']"
41,41,2,0.9329,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['motif', 'bule', 'inggris', 'bernama', 'gilles', 'thomas', 'allcard', 'william', 'mencuri', 'deus', 'canggu', 'terungkap', 'polisi', 'mengaku', 'tertarik', 'memiliki', 'polres', 'badung', 'iptu', 'ketut', 'sudana', 'jenis', 'yamaha', 'scorpio', 'mudah', 'lantaran', 'pemilik', 'memanaskan', 'mesin', 'halaman', 'cafe', 'deus', 'tersangka', 'mengaku', 'kali', 'deus', 'koleksi', 'kunci', 'dipanaskan', 'polres', 'badung', 'iptu', 'ketut', 'sudana', 'informasi', 'area', 'cafe', 'dijadikan', 'display', 'bebas', 'dikunjungi', 'pengunjung', 'workshop', 'bengkel', 'panit', 'kuta', 'ipda', 'made', 'wijaya', 'seizin', 'kapolsek', 'kuta', 'pelaku', 'mengaku', 'senang', 'motor', 'memiliki', 'satunya', 'motif', 'dalami', 'singkat', 'wijaya', 'korban', 'pemilik', 'motor', 'warga', 'negara', 'australia', 'staf', 'marketing', 'advisor', 'deus', 'canggu', 'kesempatan', 'motor', 'dipanaskan', 'kunci', 'nyantol', 'tersangka', 'gilles', 'resmi', 'ditahan', 'rutan', 'polsek', 'kuta', 'tersangka', 'beserta', 'motor', 'curian', 'diamankan', 'villa', 'kawasan', 'tibubeneng', 'kuta', 'ditangkap', 'jam', 'laporan', 'diterima', 'polisi', 'terkait', 'aksi', 'dugaan', 'pencurian', 'motor', 'deus', 'canggu', 'kuta', 'badung', 'sosial', 'berdasarkan', 'beredar', 'pelaku', 'santai', 'kabur', 'motor', 'pintu', 'manajemen', 'deus', 'menggelar', 'acara', 'cafe', 'memamerkan', 'koleksi', 'motor', 'motor', 'dicuri', 'sepeda_motor', 'motor_custom', 'kasi_humas', 'motor_custom', 'dibawa_kabur', 'kasi_humas', 'motor_custom', 'reskrim_polsek', 'motor_custom', 'rekaman_cctv', 'motor_custom', 'viral_media', 'rekaman_cctv', 'membawa_kabur', 'motor_custom']","['motif', 'bule', 'inggris', 'curi', 'motor', 'custom', 'deus', 'canggu', 'terungkap']"
42,42,2,0.485,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['unit', 'mengwi', 'badung', 'memburu', 'bule', 'pencurian', 'apotek', 'mengwitani', 'mengwi', 'badung', 'bali', 'merampas', 'obat', 'bule', 'diduga', 'laci', 'apotek', 'laporan', 'polisi', 'diterima', 'beraksi', 'mengalihkan', 'fokus', 'penjaga', 'toko', 'apotek', 'informasi', 'saksi', 'laci', 'petugas', 'bule', 'tolong', 'menukar', 'fasih', 'berbahasa', 'indonesia', 'kristina', 'pegawai', 'apotek', 'saksi', 'mata', 'kejadian', 'bertugas', 'malam', 'menyebut', 'berbagi', 'peran', 'rekaman', 'pemantau', 'bule', 'memakai', 'baju', 'hitam', 'berbaju', 'abu', 'abu', 'memakai', 'topi', 'baju', 'hitam', 'lancar', 'berbahasa', 'indonesia', 'kejadian', 'tolong', 'petugas', 'mencari', 'pecahan', 'uang', 'ditukarnya', 'saksi', 'pelaku', 'baju', 'hitam', 'uang', 'laci', 'cepat', 'terpantau', 'kamera', 'bingung', 'bule', 'baju', 'abu', 'cek', 'barang', 'bule', 'baju', 'hitam', 'mendekat', 'meja', 'nukar', 'uang', 'rak', 'obat', 'kejadian', 'cctv', 'kristina', 'ditemui', 'tersebar', 'pria', 'bule', 'memesan', 'obat', 'pria', 'berbincang', 'petugas', 'lihat', 'rak', 'obat', 'keterangan', 'bule', 'diduga', 'mengutil', 'obat', 'rak', 'memasukkannya', 'kantong', 'jaket', 'pria', 'diduga', 'membantu', 'mengecoh', 'fokus', 'petugas', 'selesai', 'beraksi', 'pergi', 'petugas', 'jaga', 'apotek', 'mengakui', 'pria', 'bule', 'masuk', 'memaksa', 'jam', 'operasional', 'dilayani', 'loket', 'toko', 'terkait', 'pengakuan', 'saksi', 'kapolsek', 'mengwi', 'kompol', 'nyoman', 'darsana', 'personelnya', 'penyelidikan', 'membenarkan', 'pelaku', 'memaksa', 'masuk', 'apotek', 'pergi', 'mengendarai', 'pencurian', 'benderang', 'pelaku', 'lidik', 'dugaan', 'motifnya', 'pelaku', 'ambil', 'barang', 'mengecoh', 'petugas', 'item', 'total', 'kerugian', 'ribu', 'darsana', 'reskrim_polsek', 'terduga_pelaku', 'mengambil_uang', 'terduga_pelaku', 'mengambil_barang', 'terduga_pelaku', 'mengambil_uang', 'terduga_pelaku', 'terduga_pelaku', 'mengambil_uang', 'kamera_cctv', 'media_sosial', 'petugas_jaga', 'membuka_pintu', 'membuka_pintu', 'terduga_pelaku', 'sepeda_motor']","['rampas', 'obat', 'bule', 'diduga', 'ambil', 'uang', 'apotek', 'mengwitani']"
43,43,2,0.9552,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['budi', 'hartono', 'pembunuh', 'mahasurya', 'yudi', 'widigdya', 'driver', 'ojek', 'online', 'ojol', 'bondowoso', 'berat', 'pembunuhan', 'dilakukannya', 'diduga', 'unsur', 'perencanaan', 'polres', 'bondowoso', 'akp', 'agus', 'purnomo', 'unsur', 'pembunuhan', 'terungkap', 'mengaku', 'pisau', 'lipat', 'pisau', 'berkukuran', 'disimpan', 'tasnya', 'dipakai', 'menusuk', 'korban', 'tersangka', 'mengaku', 'pisau', 'sengaja', 'dibawa', 'rumahnya', 'agus', 'fakta', 'agus', 'pelaku', 'pembunuhan', 'subs', 'pasal', 'perbuatan', 'mengakibatkan', 'matinya', 'pasal', 'ancamannya', 'berat', 'ringan', 'kurungan', 'papar', 'agus', 'driver', 'ojol', 'bondowoso', 'mahasurya', 'yusi', 'widigdya', 'warga', 'sumber', 'kalong', 'wonosari', 'bondowoso', 'korban', 'ditemukan', 'darah', 'rumah', 'kontrakannya', 'jalan', 'sugiono', 'kademangann', 'budi', 'hartono', 'nekat', 'membunuh', 'korban', 'dipergoki', 'berdua', 'istri', 'korban', 'pelaku', 'selingkuhan', 'istri', 'korban', 'pembunuhan', 'korban', 'pulang', 'rumah', 'rumah', 'korban', 'mendapati', 'istrinya', 'berduaan', 'pelaku', 'terima', 'korban', 'memarahi', 'memukul', 'istrinya', 'selingkuhan', 'istrinya', 'membela', 'menikam', 'korban', 'kali', 'tewas', 'terancam_hukuman', 'kasat_reskrim', 'pembunuhan_berencana', 'pelaku_dijerat', 'pasal_kuhp', 'pembunuhan_berencana', 'hukuman_mati', 'seumur_hidup', 'ditemukan_tewas', 'ditemukan_tewas', 'bersimbah_darah', 'polisi_menangkap', 'berkali_kali']","['driver', 'ojol', 'dibunuh', 'selingkuhan', 'istri', 'pelaku', 'terancam', 'hukuman', 'mati']"
44,44,2,0.9974,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['mobil', 'toyota', 'kijang', 'innova', 'milik', 'anggota', 'dprd', 'batam', 'sasaran', 'maling', 'modus', 'pecah', 'kaca', 'mobil', 'tas', 'berisi', 'surat', 'unit', 'handphone', 'raib', 'digondol', 'maling', 'aksi', 'pecah', 'kaca', 'anggota', 'komisi', 'iii', 'dprd', 'batam', 'tumbur', 'hutasoit', 'memarkirkan', 'mobilnya', 'halaman', 'gereja', 'hkbp', 'legenda', 'batam', 'batam', 'mengikuti', 'rapat', 'dikagetkan', 'kondisi', 'kaca', 'mobil', 'pecah', 'rapat', 'gereja', 'hkbp', 'legenda', 'pulang', 'liat', 'kaca', 'kiri', 'mobil', 'pecah', 'tumbur', 'kejadian', 'menimpanya', 'tumbur', 'mengaku', 'menghitung', 'kerugian', 'menimpanya', 'peristiwa', 'dilaporkan', 'polsek', 'batam', 'laporan', 'polisi', 'total', 'kerugian', 'unit', 'handphone', 'tas', 'isi', 'surat', 'diambil', 'polsek', 'batam', 'ipda', 'muhammad', 'yudha', 'firmansyah', 'laporan', 'kejadian', 'diterima', 'kejadian', 'korban', 'laporan', 'diterima', 'mengembangkan', 'laporan', 'mengumpulkan', 'terkait', 'kejadian', 'perkembangan', 'yudha', 'kanit_reskrim', 'olah_tkp', 'barang_bukti']","['anggota', 'dprd', 'batam', 'korban', 'pencurian', 'modus', 'pecah', 'kaca', 'mobil']"
45,45,2,0.7313,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['komisi', 'dprd', 'anggara', 'wicitra', 'sastroamidjojo', 'mendesak', 'pemerintah', 'provinsi', 'memperbanyak', 'kamera', 'pengawas', 'cctv', 'sehubungan', 'munculnya', 'gunung', 'sahari', 'mengupayakan', 'aman', 'kriminalitas', 'inginnya', 'cepat', 'terungkap', 'pemprov', 'andil', 'memperbanyak', 'titik', 'cctv', 'anggara', 'anggara', 'pemprov', 'andil', 'mencegah', 'aksi', 'kriminalitas', 'pasalnya', 'penculikan', 'berusia', 'enam', 'dinyatakan', 'hilang', 'terungkap', 'anggara', 'menyebut', 'keberadaan', 'cctv', 'upaya', 'preventif', 'tindak', 'kejahatan', 'membantu', 'penegak', 'hukum', 'menjalankan', 'tugasnya', 'cctv', 'pelaku', 'berpikir', 'kali', 'kejahatan', 'penculikan', 'penambahan', 'titik', 'cctv', 'kriminalitas', 'marak', 'direduksi', 'marak', 'tawuran', 'narkoba', 'pencurian', 'upayakan', 'dikurangi', 'pemprov', 'dki', 'berkoordinasi', 'kepolisian', 'penentuan', 'titik', 'pemasangannya', 'anggara', 'jakarta', 'kombes', 'komarudin', 'diculik', 'tersangka', 'iwan', 'sumarno', 'alias', 'jacky', 'alias', 'herman', 'alias', 'yudi', 'korban', 'kejadian', 'berwajib', 'langsung', 'pencarian', 'korban', 'penculikan', 'sosial', 'pelaku', 'penculikan', 'tertangkap', 'kamera', 'pengawas', 'cctv', 'menculik', 'korban', 'berinisial', 'bajaj', 'berhasil', 'ditemukan', 'personel', 'jakarta', 'pusat', 'kawasan', 'pasar', 'cipadu', 'tangerang', 'malam', 'korban', 'langsung', 'dibawa', 'polri', 'kramat', 'jati', 'menjalani', 'pemeriksaan', 'kesehatan', 'diculik', 'petugas', 'visum', 'korban', 'hasilnya', 'korban', 'mengalami', 'mengalami', 'tindakan', 'pelaku', 'penculikan', 'wakil_ketua', 'dki_jakarta', 'dki_jakarta', 'jakarta_pusat', 'dki_jakarta', 'dki_jakarta', 'kapolres_metro', 'jakarta_pusat', 'tua_korban', 'melaporkan_kejadian', 'viral_media', 'satreskrim_polres', 'metro_jakarta', 'rumah_sakit', 'kekerasan_fisik']","['kurangi', 'penculikan', 'tawuran', 'narkoba', 'pencurian', 'psi', 'dki', 'perbanyak', 'cctv']"
46,46,2,0.9983,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['pelajar', 'woja', 'dompu', 'nusa', 'ntb', 'berniat', 'memperkosa', 'temannya', 'mengajak', 'korban', 'niat', 'jahat', 'gagal', 'korban', 'dipergoki', 'warga', 'kejadiannya', 'malam', 'ditangkap', 'malam', 'kapolsek', 'woja', 'ipda', 'zainal', 'arifin', 'upaya', 'percobaan', 'pemerkosaan', 'ajakan', 'korban', 'berkeliling', 'larut', 'malam', 'pelaku', 'mengantar', 'korban', 'pulang', 'rumah', 'membawa', 'korban', 'sepi', 'modusnya', 'korban', 'korban', 'dijemput', 'rumahnya', 'jam', 'pulang', 'perjalanan', 'pulang', 'diantar', 'rumah', 'korban', 'sepi', 'jalan', 'sepi', 'korban', 'ditolak', 'pelaku', 'geram', 'penolakan', 'langsung', 'menelanjangi', 'korban', 'korban', 'warga', 'mendengar', 'teriakan', 'langsung', 'menyelamatkan', 'korban', 'pelaku', 'melarikan', 'pelaku', 'nekat', 'menelanjangi', 'korban', 'korban', 'berteriak', 'didengar', 'warga', 'pelaku', 'panik', 'melarikan', 'pelaku', 'diamankan', 'mempertanggung', 'jawabkan', 'perbuatannya', 'zainal', 'jalan_jalan', 'jalan_jalan', 'korban_diajak', 'jalan_jalan', 'korban_diajak', 'korban_diajak', 'hubungan_badan', 'berteriak_tolong', 'berteriak_tolong', 'terduga_pelaku']","['diajak', 'jalan', 'jalan', 'remaja', 'dompu', 'korban', 'percobaan', 'pemerkosaan']"
47,47,2,0.8794,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['kejaksaan', 'kejati', 'menyelesaikan', 'diselesaikan', 'pencurian', 'membeli', 'susu', 'bidang', 'penyelesaian', 'perkara', 'keadilan', 'restoratif', 'kejaksaan', 'meliputi', 'kejaksaan', 'negeri', 'menyelesaikan', 'perkara', 'perkara', 'kejati', 'patris', 'yusran', 'jaya', 'refleksi', 'kejaksaan', 'dki', 'diselesaikan', 'nilainya', 'memiliki', 'ancaman', 'pidana', 'korban', 'memaafkan', 'pelaku', 'kerugian', 'mencuri', 'makan', 'mencuri', 'anaknya', 'sakit', 'mencuri', 'tuanya', 'sakit', 'mencuri', 'anaknya', 'beli', 'susu', 'mencuri', 'kaya', 'dasar', 'kemanusiaan', 'upayakan', 'penyelesaiannya', 'mekanisme', 'mengesampingkan', 'kepentingan', 'korban', 'paparnya', 'perdamaian', 'sepakat', 'diteruskan', 'penuntutannya', 'pengadilan', 'imbuhnya', 'berdasarkan', 'data', 'perkara', 'diusulkan', 'kejati', 'dki', 'perkara', 'ditindak', 'pidana', 'dikabulkan', 'rinci', 'cek', 'memenuhi', 'syarat', 'syarat', 'pertimbangkan', 'dilanjutkan', 'tahap', 'penuntutan', 'tuntut', 'ringan', 'patris', 'menyelesaikan', 'perkara', 'metode', 'mengutamakan', 'korban', 'menurutnya', 'tujuan', 'melindungi', 'korban', 'korban', 'kesampingkan', 'dasarnya', 'tujuan', 'melindungi', 'korban', 'korbannya', 'kerugiannya', 'pulihkan', 'memaafkan', 'ikhlas', 'paksaan', 'dipenjara', 'proses', 'hukumnya', 'restorative_justice', 'tindak_pidana', 'dki_jakarta', 'wakil_ketua', 'konferensi_pers', 'dki_jakarta', 'tindak_pidana', 'penegakan_hukum']","['kejati', 'dki', 'selesaikan', 'restorative', 'justice']"
48,48,2,0.4963,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['pria', 'diduga', 'mencuri', 'ruang', 'pendingin', 'cold', 'storage', 'gudang', 'kompleks', 'pergudangan', 'jalan', 'mayjend', 'sungkono', 'sekarkurung', 'kebomas', 'gresik', 'jawa', 'perusahaan', 'ditaksir', 'mengalami', 'akibat', 'pencurian', 'ketiga', 'tersangka', 'hidayat', 'taufiq', 'warga', 'denanyar', 'jombang', 'suyanto', 'warga', 'lumpur', 'gresik', 'satrio', 'warga', 'bungah', 'gresik', 'kepala', 'kepolisian', 'resor', 'kapolres', 'gresik', 'akbp', 'mochamad', 'tindak', 'pencurian', 'penanggung', 'gudang', 'dilaporkan', 'kepolisian', 'pelaku', 'menghentikan', 'aktivitas', 'pencuriannya', 'shalat', 'jumatan', 'tkp', 'hidayat', 'suyanto', 'satrio', 'menerima', 'orderan', 'kendaraan', 'pikap', 'miliknya', 'disewa', 'pelaku', 'masuk', 'gudang', 'penyimpanan', 'bahan', 'beku', 'kepergok', 'penanggung', 'gudang', 'maksud', 'tujuan', 'keberadaan', 'berdua', 'ruang', 'cool', 'storage', 'kenal', 'tersangka', 'mantan', 'helper', 'perusahaan', 'aktivitas', 'memotong', 'mesin', 'pendingin', 'cold', 'storage', 'evaporator', 'las', 'listrik', 'curiga', 'gelagat', 'aneh', 'dijumpai', 'penanggung', 'gudang', 'lantas', 'menghubungi', 'satpam', 'pengecekan', 'inventarisir', 'unit', 'mesin', 'evaporator', 'unit', 'kondensor', 'lantai', 'rak', 'besi', 'meter', 'pipa', 'tembaga', 'meter', 'hilang', 'pemeriksaan', 'tertangkap', 'tangan', 'mengaku', 'pencurian', 'masuk', 'gudang', 'gerbang', 'mencongkel', 'grendel', 'pintu', 'miliknya', 'seizin', 'pemilik', 'merusak', 'barang', 'disita', 'polisi', 'aksi', 'kejahatan', 'set', 'blander', 'alat', 'pemotong', 'besi', 'tabung', 'gas', 'elpiji', 'ukuran', 'kilogram', 'tabung', 'oksigen', 'ukuran', 'tujuh', 'kubik', 'unit', 'evaporator', 'terpotong', 'telepon', 'genggam', 'potongan', 'besi', 'rak', 'lantai', 'ukuran', 'meter', 'tersangka', 'ringkus', 'kuhp', 'polisi_mengamankan', 'kerugian_juta', 'nur_azis', 'nur_azis', 'nur_azis', 'nur_azis', 'mengambil_barang', 'nur_azis', 'barang_bukti', 'dijerat_pasal', 'nur_azis']","['pencurian', 'gudang', 'pendingin', 'gresik', 'pelaku', 'ditangkap', 'kerugian', 'capai', 'juta']"
