,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Title
111,111,5,0.411,"pasal, terdakwa, kekerasan_seksual, pembunuhan, pidana, irfan, perkara, tindak_pidana, bharada, keluarga, kuhp, terkait, perempuan, pasal_kuhp, persidangan, hukum, lpsk, saksi","['putri', 'sri', 'susuhunan', 'xiii', 'gray', 'lelyana', 'dewi', 'melaporkan', 'pencurian', 'kasunanan', 'surakarta', 'hadiningrat', 'jawa', 'devi', 'sapto', 'dumadi', 'ragil', 'pencurian', 'dilaporkan', 'diterima', 'kepolisian', 'mengadukan', 'dugaan', 'pencurian', 'dugaan', 'tribunsolo', 'com', 'aduan', 'pencurian', 'berbuah', 'surat', 'tanda', 'bukti', 'penerimaan', 'pengaduan', 'nomor', 'stbp', 'xii', 'reskrim', 'dugaan', 'pencurian', 'terkait', 'nominal', 'sapto', 'nominal', 'dicuri', 'devi', 'total', 'devi', 'lapornya', 'nominal', 'kerugian', 'pelapor', 'identifikasi', 'dicuri', 'keperluan', 'penyidikan', 'identifikasi', 'lengkapi', 'penyidik', 'pungkasnya', 'dicuri', 'diduga', 'memiliki', 'nilai', 'historis', 'mahal', 'dijual', 'peninggalan', 'xii', 'dicuri', 'perak', 'kuningan', 'cangkir', 'identifikasi', 'nilai', 'historis', 'hilang', 'putri', 'gray', 'devi', 'lelyana', 'dewi', 'dicuri', 'pribadinya', 'peninggalan', 'xii', 'dicuri', 'benda', 'berbahan', 'perak', 'kuningan', 'tinggal', 'hilang', 'pribadi', 'perhiasan', 'gelang', 'kalung', 'jarik', 'jarik', 'kuno', 'kamar', 'dikutip', 'com', 'devi', 'hilang', 'dicuri', 'harganya', 'mencapai', 'barang', 'koleksi', 'barang', 'jarik', 'kuno', 'masuk', 'koleksi', 'harganya', 'dipatok', 'jutaan', 'terangnya', 'devi', 'pencurian', 'laporkan', 'langsung', 'wilayahnya', 'laporan', 'perihal', 'keputren', 'pribadi', 'kemasukan', 'maling', 'imbuhnya', 'kasatreskrim', 'kompol', 'laporan', 'pencurian', 'barang', 'keraton', 'surakarta', 'diterima', 'laporan', 'kemarin', 'terima', 'penyelidikan', 'menyebut', 'pencurian', 'tim', 'penyidik', 'fokus', 'membuktikan', 'pencurian', 'membuktikan', 'barang', 'hilang', 'milik', 'pemiliknya', 'periksa', 'menyelidiki', 'klarifikasi', 'menentukan', 'barang', 'barang', 'dugaan', 'pencurian', 'peristiwa', 'tindakan', 'pembuktian', 'pencurian', 'polisi', 'kejadian', 'menurutnya', 'kendala', 'menangani', 'pencurian', 'langsung', 'dilaporkan', 'agendakan', 'tkp', 'menentukan', 'barangnya', 'dimana', 'tempatnya', 'dimana', 'hilangnya', 'penyelidikan', 'bebernya', 'paku_buwono', 'lingkungan_keraton', 'mapolresta_solo', 'kuasa_hukum', 'pencurian_kekerasan', 'tindak_pidana', 'barang_barang', 'berdasarkan_keterangan', 'kerugian_juta', 'gusti_devi', 'kerugian_juta', 'barang_hilang', 'barang_barang', 'paku_buwono', 'barang_barang', 'keraton_solo', 'barang_barang', 'paku_buwono', 'barang_barang', 'dikutip_kompas', 'barang_barang', 'ratusan_juta', 'polresta_solo', 'djohan_andika', 'djohan_andika', 'barang_hilang', 'barang_barang', 'olah_kejadian', 'perkara_tkp']","['pencurian', 'keraton', 'solo', 'dilaporkan', 'polisi', 'barang', 'pribadi', 'peninggalan', 'hilang', 'dicuri']"
112,112,2,0.9982,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['mayat', 'wanita', 'bertato', 'kupu', 'kupu', 'tangerang', 'banten', 'korban', 'pembunuhan', 'korban', 'bernaman', 'elis', 'sugiarti', 'warga', 'perum', 'taman', 'rempoa', 'indah', 'ciputat', 'tangerang', 'dugaan', 'elis', 'dibunuh', 'berdasarkan', 'dimana', 'luka', 'tubuh', 'korban', 'ditemukan', 'korban', 'kondisi', 'tertutup', 'seprai', 'bed', 'cover', 'bermotif', 'terikat', 'tali', 'plastik', 'lakban', 'merah', 'tangerang', 'kombes', 'zain', 'dwi', 'nugroho', 'ditemukan', 'tewas', 'mengambang', 'elis', 'pergi', 'mobilnya', 'korban', 'tanggal', 'suaminya', 'rene', 'tumbelaka', 'zain', 'keterangan', 'suaminya', 'elis', 'pergi', 'rumahnya', 'disewa', 'kawasan', 'tangerang', 'pergi', 'membawa', 'mobil', 'honda', 'hrv', 'pergi', 'rumahnya', 'sewa', 'perum', 'grand', 'pinang', 'senayan', 'pondok', 'pucung', 'pondok', 'aren', 'tangerang', 'zain', 'polisi', 'berhasil', 'mengidentifikasi', 'jenazah', 'sang', 'suami', 'kalung', 'emas', 'dikenakannya', 'sidik', 'kari', 'ciri', 'menempel', 'tubuh', 'wanita', 'tengkuk', 'leher', 'tato', 'kupu', 'kupu', 'tato', 'teratai', 'dada', 'kiri', 'korban', 'menurutnya', 'jenazah', 'elis', 'selesai', 'rsud', 'tangerang', 'tanggal', 'jenazahnya', 'diambil', 'keluarganya', 'dimakamkan', 'tanggal', 'autopsi', 'tim', 'gabungan', 'tangerang', 'tangsel', 'zain', 'korban', 'ditemukan', 'warga', 'mencari', 'ikan', 'babakan', 'tangerang', 'tangerang', 'banten', 'identitas', 'korban', 'terungkap', 'tim', 'gabungan', 'polres', 'tangerang', 'polres', 'tangerang', 'menyelidiki', 'pelaku', 'mengungkap', 'motif', 'pembunuhan', 'wanita', 'kepolisian', 'pemeriksaan', 'saksi', 'mengungkap', 'saksi', 'menemukan', 'jenazah', 'saksi', 'keluarga', 'mengakui', 'zain', 'sungai_cisadane', 'hasil_pemeriksaan', 'kapolres_metro', 'ditemukan_tewas', 'sungai_cisadane', 'dilaporkan_hilang', 'ciri_ciri', 'hasil_autopsi', 'hasil_autopsi', 'hasil_penyelidikan', 'polres_metro', 'jasad_korban', 'sungai_cisadane', 'polres_metro']","['wanita', 'bertato', 'kupu', 'kupu', 'pergi', 'pakai', 'mobil', 'ditemukan', 'tewas', 'sungai', 'cisadane']"
113,113,2,0.8201,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['pedagang', 'tempe', 'bernama', 'mundirin', 'raib', 'digasak', 'maling', 'peristiwa', 'halaman', 'masjid', 'muhajirin', 'kelapa', 'tangerang', 'mundirin', 'salat', 'iya', 'hilang', 'motor', 'ngajar', 'jualan', 'munjirin', 'wartawan', 'mundirin', 'kejadian', 'memarkirkan', 'motor', 'jenis', 'beat', 'halaman', 'masjid', 'mundirin', 'lupa', 'motornya', 'kondisi', 'stang', 'terkunci', 'mundirin', 'masuk', 'masjid', 'menunaikan', 'salat', 'abis', 'salat', 'motornya', 'mundirin', 'mundirin', 'kebingungan', 'saksi', 'bernama', 'jehan', 'menghampirinya', 'berbincang', 'kejadian', 'jehan', 'pelaku', 'membawa', 'motor', 'milik', 'mundirin', 'jehan', 'mengaku', 'berani', 'meneriaki', 'maling', 'takut', 'menduga', 'kulitnya', 'hitam', 'gendut', 'pas', 'nyalain', 'motor', 'pelaku', 'pakai', 'helm', 'curiga', 'jamaah', 'salat', 'pelaku', 'pergi', 'membawa', 'motor', 'kayaknya', 'modusnya', 'korban', 'lengah', 'salat', 'langsung', 'beraksi', 'jehan', 'korban', 'langsung', 'melapor', 'polsek', 'kelapa', 'penyelidikan', 'sepeda_motor', 'motor_milik']","['motor', 'pedagang', 'tempe', 'kelapa', 'tangerang', 'digasak', 'maling', 'salat']"
114,114,2,0.9985,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['jalan', 'sodanco', 'supriyadi', 'jawa', 'sasaran', 'perampokan', 'istri', 'menjaga', 'perhiasan', 'milik', 'istri', 'wulandari', 'raib', 'dirampas', 'pelaku', 'dilaporkan', 'nekat', 'kejadian', 'terluka', 'peristiwa', 'kondisi', 'mengalami', 'psikologis', 'kondisi', 'namanya', 'syok', 'psikologi', 'fisik', 'kejadian', 'memaksa', 'perhiasan', 'diancam', 'sajam', 'mengancam', 'melukai', 'perhiasan', 'ancaman', 'melukai', 'istri', 'tangan', 'diikat', 'mulut', 'dilakban', 'todongan', 'dipaksa', 'perhiasan', 'berhasil', 'menemukan', 'juta', 'perhiasan', 'berharga', 'perampok', 'feti', 'tengkurap', 'lantai', 'pelaku', 'telepon', 'pintar', 'milik', 'santoso', 'ponsel', 'iya', 'perhiasan', 'ponsel', 'keterangan', 'personel', 'mengaku', 'perampok', 'perampok', 'penjaga', 'mengaku', 'api', 'wali', 'korek', 'api', 'menyerupai', 'api', 'pelaku', 'polisi', 'mengantongi', 'pelaku', 'perampokan', 'beraksi', 'rumah', 'wali', 'blitar', 'kombes', 'dirmanto', 'saksi', 'menyebut', 'kelompok', 'pelaku', 'mobil', 'berpelat', 'merah', 'saksi', 'pelaku', 'mobil', 'innova', 'hitam', 'berpelat', 'merah', 'selidiki', 'menyebut', 'saksi', 'pelaku', 'menurutnya', 'saksi', 'pelaku', 'memakai', 'topi', 'berwarna', 'hijau', 'berambut', 'cepak', 'memakai', 'bahasa', 'indonesia', 'berkomunikasi', 'saksi', 'pelaku', 'jaket', 'warna', 'krem', 'lambang', 'bendera', 'indonesia', 'tim', 'gabungan', 'polres', 'blitar', 'dibantu', 'jatanras', 'dit', 'reskrimum', 'penyelidikan', 'rumah_dinas', 'wali_blitar', 'menyekap_wali', 'blitar_santoso', 'anggota_satpol', 'uang_tunai', 'senilai_juta', 'santoso_feti', 'kawanan_perampok', 'merusak_cctv', 'kondisi_wali', 'santoso_istrinya', 'syok_trauma', 'kapolres_blitar', 'akbp_argowiyono', 'santoso_feti', 'kondisi_wali', 'syok_trauma', 'santoso_feti', 'penyimpanan_uang', 'penyimpanan_uang', 'barang_berharga', 'senjata_tajam', 'santoso_feti', 'penyimpanan_uang', 'uang_tunai', 'kawanan_perampok', 'santoso_feti', 'rumah_dinas', 'membawa_kabur', 'uang_tunai', 'satpol_berjaga', 'rumah_dinas', 'kawanan_perampok', 'membawa_senjata', 'kawanan_perampok', 'membawa_senjata', 'senjata_api', 'senjata_tajam', 'senjata_api', 'ciri_ciri', 'ciri_ciri', 'rumah_dinas', 'wali_blitar', 'kabid_humas', 'polda_jatim', 'hasil_pemeriksaan', 'sat_reskrim', 'polda_jatim']","['wali', 'blitar', 'sang', 'istri', 'syok', 'trauma', 'disekap', 'ditodong', 'sajam', 'komplotan', 'perampok']"
115,115,2,0.8375,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['menampilkan', 'aksi', 'pemuda', 'mencuri', 'enam', 'jalan', 'letda', 'sudjono', 'deli', 'serdang', 'heboh', 'warga', 'polisi', 'menyelidiki', 'amatan', 'cctv', 'berdurasi', 'menit', 'pelaku', 'membobol', 'gembok', 'besi', 'rumah', 'warga', 'pelaku', 'ketiga', 'pelaku', 'pintu', 'besi', 'kondisi', 'stang', 'terkunci', 'dibobol', 'pelaku', 'membawa', 'menunggu', 'berhasil', 'didorong', 'enam', 'unit', 'rumah', 'raib', 'gunawan', 'sinaga', 'pemilik', 'rumah', 'kejadian', 'keluarganya', 'berkunjung', 'rumah', 'enam', 'motor', 'diambil', 'motor', 'dibeli', 'gunawan', 'mengaku', 'motor', 'hilang', 'kakaknya', 'rumah', 'pintu', 'besi', 'rumah', 'terbuka', 'motor', 'raib', 'cctv', 'enam', 'pelaku', 'perempuan', 'polanya', 'bertugas', 'mencuri', 'motor', 'membawa', 'motor', 'mendorong', 'motor', 'dicuri', 'berangkat', 'peristiwa', 'nomor', 'laporan', 'polrestabes', 'medan', 'polda', 'sumatera', 'tuan', 'iptu', 'simamora', 'laporan', 'ditindaklanjuti', 'selidiki', 'pelaku', 'komplotan', 'pencuri', 'pastinya', 'buru', 'rekaman_cctv', 'sepeda_motor', 'percut_sei', 'membuka_pintu', 'sepeda_motor', 'sepeda_motor', 'dibawa_kabur', 'sepeda_motor', 'mencuri_motor', 'polsek_percut', 'sei_tuan', 'xii_spkt', 'polsek_percut', 'sei_tuan', 'kanit_reskrim', 'polsek_percut', 'sei_tuan', 'menerima_laporan']","['heboh', 'aksi', 'kelompok', 'pemuda', 'curi', 'motor', 'rumah', 'warga', 'deli', 'serdang']"
116,116,2,0.9533,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['membunuh', 'wanita', 'open', 'korban', 'sidoarjo', 'menjual', 'curian', 'surabaya', 'setelahnya', 'kabur', 'ponorogo', 'pelaku', 'rudi', 'kuli', 'bangunan', 'sumber', 'rejeki', 'bandar', 'mataram', 'lampung', 'pelarian', 'rudi', 'mengakui', 'mencekik', 'korban', 'terkulai', 'lemas', 'meninggalkannya', 'busana', 'korban', 'ikat', 'tali', 'rafia', 'kabur', 'mengaku', 'menggasak', 'korban', 'korban', 'jual', 'surabaya', 'modal', 'kabur', 'ponorogo', 'dijual', 'surabaya', 'dipakai', 'biaya', 'kabur', 'ponorogo', 'kapolresta', 'sidoarjo', 'kombes', 'kusumo', 'wahyu', 'bintoro', 'polisi', 'pelaku', 'korban', 'jatuh', 'berupaya', 'kabur', 'kos', 'korban', 'sidoarjo', 'dijual', 'surabaya', 'perhiasan', 'korban', 'jatuh', 'pelaku', 'meninggalkan', 'pembunuhan', 'kusumo', 'pelaku', 'kabur', 'ratusan', 'kilometer', 'pembunuhan', 'keberadaanya', 'terlacak', 'polisi', 'bersembunyi', 'polisi', 'menangkapnya', 'pelaku', 'ditangkap', 'rumah', 'kerabatnya', 'cepoko', 'ngrayun', 'ponorogo', 'polisi', 'membawa', 'pelaku', 'sidoarjo', 'pelaku', 'kusumo', 'wanita', 'surabaya', 'berinisial', 'ditemukan', 'busana', 'terikat', 'kosnya', 'dusun', 'buntut', 'mojoruntut', 'krembung', 'sidoarjo', 'bugil', 'tangan', 'kakinya', 'terikat', 'tali', 'rafia', 'mulutnya', 'dibekap', 'handuk', 'warna', 'biru', 'wanita', 'dinyatakan', 'meninggal', 'dibawa', 'puskesmas', 'dirujuk', 'rumah', 'terdekat', 'membawa_kabur', 'kalung_milik', 'ditangkap_polisi', 'tangan_kaki', 'milik_korban', 'kalung_milik', 'kalung_milik', 'kalung_milik', 'pelaku_dijerat', 'pasal_kuhp', 'pasal_kuhp', 'ancaman_penjara', 'kamar_mandi', 'rumah_sakit']","['pembunuh', 'wanita', 'open', 'jual', 'korban', 'surabaya', 'kabur', 'ponorogo']"
117,117,0,0.5409,"ferdy_sambo, eliezer, yosua, sambo, putri, pembunuhan, putri_candrawathi, kuat, kuat_ruf, hakim, ricky, ricky_rizal, terdakwa, mengaku, sidang, saudara, richard, richard_eliezer","['istri', 'kekeh', 'mengaku', 'korban', 'pemerkosaan', 'hutabarat', 'magelang', 'jawa', 'hadapan', 'putri', 'mengklaim', 'dibanting', 'kali', 'dilansir', 'putri', 'pembunuhan', 'maruf', 'jaksel', 'putri', 'keterangannya', 'menangis', 'sidang', 'putri', 'perihal', 'prosedur', 'pemakaman', 'putri', 'mengaku', 'hakim', 'syarat', 'syaratnya', 'satunya', 'catatan', 'buruk', 'kariernya', 'menilai', 'kesaksian', 'putri', 'kepolisian', 'penghargaan', 'bersangkutan', 'cemar', 'noda', 'catatan', 'karirnya', 'hakim', 'hakim', 'melanjutkan', 'yosua', 'putri', 'yosua', 'kepolisian', 'kejanggalan', 'hakim', 'pelecehan', 'melanjutkan', 'laporan', 'polisi', 'putri', 'pelecehan', 'polres', 'jaksel', 'hakim', 'disetop', 'faktanya', 'almarhum', 'yosua', 'kebesaran', 'kepolisian', 'seandainya', 'saudara', 'pelecehan', 'saudara', 'hakim', 'mendengar', 'penjelasan', 'hakim', 'putri', 'kekeh', 'bersikeras', 'yosua', 'pemerkosaan', 'mulia', 'yosua', 'pengancaman', 'penganiayaan', 'membanting', 'kali', 'putri', 'menangis', 'pernyataannya', 'putri', 'penghargaan', 'yosua', 'memperkosa', 'istri', 'polisi', 'polri', 'pemakaman', 'polri', 'penghargaan', 'perkosaan', 'penganiayaan', 'pengancaman', 'bhayangkari', 'imbuh', 'putri', 'putri_candrawathi', 'ferdy_sambo', 'brigadir_yosua', 'majelis_hakim', 'saksi_sidang', 'terdakwa_bharada', 'richard_eliezer', 'bripka_ricky', 'rizal_kuat', 'anggota_polri', 'masuk_akal', 'yosua_dimakamkan', 'yosua_dimakamkan', 'majelis_hakim', 'mabes_polri', 'yosua_dimakamkan', 'pelecehan_seksual', 'mohon_maaf', 'mohon_izin', 'kekerasan_seksual', 'institusi_polri']","['kekeh', 'putri', 'chandrawathi', 'ngaku', 'korban', 'pemerkosaan', 'mendiang', 'yosua']"
118,118,2,0.9973,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['aksi', 'turun', 'jalan', 'aremania', 'menyuarakan', 'usut', 'tuntas', 'malang', 'malang', 'lintas', 'macet', 'aremania', 'macetnya', 'lintas', 'gambaran', 'penanganan', 'sampek', 'koyok', 'ngene', 'pelaku', 'pelakune', 'tertangkap', 'aremania', 'bareng', 'indra', 'bogel', 'jalan', 'ijen', 'malang', 'aremania', 'indra', 'aksi', 'kejelasan', 'tuntutan', 'aremana', 'berangkat', 'jakarta', 'tuntutan', 'kejelasan', 'arek', 'arek', 'sing', 'budal', 'nang', 'jakarta', 'istilahe', 'diruwet', 'dibikin', 'ruwet', 'aksi', 'berlipat', 'ganda', 'spesifik', 'kemacetan', 'malang', 'malang', 'imbas', 'aksi', 'aremania', 'indra', 'gambaran', 'penanganan', 'macet', 'iki', 'menggambarkan', 'penanganan', 'macet', 'penanganan', 'berjalan', 'lancar', 'insyallah', 'arek', 'arek', 'nggak', 'turun', 'jalan', 'macet', 'indra', 'tuntutan', 'aremania', 'usut', 'tuntas', 'aremania', 'menganggap', 'pelaku', 'polri', 'pelaku', 'pelaku', 'sik', 'ditambah', 'tutuk', 'opo', 'sing', 'direkomendasikno', 'tgipf', 'direkomendasikan', 'tgipf', 'aremania', 'menuntut', 'rekonstruksi', 'ulang', 'tragedi', 'kemanusiaan', 'penerapan', 'pasal', 'tambahan', 'terkait', 'pembunuhan', 'pembunuhan', 'rekonstruksi', 'ulang', 'penambahan', 'pasal', 'penambahan', 'tersangka', 'gurung', 'tuntas', 'tragedi_kanjuruhan', 'tragedi_kanjuruhan', 'tragedi_kanjuruhan', 'tragedi_kanjuruhan', 'tragedi_kanjuruhan', 'tragedi_kanjuruhan', 'tragedi_kanjuruhan', 'ditetapkan_tersangka', 'tragedi_kanjuruhan', 'dijadikan_tersangka', 'pembunuhan_berencana']","['macet', 'imbas', 'aksi', 'gambaran', 'penanganan', 'tragedi', 'kanjuruhan', 'jalan']"
119,119,2,0.9515,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['remaja', 'perempuan', 'berusia', 'ditemukan', 'perkebunan', 'pisang', 'kawasan', 'klapanunggal', 'bogor', 'jawa', 'jabar', 'korban', 'pemerkosaan', 'pencurian', 'pelakunya', 'kronologis', 'kejadiannya', 'perkenalan', 'korban', 'tersangka', 'kapolres', 'bogor', 'akbp', 'iman', 'imanuddin', 'mapolres', 'bogor', 'jalan', 'tegar', 'beriman', 'cibinong', 'tersangka', 'janji', 'korban', 'bertemu', 'menjemput', 'korban', 'membawanya', 'tkp', 'tkp', 'dibawa', 'persetubuhan', 'bergantian', 'tersangka', 'memperkosa', 'korban', 'tersangka', 'mengambil', 'ponsel', 'korban', 'korban', 'dianiaya', 'tersangka', 'diambil', 'korban', 'percobaan', 'pembunuhan', 'tangan', 'kosong', 'dipukul', 'dicekik', 'persetubuhan', 'tersangka', 'korban', 'obat', 'penenang', 'tersangka', 'berlapis', 'pemerkosaan', 'percobaan', 'pembunuhan', 'pencurian', 'dikenakan', 'nomor', 'pasal', 'pasal', 'kuhp', 'terangnya', 'korban', 'ditawari', 'kerja', 'penjaga', 'kapolsek', 'klapanunggal', 'akp', 'irrine', 'kania', 'devi', 'pelaku', 'menghubungi', 'korban', 'pelaku', 'menawari', 'korban', 'pekerjaan', 'pelaku', 'menghubungi', 'korban', 'menawarkan', 'ditawari', 'pekerjaan', 'disetujui', 'dijemput', 'dibawa', 'tkp', 'kejadian', 'irrine', 'pelaku', 'berkenalan', 'korban', 'korban', 'diiming', 'imingi', 'bayaran', 'ribu', 'penjaga', 'babysitter', 'pelaku', 'berkenalan', 'pelaku', 'menawarkan', 'nggak', 'jaga', 'iming', 'iming', 'dikasih', 'ribu', 'polisi_mengungkap', 'pria_berinisial', 'media_sosial', 'konferensi_pers', 'kejadian_perkara', 'milik_korban', 'hasil_penyelidikan', 'dikenakan_pasal', 'pencurian_kekerasan', 'undang_undang', 'kekerasan_seksual', 'undang_undang', 'nomor_perubahan', 'undang_undang', 'nomor_perlindungan', 'pasal_juncto', 'kuhp_pasal', 'media_sosial']","['kronologi', 'abg', 'bogor', 'diperkosa', 'semak', 'semak', 'korban', 'digasak']"
120,120,2,0.9134,"sambo, saudara, hakim, jaksa, arif, yosua, ferdy_sambo, hendra, pembunuhan, agus, chuck, saksi, cctv, polri, mengaku, yosua_hutabarat, terdakwa, pembunuhan_brigadir","['mayat', 'pria', 'bertato', 'joker', 'ditemukan', 'darah', 'belukar', 'kawasan', 'duri', 'kosambi', 'cengkareng', 'jakarta', 'polisi', 'menelusuri', 'cctv', 'mendalami', 'sisir', 'cctv', 'tanah', 'kosong', 'perumahan', 'wira', 'wirinya', 'kapolsek', 'cengkareng', 'kompol', 'ardhie', 'demastyo', 'dihubungi', 'ardhie', 'penyisiran', 'cctv', 'korban', 'cctv', 'korban', 'dibunuh', 'tkp', 'dibuang', 'tawuran', 'modus', 'didalami', 'iya', 'pembunuhan', 'didalami', 'lakukan', 'penyelidikan', 'meninggalnya', 'tkp', 'meninggalnya', 'dibuang', 'situ', 'penemuan', 'mayat', 'mayat', 'pria', 'luka', 'ditemukan', 'belukar', 'kawasan', 'duri', 'kosambi', 'cengkareng', 'jakarta', 'mayat', 'pria', 'memiliki', 'tato', 'sosok', 'joker', 'punggungnya', 'kapolsek', 'cengkareng', 'kompol', 'ardhie', 'demastyo', 'mayat', 'ditemukan', 'petugas', 'keamanan', 'ditemukan', 'mayat', 'telungkup', 'luka', 'tubuhnya', 'luka', 'luka', 'ditemukan', 'wajah', 'sabetan', 'punggung', 'lihat', 'kondisinya', 'luka', 'wajah', 'bekas', 'besetan', 'punggung', 'kompol', 'ardhie', 'dihubungi', 'ardhie', 'ditemukan', 'identitas', 'tersemat', 'korban', 'warga', 'saksi', 'mengaku', 'mengenal', 'korban', 'lakukan', 'penyelidikan', 'saksi', 'saksi', 'kenal', 'korban', 'sekuriti', 'menemukan', 'kenal', 'bersimbah_darah', 'penyebab_kematian', 'dugaan_pembunuhan', 'ciri_ciri', 'luka_luka']","['polisi', 'telusuri', 'cctv', 'usut', 'tewasnya', 'pria', 'bertato', 'joker', 'jakbar']"
121,121,0,0.4804,"ferdy_sambo, eliezer, yosua, sambo, putri, pembunuhan, putri_candrawathi, kuat, kuat_ruf, hakim, ricky, ricky_rizal, terdakwa, mengaku, sidang, saudara, richard, richard_eliezer","['eks', 'kasubbagriksa', 'baggaketika', 'rowabprof', 'dicecar', 'penyalinan', 'file', 'hutabarat', 'baiquni', 'langsung', 'jam', 'baiquni', 'kali', 'hadir', 'perusakan', 'menyebabkan', 'terhambatnya', 'pembunuhan', 'terdakwa', 'widyanto', 'baiquni', 'dvr', 'peng', 'copy', 'hakim', 'jakarta', 'mulia', 'chuck', 'tolongnya', 'baiquni', 'saudara', 'copy', 'dvr', 'hakim', 'merapat', 'kantor', 'ruang', 'rapat', 'spri', 'propam', 'coba', 'hubungkan', 'laptop', 'coba', 'hubungkan', 'tampilan', 'baiquni', 'baiquni', 'mengaku', 'dvr', 'diterimanya', 'chuck', 'dvr', 'memunculkan', 'saudara', 'coba', 'tiganya', 'hakim', 'baiquni', 'hakim', 'baiquni', 'baiquni', 'mengaku', 'cctv', 'hakim', 'rentang', 'spesifik', 'chuck', 'lihat', 'copy', 'jam', 'hakim', 'baiquni', 'saudara', 'pilih', 'tentukan', 'jamnya', 'jam', 'jam', 'hakim', 'terima', 'dvr', 'chuck', 'paham', 'dvr', 'buka', 'pemikiran', 'tampilan', 'cctv', 'baiquni', 'hakim', 'memotong', 'baiquni', 'hakim', 'baiquni', 'langsung', 'cctv', 'kompleks', 'polri', 'duren', 'rentang', 'perintah', 'bertahan', 'mingguan', 'saudara', 'langsung', 'pilih', 'tanggal', 'rentang', 'jam', 'hakim', 'buka', 'tampilan', 'cctv', 'kompleks', 'langsung', 'nalar', 'copy', 'terkait', 'kejadian', 'baiquni', 'halaman', 'divisi_propam', 'baiquni_wibowo', 'rekaman_cctv', 'rumah_dinas', 'ferdy_sambo', 'peristiwa_penembakan', 'brigadir_yosua', 'hakim_heran', 'menyalin_rekaman', 'saksi_sidang', 'penyidikan_pembunuhan', 'brigadir_yosua', 'akp_irfan', 'menyalin_rekaman', 'chuck_putranto', 'pengadilan_negeri', 'rekaman_cctv', 'kompleks_polri', 'timpal_hakim', 'menyalin_rekaman', 'menyalin_rekaman', 'cctv_kompleks', 'menyalin_rekaman', 'cctv_kompleks', 'polri_duren', 'mohon_izin', 'cctv_kompleks']","['hakim', 'heran', 'eks', 'buah', 'sambo', 'salin', 'rekaman', 'cctv', 'jam']"
