title,date,desc,source
Salut! Bonek Disaster Response Team Terjun ke Cianjur Bantu Korban Gempa,"Selasa, 29 Nov 2022 19:56 WIB",bonek disaster response team bdrt 27 menerjunkan timnya membantu korban gempa bumi cianjur tim bdrt 27 lokasi 22 november 2022 sehari gempa mengguncang cianjur bdrt 27 tugas bergabung sru search rescue unit 4 desa cijedil kecamatan cugenang cianjur koordinator tim bdrt arif firmansyah selasa 29 11 2022 tugas tim bdrt 27 8 personel dibagi tugas 4 personel evakuasi 2 personel tim ambulans 2 tim asesmen bdrt 27 membawa kendaraan mobil ambulans mobil rescue perlengkapan rescue lengkap armada double kabin 4x4 pria akrab disapa bojes bojes bdrt 27 rencananya bertahan membantu korban gempa cianjur minggu tahap operasional cluster pencarian pertolongan 7 hari tahap cluster tanggap darurat 14 hari bojes proses pencarian jenazah tim gabungan bojes mengaku membantu menemukan puluhan jenazah korban cianjur turun cianjur bdrt 27 tergabung komunitas green nord membuka donasi korban bdrt 27 komunitas bonek peduli bencana gempa cianjur bonek tribun kidul bonek tribun kidul menyerahkan bantuan logistik membuka posko bantuan gambas video 20detik,www.detik.com
Buaya 4 Meter yang Terkam Bocah hingga Tewas di Kutai Timur Ditangkap Warga,"Senin, 28 Nov 2022 16:13 WIB",buaya berukuran 4 meter menerkam bocah tewas kutai timur kalimantan timur kaltim ditangkap warga penangkapan 3 jam mengerahkan 15 pawang buaya ditangkap penangkapan melibatkan 15 anggota pawang buaya ketua laskar kebangkitan kutai roni effendi dihubungi senin 28 11 2022 penangkapan buaya laporan terkait peristiwa bocah diterkam pantai teluk lombok kutim minggu 20 11 buaya ditemukan ditangkap 03 00 wita minggu 27 11 ditangkapnya jam 3 malam minggu 27 11 hari pemantauan terangnya roni proses penangkapan buaya ritual pawang buaya warga menggiringnya tepi pantai dijinakkan jemput laut dibantu pawang ritual buaya arak pinggir pantai ikat tali bebernya roni pawang buaya kesulitan lantaran penangkapan malam hari ombak turun temurun nenek moyang situ pelajari buaya sembarangan ahlinya cuaca pantai gelombang angin kencang waktu roni menerangkan evakuasi buaya 4 meter mendapati buaya berukuran 6 meter mengevakuasi buaya 4 meter lantaran diduga penyebab kematian bocah waktu temukan 6 meter 4 meter eksekusi diduga menerkam bocah waktu bolak situ dievakuasi buaya dibawa damkar kutim bksda kaltim dilepasliarkan tempat penangkaran gambas video 20detik,www.detik.com
Buaya Muara Muncul Usai Banjir di Lombok Tengah Ada 4 Ekor!,"Selasa, 27 Des 2022 16:12 WIB",buaya muncul sungai tarung arung desa bangket parak kecamatan pujut lombok seekor kepala desa bangket parak genah genuh 3 4 ekor buaya permukaan munculnya buaya kisaran 2020 banyaknya 3 4 ekor kadang munculnya bersamaan titik kadang tempat berbeda genah genah buaya muncul sungai tarung arung buaya muara teluk awang buaya muncul pertemuan air laut sungai teluk pantai awang buaya mengganggu warga makan hewan ternak warga muncul tontonan warga kadang dikasi ayam warga genah genah buaya muara muncul 07 00 wita pagi penemuan buaya ditemukan warga mencari rumput gajah sungai buaya sengaja biarkan berani diburu takut marah cerita cerita diburu marah berani ganggu ganggu ganggu genah terpisah kepala balai konservasi sumberdaya alam provinsi ntb budhy kurniawan mengaku informasi keberadaan buaya sungai tarung arung informasi teman teman turun lokasi pagi sore menemukan buaya muncul permukaan sungai budhi mataram menduga buaya muncul permukaan sungai lokasi habitat aslinya menyarankan masyarakat bermukim sungai mandi beraktivitas sungai koordinasi masyarakat masyarakat panik warga beraktivitas sungai tarung arung pungkas budhi gambas video 20detik,www.detik.com
"Perjalanan Karier Budiardjo Thalib, Dulu Latih PSM Kini Dipinang Persela","Sabtu, 17 Des 2022 07:00 WIB",budiardjo thalib pelatih persela lamongan kompetisi liga 2 2022 2023 rekam kepelatihan budiardjo asisten pelatih psm makassar jelang kompetisi liga 2 dilanjutkan januari 2023 tim persela lamongan pelatih menggantikan fakhri husaini didepak september persela lamongan mantap memilih budiardjo thalib memiliki pengalaman melatih klub top indonesia prestasi terbaik budiardjo sukses membawa persik kediri juara liga 2 musim 2019 mengantar tim macan putih promosi liga 1 2020 eksis musim target dipatok budiardjo persela lamongan tugasnya mengangkat performa persela lamongan peringkat 8 6 poin fase grup wilayah liga 2 menjuarai liga 1 dimanapun melatih target pastinya kekurangan kekurangan tim memperbaiki tim prestasi budiardjo jumat 16 12 2022 karier kepelatihan budiardjo mengarsiteki akademi psm 2005 mencoba peruntungan klub lokal persipare parepare 2006 persiko kotabaru 2009 persin sinjai 2010 persim maros 2011 persin sinjai 2013 bontang fc 2013 perssu sumenep 2014 budiardjo pengalaman melatih tim diklat pplp makassar 2015 tim porprov barru sulsel musim 2016 budiardjo pangkuan psm makassar asisten pelatih tim juku eja dilatih tony luciano leandro robert rene alberts musim 2018 budiardjo memutuskan pindah persipura jayapura asisten pelatih tony pelatih kepala luciano leandro amilton silva osvaldo lessa musim budiardjo meninggalkan persipura memilih menerima pinangan persik kediri bermain liga 2 pengalaman menangani tim pelatih kepala budiardjo sukses menggebrak berhasil meraih trofi juara liga 2 musim 2019 simak selengkapnya halaman halaman 1 2,www.detik.com
Bupati Bandung Serahkan Donasi Rp 537 Juta untuk Korban Gempa Cianjur,"Minggu, 27 Nov 2022 22:04 WIB",bupati bandung dadang supriatna jajaran perangkat daerah kabupaten bandung menyerahkan bantuan korban gempa bumi cianjur bantuan diserahkan dadang bupati cianjur herman suherman kunjungan dadang beserta jajaran opd kabupaten cianjur bentuk kepedulian sosial manusia terdampak bencana alam gempa bumi cianjur magnitudo 5 6 dadang supriatna terima kasih non kabupaten bandung menyisihkan hartanya uang membantu korban bencana alam gempa bumi cianjur hadir bersilaturahmi bupati cianjur herman suherman kehadiran asisten kepala dinas menyerahkan bantuan donasi rp 537 452 500 kebutuhan diserahkan bupati cianjur bantuan membantu saudara saudara terdampak bencana alam gempa bumi cianjur dadang keterangan tertulis minggu 27 11 2022 bantuan berhasil dikumpulkan sumbangan pribadi non tersebar 34 opd kabupaten bandung pegawai 31 kecamatan kabupaten bandung peserta diklatpim bogor bantuan berasal non phl kabupaten bandung pengumpulan donasi dewan pengurus korpri kabupaten bandung dadang hasil pengumpulan donasi bupati bandung mendoakan semoga menyumbangkan hartanya barang uang amal ibadah pahala tingginya bantuan serahkan semoga membantu meringankan beban warga terkena dampak gambas video 20detik,www.detik.com
Peninggian Tangkis Kali Lo Dikebut Demi Kurangi Risiko Banjir di Banyuwangi,"Sabtu, 10 Des 2022 16:48 WIB",bupati banyuwangi ipuk fiestiandani pengecekan pekerjaan terkait penanganan pasca banjir salah satunya ipuk meninjau perbaikan peninggian tangkis kelurahan kepatihan kecamatan banyuwangi salah kawasan terdampak banjir pekan ipuk perbaikan peninggian tangkis diharapkan menahan air meluap kawasan permukiman warga kawasan tangkis kukuh berharap risiko banjir lingkungan berkurang luapan air harapkan tangkis pagar mencegah air rumah rumah warga ipuk meninjau lokasi sabtu 10 12 2022 tangkis ambrol akibat luapan menyebabkan banjir parah kelurahan kepatihan banjir 28 11 2022 disebabkan intensitas hujan jam drainase wilayah kota menampung air akibatnya sungai mengalami over topping tangkis penahan ipuk berkeliling kondisi warga pasca banjir meninjau rekonstruksi rumah warga rusak terkena banjir rumah rusak terkena banjir rehab ditempati ipuk kepala dinas pekerjaan pu pengairan guntur priambodo peninggian tangkis lokasi kota rawan banjir kawasan lebak sobo perumahan puri indah sungai meluap air over topping normalisasi sungai kalilo mengalami pendangkalan pengerukan material mengendap sungai mengalir pusat kota banyuwangi sulit alat beratnya permukiman padat berkoordinasi warga ketemu skema terbaiknya guntur sungai banyuwangi normalisasi mengurangi resiko banjir lakukan pengerukan endapan sungai kandangan uluh pesanggaran ilyas banyuanyar kalibaru pungkas guntur gambas video 20detik,www.detik.com
Pembangunan Jalan-Jembatan di Banyuwangi Dituntaskan Akhir Desember 2022,"Rabu, 14 Des 2022 13:29 WIB",bupati banyuwangi ipuk fiestiandani mendorong pembangunan infrastruktur jalan bertahap kawasan kawasan pusat kota salah satunya kecamatan pesanggaran pembangunan betonisasi 7 9 aspal hotmix 6 2 paving 15 9 kemarin cek insyaallah targetkan tuntas 20 desember bertahap paralel kebut bangun jalan merata ipuk fiestiandani rabu 14 12 2022 ipuk seharian mengecek pembangunan jalan beton jalan hotmix kecamatan pesanggaran bupati perempuan meninjau progress pembangunan jembatan darurat rusak akibat banjir waktu ipuk pemerataan pembangunan salah prioritas dikebut pembangunan infrastruktur jalan diharapkan peningkatan kesejahteraan masyarakat akses jalan semoga mobilitas masyarakat arus ekonomi lancar tumbuh sentra sentra ekonomi ipuk didampingi plt kepala dinas pu cipta karya perumahan permukiman kabupaten banyuwangi danang hartanto jalan tersentuh perbaikan lakukan bertahap sesuai kemampuan anggaran masyarakat bersabar insyaallah tersentuh ipuk bupati ipuk berdiskusi warga kawasan pesanggaran pengecekan pembangunan jalan warga merespons antusias kehadiran ipuk diiringi canda akrab warga masukan ipuk saluran drainase mendukung pengembangan sektor pertanian masukkan perencanaan ditindaklanjuti teknis dinas ipuk merespons masukan warga pembangunan infrastruktur warga ipuk rencana pemkab banyuwangi mengembangkan sdm pelajar kawasan perdesaan program pusat sains dibangun 2023 cetak 300 pelajar juara matematika fisika kimia desa desa programnya gulirkan maret 2023 digodok mari putera puterinya disiapkan gambas video 20detik,www.detik.com
Bupati Cianjur Minta Maaf soal Ucapan 'Bencana Gempa Membawa Berkah',"Kamis, 22 Des 2022 17:27 WIB",bupati cianjur herman suherman berbicara ucapan bencana membawa berkah heboh media sosial herman maaf pernyataan nama pribadi maaf besarnya pernyataan bencana gempa bumi membawa berkah warga cianjur herman instagram pribadinya kamis 22 12 2022 herman menyakiti hati keluarga korban menyakiti perasaan warga cianjur keluarganya meninggal dunia akibat gempa bumi bencana alam mustahil tertangani bantuan anggarannya renungi kejadian bencana alam ditangani pemkab cianjur mustahil tertangani anggaran herman umat islam meninggal dunia bencana meninggal syahid kiai ajengan semoga swt mengampuni warga cianjur dijauhkan bencana semoga mengganti harta benda hancur bencana alam diganti swt jalan ridho gambas video 20detik,www.detik.com
Fakta-fakta Baru soal Korban Meninggal Akibat Gempa Cianjur,"Selasa, 13 Des 2022 07:00 WIB",bupati cianjur herman suherman mengeluarkan pernyataan berbeda terkait korban jiwa gempa bumi data korban herman dibandingkan badan nasional penanggulangan bencana bnpb mengutip data situs resmi bnpb gis bnpb id 12 desember 17 00 wib korban jiwa meninggal dunia akibat gempa cianjur magnitudo 5 6 335 tim mencari delapan ditemukan fakta fakta terkait korban tewas akibat gempa cianjur 1 korban meninggal dunia mencapai 600 bupati cianjur herman suherman mengeluarkan pernyataan korban jiwa akibat gempa mencapai 600 herman alasan perbedaan korban bnpb mengklaim warga korban melapor penyebab melonjaknya angka korban meninggal korban meninggal akibat gempa totalnya 600 daerah kecamatan cugenang 400 herman senin 12 12 2022 2 korban tewas tercatat herman mengaku laporan terkait warga meninggal akibat bencana tercatat data pemkab cianjur korban meninggal terdata herman melapor memilih memakamkan anggota keluarganya laporan informasinya korban meninggal terdata ditelusuri warganya melaporkan data dibawa rumah puskesmas desa mendata ulang didapati total meninggal akibat bencana 600 herman 3 dilengkapi surat kematian herman korban mencapai 600 sesuai data name address dilengkapi surat kematian diterbitkan pemerintah desa politikus pdi perjuangan mengaku perubahan data korban jiwa kementerian sosial kemensos upaya keluarga ditinggalkan dana kerohiman ajukan semoga secepatnya cair diterima ahli warisnya,www.detik.com
Bupati Cianjur Klaim Korban Tewas Akibat Gempa Mencapai 600 Orang,"Senin, 12 Des 2022 15:22 WIB",bupati cianjur herman suherman mengklaim korban jiwa akibat gempa berkekuatan magnitudo 5 6 335 mencapai 600 banyaknya warga melaporkan diduga penyebab melonjaknya angka korban meninggal korban meninggal akibat gempa totalnya 600 daerah kecamatan cugenang 400 herman senin 12 12 2022 menurutnya data diperoleh laporan terkait warga meninggal akibat bencana tercatat data pemkab kebanyakan meninggal terdata melapor memilih memakamkan anggota keluarganya meninggal peristiwa gempa bumi senin 21 11 2022 laporan informasinya korban meninggal terdata ditelusuri warganya melaporkan data dibawa rumah puskesmas desa mendata ulang didapati total meninggal akibat bencana 600 data meninggal berdasar name address surat kematian pemerintah desa menurutnya data diteruskan kementerian sosial kemensos keluarga ditinggalkan dana kerohiman ajukan semoga secepatnya cair diterima ahli warisnya berdasarkan data korban gempa tercatat 335 terbaru jenazah bocah berusia 11 desa cibulakan ditemukan berhasil dievakuasi 19 hari tertimbun,www.detik.com
Bupati Cianjur: Total Korban Meninggal Akibat Gempa Sekitar 600 Orang,"Senin, 12 Des 2022 15:44 WIB",bupati cianjur herman suherman mengklaim korban jiwa akibat gempa berkekuatan magnitudo 5 6 335 mencapai 600 banyaknya warga melaporkan diduga penyebab melonjaknya angka korban meninggal korban meninggal akibat gempa totalnya 600 daerah kecamatan cugenang 400 herman dilansir senin 12 12 2022 menurutnya data diperoleh laporan terkait warga meninggal akibat bencana tercatat data pemkab kebanyakan meninggal terdata melapor memilih memakamkan anggota keluarganya meninggal dunia peristiwa gempa bumi senin 21 11 laporan informasinya korban meninggal terdata ditelusuri warganya melaporkan data dibawa rumah puskesmas desa mendata ulang didapati total meninggal akibat bencana 600 data meninggal berdasarkan name address surat kematian pemerintah desa baca berita selengkapnya,www.detik.com
Pemkab Siapkan Rp 10 M untuk Pasca Tanggap Darurat Gempa Cianjur,"Minggu, 04 Des 2022 01:00 WIB",bupati cianjur herman suherman menerima donasi rp 10 miliar rencananya uang donasi keperluan pengungsi korban terdampak pasca tanggap darurat bencana herman donasi rekening pemerintah daerah bersumber bantuan 57 intansi pemerintah 81 lembaga organisasi non pemerintah 599 donatur perorangan sehari pasca bencana hari 13 terkumpul rp 10 miliar herman sabtu 3 12 2022 uang sembako kebutuhan logistik pasca penanganan darurat kebencanaan bantuan pekan bantuan pastinya berkurang bantuan dipenuhi dana donasi persiapkan pasca tanggap darurat kebutuhan sembako logistik herman penggunaannya dana donasi transparan diawasi kejaksaan negeri kejari cianjur transparan penggunaannya koordinasi kejari diawasi kejaksaan donasi baiknya korban terdampak gempa herman berterima kasih membantu cianjur bantuan logistik donasi rekening pemerintah berterima kasih apresiasi rezekinya warga cianjur terkena bencana alam mudah mudahan amal kebaikan pungkasnya,www.detik.com
"Resolusi 2023, Bupati Herman: Cianjur Harus Bangkit dan Pulih!","Minggu, 01 Jan 2023 00:06 WIB",bupati cianjur herman suherman menyebut 2022 berat kabupaten cianjur bencana banjir longsor gempa bumi meluluhlantakan cianjur bencana menyebabkan ratusan meninggal dunia puluhan ribu rumah rusak 114 ribu mengungsi bencana pembangunan cianjur tertunda lantaran perangkat daerah difokuskan penanganan pascabencana herman 23 november 2022 bencana banjir bandang melanda kecamatan cianjur selatan menyebabkan ratusan rumah terendam selang pekan tepatnya 5 november 2022 bencana banjir cianjur selatan menyebabkan ratusan rumah desa cidaman kecamatan cidaun terendam september november dilanda banjir bandang selatan korban jiwa ratusan rumah warga terendam barang berharganya habis terbawa arus air sabtu 31 12 2022 menurutnya 21 november 2022 kota santri alami duka mendalam gempa berkekuatan 5 6 magnitudo wilayah utara cianjur porak poranda 603 meninggal puluhan ribu rumah rusak 114 ribu mengungsi warga kecamatan cugenang cianjur daerah terdampak bertahan pengungsian november berduka cianjur gempa mengakibatkan 12 kecamatan terdampak ratusan meninggal dunia kehilangan rumah akibat guncangan gempa sesa cugenang duka akibat banjir cianjur dilanda banjir bandang 16 desember 2022 banjir ratusan rumah enam desa kecamatan sukanagara terendam menyisakan lumpur tebal menutupi rumah rumah warga terberat cianjur bencana dimana banjir longsor parah dampaknya gempa bumi herman pembangunan infrastruktur cianjur tertunda akibat bencana perangkat daerah ditugaskan fokus penanganan pascabencana kegiatan terlaksana tertunda penyerapan anggaran maksimal 80 persen kegiatan bimtek larang selurunya fokus penanganan bencana gempa herman berharap 2023 duka herman menargetkan cianjur bangkit pulih resolusi 2023 cianjur bangkit pulih berkolaborasi mewujudkan kebangkitan cianjur pascabencana pemkab ngebut pembangunan infrastruktur jalan wilayah selatan herman menyebut pemkab peminjaman rp 150 miliar pembangunan 4 ruas jalan cianjur selatan bangkit pulih bencana kebut pembangunan jalan kesehatan pendidikan perekonomian berdoa resolusi terwujud,www.detik.com
"Bupati soal Gempa M 6,1 Garut: Ada Rusak Ringan, Tak Seperti di Medsos","Sabtu, 03 Des 2022 20:18 WIB",bupati garut rudy gunawan korban jiwa insiden gempa bumi 6 1 rudy mengimbau masyarakat panik pascagempa pastikan korban jiwa rudy konfirmasi via pesan singkat dilansir sabtu 3 12 2022 rudy 19 30 wib inventarisir dampak gempa bumi 42 kecamatan kabupaten garut kerusakan ringan informasi beredar media sosial pastikan rudy mengimbau masyarakat tenang kendati rudy mengaku mengkhawatirkan bencana susulan tanah longsor kawasan selatan garut masyarakat tenang waspada daerah rawan longsor selatan masyarakat terluka telepon aparat desa pungkas rudy,www.detik.com
"Soal Gempa, Bupati Garut: Ada Rusak Ringan, Tak Seperti di Medsos","Sabtu, 03 Des 2022 20:01 WIB",bupati garut rudy gunawan korban jiwa insiden gempa bumi garut sabtu 3 12 2022 rudy mengimbau masyarakat panik pasca gempa pastikan korban jiwa rudy dikonfirmasi via pesan singkat sabtu rudy 19 30 wib inventarisir dampak gempa bumi 42 kecamatan kabupaten garut kerusakan ringan informasi beredar media sosial pastikan rudy mengimbau masyarakat tenang kendati rudy mengaku mengkhawatirkan bencana susulan tanah longsor kawasan selatan garut masyarakat tenang waspada daerah rawan longsor selatan masyarakat terluka telepon aparat desa pungkas rudy diberitakan gempa bumi berkekuatan magnitudo 6 4 mengguncang wilayah jawa barat sore gempa bumi 16 59 wib bmkg memperbarui gempa berkekuatan 6 1 berdasarkan informasi dihimpun bmkg gempa bumi berpusat barat daya kabupaten garut jawa barat lok 7 49 ls 107 58 bt 46 barat daya kab garut jabar kedlmn 106 tulis bmkg akun twitter,www.detik.com
"Bupati Indramayu Siap Tingkatkan Produksi 1,8 Juta Ton Padi di 2023","Selasa, 27 Des 2022 21:03 WIB",bupati indramayu nina agustina bachtiar gubernur jawa barat ridwan kamil kepala daerah menghadiri peresmian bendungan sadawarna diresmikan presiden republik indonesia joko widodo bandungan diandalkan pengairan irigasi ladang sawah sawah tadah hujan kabupaten kabupaten subang kabupaten indramayu kabupaten sumedang peresmian hari presiden ri joko widodo bendungan sadawarna bendungan 33 diresmikan 8 menghabiskan pendanaan rp 2 065 triliun harapannya waduk memiliki luas genangan 65 hektare meningkatkan produksi padi 1 3 juta ton meningkat 1 8 juta ton pembangunannya pembangunan waduk 2018 hari selesai resmikan jokowi keterangan tertulis selasa 27 12 2022 indramayu penyumbang surplus nomor 1 terbesar indonesia gubernur kabupaten indramayu produksinya 1 3 juta ton bendungan insyallah 1 8 juta ton indramayu menanggapi nina jajaran memaksimalkan bendungan sadawarna meningkatkan produksi padi indramayu harapan presiden joko widodo dilaksanakan semaksimal meningkatkan surplus padi kabupaten indramayu mewujudkan kota mangga daerah ketahanan pangan nasional berkat keras petani indramayu berterima kasih petani semoga target 1 8 juta ton terpenuhi berdoa gubernur jawa barat ridwan kamil kabupaten indramayu penyumbang surplus beras rangking 1 terbesar indonesia produktivitas padinya mencapai 1 3 juta ton bendungan sadawarna diharapkan produksi padi kota mangga 1 8 juta ton laporkan penyumbang surplus beras indonesia ranking indonesia kabupaten indramayu produksinya 1 3 juta ton bendungan insyaallah produksinya 1 8 juta ton bendungan joko widodo resmikan produksi pertanian mengalami kenaikan pungkasnya informasi bendungan sadawarna terletak kecamatan cibogo kabupaten subang jawa barat bendungan mendukung ketahanan pangan nasional mensuplai air irigasi area persawahan seluas 4 284 hektare bendungan difungsikan pengendali banjir jawa barat pemasok air baku 1 2 m3 menghasilkan listrik 2 salah destinasi wisata peresmian bendungan sadawarna dihadiri menteri pekerjaan perumahan rakyat pupr ri basuki hadimuljono anggota komisi dpr ri dedy wahidi dirjen sumber daya air jarot tamu undangan,www.detik.com
Bupati Tinjau Korban Banjir Rob dan Gelombang Pasang di Indramayu,"Senin, 02 Jan 2023 11:29 WIB",bupati indramayu nina agustina bachtiar mengunjungi warga terdampak banjir rob gelombang pasang kantor desa kertawinangun kandanghaur indramayu minggu 1 1 kunjungan ditemani staf ahli kepala perangkat daerah lingkungan pemerintah kabupaten indramayu nina menyambangi warga terpaksa mengungsi kantor desa diakibatkan banjir gelombang pasang melanda pemukiman warga menyebabkan rumah rusak membagikan bantuan mencukupi kebutuhan warga prihatin kondisi warga terdampak banjir rob gelombang pasang hari mengakibatkan kerugian material kehilangan tempat tinggal nina keterangan tertulis senin 2 1 2023 kabupaten indramayu memiliki garis pantai 147 menutup titik titik rawan bencana alam ditambah cuaca ekstrem membantu korban bencana terdampak nina agustina mengajak bergotong royong membantu warga terdampak musibah banjir gelombang pasang mari bersinergi membantu saudara saudara terkena musibah peran kebutuhan kebutuhan nina agustina menjanjikan upaya perbaikan breakwater memprioritaskan bantuan rutilahu warga kediamannya rusak akibat gelombang pasang upayakan perbaikan breakwater bantuan rehab rutilahu rumah rusak akibat gelombang pasang mengimbau forkopimcam perangkat desa senantiasa gencar masyarakat terkait bencana alam cuaca ekstrem bentuk langkah antisipasi hari memohon camat forkopimcam dibantu kuwu masyarakat terkait bencana alam ditambah cuaca ekstrem bentuk peringatan lupa ingatkan menjaga kebersihan lingkungan camat kandanghaur hatta direja terima kasih nina agustina kunjungannya bantuan perhatian warga terdampak berharap bantuan menghadirkan manfaat masyarakat memenuhi kebutuhan pengungsian semoga bantuan bermanfaat masyarakat mencukupi kebutuhannya lokasi pengungsian tutupnya gambas video 20detik,www.detik.com
Rumah Warga Terdampak Banjir Rob Indramayu Bakal Direlokasi,"Minggu, 01 Jan 2023 19:00 WIB",bupati indramayu nina agustina meninjau lokasi terdampak gelombang air laut desa eretan kulon kecamatan kandanghaur kabupaten indramayu minggu 01 01 2023 upayakan pembangunan breakwater nina dorong relokasi permukiman warga pantauan bupati nina memantau kondisi warga posko pengungsian rumah warga ambruk kerusakan masyarakat laporan rusak bibir pantai relokasi bupati indramayu nina agustina rencana relokasi peninjauan ulang butuh lahan merealisasi rencana kemarin ketemu menteri sosial insyaallah dibantu kementerian sosial relokasi tempatnya apapun pikirkan nina rumah kondisi tembok beton penahan ombak breakwater rusak diperbaiki upaya bertahap breakwater insyaallah bertahap titik breakwater nina pemerintah kabupaten indramayu menerapkan status siaga bencana cuaca ekstrem sesuai prediksi bmkg kesiapsiagaan selasa 03 01 2023 gelombang air laut pesisir indramayu jawa barat mengakibatkan puluhan rumah rusak sabtu 31 12 2022 kepala badan penanggulangan bencana daerah bpbd kabupaten indramayu dadan oce iskandar gelombang puncak cuaca ekstrem mengakibatkan puluhan rumah desa eretan kulon kecamatan kandanghaur kabupaten indramayu rusak mencatat 2 095 unit rumah 26 terendam banjir rob,www.detik.com
Bupati Serang Salurkan Donasi Rp 506 Juta untuk Korban Gempa Cianjur,"Senin, 05 Des 2022 18:29 WIB",bupati serang ratu tatu chasanah menyalurkan donasi senilai rp 506 631 500 korban bencana gempa bumi cianjur jawa barat donasi didapatkan pimpinan daerah aparatur sipil negara pemkab serang penyerahan donasi pendopo bupati cianjur rombongan bupati serang diterima asisten perekonomian pembangunan budi rahayu toyib mewakili bupati cianjur herman suherman berhalangan mendampingi kunjungan presiden joko widodo mudah mudahan donasi meringankan membantu masyarakat kabupaten cianjur terdampak bencana semoga ibadah donasi membantu swt membantu kesulitan tatu keterangan tertulis senin 5 12 2022 tatu mengaku bersyukur jiwa sosial kebersamaan pemkab serang kuat menurutnya teman teman tergerak bergerak menggalang donasi hari berhasil mengumpulkan dana terbilang lumayan solidaritas teman teman sekda kawan kawan diandalkan membantu daerah bencana ketua dpd partai golkar provinsi banten kesempatan tatu berharap masyarakat umat berprasangka bencana manusia luput salah dosa alam makhluk musibah menguatkan bantuan pasca bencana proses recovery bendahara asosiasi pemerintah kabupaten indonesia apkasi bupati tergabung apkasi menyalurkan donasi bantuan ketua apkasi sutan riska tuanku kerajaan meninjau korban gempa cianjur informasi 57 ribu bangunan rusak pemerintah pusat keterbatasan insyaallah membantu berat tatu berharap masyarakat cianjur kekuatan kesabaran menghadapi dampak bencana pulih sedia proses recovery galang kekuatan bupati galang membantu kabupaten cianjur tatu senada tatu asisten perekonomian pembangunan kabupaten cianjur budi rahayu toyib menyebut tantangan berat pasca bencana proses recovery 57 ribu bangunan rusak bantuan memenuhi kebutuhan pengungsi pasca bencana memindahkan warga tempat pengungsian tempat layak budi budi berterima kasih donasi pemkab serang bantuan dimanfaatkan warga terdampak sasaran semoga donasi amal dicatat ibadah pahala swt harapnya informasi kesempatan bupati serang meninjau lingkungan warga terdampak bencana mampir posko pokja relawan banten cugenang kabupaten cianjur,www.detik.com
Bupati Sidoarjo Perintahkan BPBD-Dinkes Bantu Warga Terdampak Banjir,"Minggu, 27 Nov 2022 15:46 WIB",bupati sidoarjo ahmad muhdlor ali menyiagakan badan penanganan bencana daerah bpbd dinas kesehatan dinkes garda terdepan membantu warga terdampak banjir dilakukannya desa kecamatan candi tanggulangin banjir akibat air sungai meluap hujan deras mengguyur wilayah hari desa terkena banjir desa sumorame desa ngampelsari desa balonggabus kecamatan candi desa boro desa ganggangpanjang kecamatan tanggulangin banjir desa kecamatan candi tanggulangin disebabkan air sungai tanggulangin sungai balongdowo meluap tingginya debit air barat ditambah hujan deras hari kemarin sungai menampung volume debit air gus muhdlor keterangan tertulis minggu 27 11 2022 bpbd dinas kesehatan bupati alumni fisip unair surabaya amanat camat dinas sosial turun membantu warga dinas pekerja bina marga sumber daya air pu bm sda penyedotan daerah titik banjir berkoordinasi pemerintah provinsi jatim terkait pengendalian debit air dam rolak songo kecamatan tarik rumah warga terdampak banjir aliran sungai desa balonggabus kecamatan candi perumahan bumi candi asri desa ngampelsari desa sumorame desa boro ketiga desa dilewati aliran sungai laut meluapnya sungai disebabkan air laut pasang kepala dinas kesehatan pemkab sidoarjo fenny apridawati sabtu 26 11 kemarin turun titik lokasi banjir mantan kadis tenaga pelayanan dasar kesehatan berjalan daerah terdampak banjir tenaga kesehatan nakes siagakan membantu masyarakat kemarin desa ganggangpanjang desa boro menyalurkan bantuan obat obatan pampers popok bayi turun membantu melayani kesehatan warga terang fenny fenny sesuai diperintahkan gus muhdlor garda terdepan membantu layanan dasar kesehatan masyarakat puskesmas fenny disiagakan petugas nakes diperintahkan turun lokasi banjir membantu bpbd perintah bupati dinkes garda terdepan membantu warga gerak cepat turun nakes puskesmas siaga membantu warga pungkasnya gambas video 20detik,www.detik.com
